RecordNum,RecordType,RecordTypeMapped,RecordTypeDesc,Description,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalZip,Link,Latitude,Longitude,Location1,OpenMonth,OpenYear,OpenQuarter,LastInspMonth,LastInspYear,LastInspQuarter,NoInspDate T/F,NoInspResult T/F,OpenToLastInspDays,District,CP,VI,CT,RecordTypeDescBlank,_complaint_datetime,address_norm,elevator_complaint_flag,sfd_elevator_rescue_count,first_rescue_date,last_rescue_date,example_raw_address,conveyance_active_record_count,conveyance_active_first_created_date,conveyance_active_last_created_date,conveyance_active_record_numbers,conveyance_active_record_types,conveyance_active_property_project_names,conveyance_active_statuses,conveyance_active_descriptions,conveyance_active_flag,conveyance_no_cert_record_count,conveyance_no_cert_first_created_date,conveyance_no_cert_last_created_date,conveyance_no_cert_record_numbers,conveyance_no_cert_record_types,conveyance_no_cert_property_project_names,conveyance_no_cert_statuses,conveyance_no_cert_descriptions,conveyance_no_cert_flag,sfd_rescue_at_address_flag
012359-24CP,Complaint,Request,LandLord/Tenant,"Per CSB,ADA Concerns & Tenant Rights - I'm a senior citizen living in housing and the elevator is gonna come up for repair and it may be down as long as two months and I need to know what my rights are and I'm scheduled for surgery. So it's gonna put a real inconvenience. My telephone number is area code 206-604-1927. My email address is brotherswmb@yahoo.com and they're closing down the elevator where I live and I can't go up and down stairs. So I need to know some information. Thank you so",2024 Oct 29 12:00:00 AM,,,Under Investigation,609 YESLER WAY,98104.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=012359-24CP,47.60155409,-122.32586167,"(47.60155409, -122.32586167)",10,2024,4,,,,True,True,,2.0,True,False,False,False,2024-10-29,609 YESLER WAY,True,0,,,,0,,,,,,,,False,0,,,,,,,,False,False
013335-24CP,Complaint,Request,LandLord/Tenant,"My original lease ended October 31 2024. I was planning to move out by mid October because I had to fly to Greece to get a major surgery. When I hired movers, the elevators weren't working (10/15) and the movers said they couldn't move large furniture down four flights of stairs without an elevator. So I emailed the landlord asking for an extension. They agreed to extend to December. Upon my return from Greece and my operation in November, the elevators were still not working so I couldn't move",2024 Nov 27 12:00:00 AM,,,Closed,843 HIAWATHA PL S,98144.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013335-24CP,47.59491141,-122.30972499,"(47.59491141, -122.30972499)",11,2024,4,,,,True,True,,3.0,True,False,False,False,2024-11-27,843 HIAWATHA PL S,True,8,2025-03-05,2026-01-14,843 Hiawatha Pl S,1,2008-03-18,2008-03-18,EQP-CY-06808,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 9350",Active,,True,0,,,,,,,,False,True
013947-24CP,Complaint,Request,LandLord/Tenant,"Elevator down, landlord won't do maintenance. Tenant not interested in inspection at this time, would like to know her rights.",2024 Dec 13 12:00:00 AM,,,Completed,1530 BELMONT AVE,98122.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013947-24CP,47.61445461,-122.32419356,"(47.61445461, -122.32419356)",12,2024,4,,,,True,True,,3.0,True,False,False,False,2024-12-13,1530 BELMONT AVE,True,4,2021-06-09,2025-04-25,1530 Belmont Ave,4,2015-10-20,2015-10-20,EQP-CY-08301 | EQP-CY-08300 | EQP-CY-08299 | EQP-CY-08298,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 11621 | 4-P - Hydraulic Elevator, City # 11655 | 3-P - Cabled Elevator, City # 11623 | 2-P - Cabled Elevator, City # 11622",Active,AVA CAPITOL HILL - CONV,True,0,,,,,,,,False,True
014014-24CP,Complaint,Request,LandLord/Tenant,Elevator and entry. The building exit to the roof has a fob access that is not working. The main lobby elevator has not worked in over a month. Other tenants are putting up signs to aggregate complaints about this and management is removing the signs and sending emails saying come to them. I signed a lease with working amenities and the roof access has not worked in way over a month. We have been told no timeline and management says it is the elevator company. In reality I think it is a budget,2024 Dec 16 12:00:00 AM,,,Completed,1530 BELMONT AVE,98122.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=014014-24CP,47.61445461,-122.32419356,"(47.61445461, -122.32419356)",12,2024,4,,,,True,True,,3.0,True,False,False,False,2024-12-16,1530 BELMONT AVE,True,4,2021-06-09,2025-04-25,1530 Belmont Ave,4,2015-10-20,2015-10-20,EQP-CY-08301 | EQP-CY-08300 | EQP-CY-08299 | EQP-CY-08298,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 11621 | 4-P - Hydraulic Elevator, City # 11655 | 3-P - Cabled Elevator, City # 11623 | 2-P - Cabled Elevator, City # 11622",Active,AVA CAPITOL HILL - CONV,True,0,,,,,,,,False,True
014036-24CP,Complaint,Request,LandLord/Tenant,"The elevator in my building is down for repairs and deliveries are being dragged up and down the stairs during all hours of the night. I share a wall with the stairway and I can't sleep it's so loud. It shakes my entire apartment. I've tried to get the manager to figure this issue out; to eliminate the after hour deliveries being dragged up and down the stairs, but she won't do anything else about it. The HOA here is co-oped and also won't do anything about it due to their negligence. The landl",2024 Dec 17 12:00:00 AM,,,Under Investigation,1507 WESTERN AVE,98101.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=014036-24CP,47.60846856,-122.34168574,"(47.60846856, -122.34168574)",12,2024,4,,,,True,True,,7.0,True,False,False,False,2024-12-17,1507 WESTERN AVE,True,0,,,,0,,,,,,,,False,1,1990-05-10,1990-05-10,EQP-CY-03461,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 3914",Operating Without Certificate,,True,False
000136-25CP,Complaint,Request,LandLord/Tenant,"Hello,I live at 2519 1st Avenue, Seattle WA 98121.  It is low income housing.  Management just collects rent and leaves.  They are rarely here during their posted business hours.  They keep banker hours.  I was threatened by another tenant in the elevator.   Management did nothing.  I have a neighbor who was sexually assaulted by another tenant.  After hours, there are constantly transients getting into the building.   There is a kid that a tenant brings in.  That kid has stolen",2025 Jan 02 12:00:00 AM,,,Completed,2519 1ST AVE,98121.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000136-25CP,47.6149239,-122.34958181,"(47.6149239, -122.34958181)",1,2025,1,,,,True,True,,7.0,True,False,False,False,2025-01-02,2519 1ST AVE,True,1,2021-09-13,2021-09-13,2519 1st Ave,2,1989-06-20,1989-06-20,EQP-CY-00916 | EQP-CY-00915,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 4448 | 1-P - Cabled Elevator, City # 4447",Active,,True,0,,,,,,,,False,True
000327-25CP,Complaint,Request,LandLord/Tenant,I have questions aboutEDRA due to elevator being broken for 2 years.  I amdisabled and want to move.,2025 Jan 07 12:00:00 AM,,,Completed,320 W REPUBLICAN ST,98119.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=000327-25CP,47.62350856,-122.36171553,"(47.62350856, -122.36171553)",1,2025,1,,,,True,True,,7.0,True,False,False,False,2025-01-07,320 W REPUBLICAN ST,True,0,,,,0,,,,,,,,False,1,1990-03-05,1990-03-05,EQP-CY-03055,Conveyance Equipment Certification,"P - Hydraulic Elevator, City # 2427",Operating Without Certificate,,True,False
001475-25CP,Complaint,Request,LandLord/Tenant,"Dispute with landlord over moving out during lack of elevator operation, landlord charging her rent when she doesn't live there",2025 Feb 06 12:00:00 AM,,,Completed,843 HIAWATHA PL S,98144.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001475-25CP,47.59491141,-122.30972499,"(47.59491141, -122.30972499)",2,2025,1,,,,True,True,,3.0,True,False,False,False,2025-02-06,843 HIAWATHA PL S,True,8,2025-03-05,2026-01-14,843 Hiawatha Pl S,1,2008-03-18,2008-03-18,EQP-CY-06808,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 9350",Active,,True,0,,,,,,,,False,True
006504-25CP,Complaint,Request,LandLord/Tenant,"I am filing a formal complaint regarding an improper tenant charge placed on my account at Theory U District Apartments (Unit 402). The charge is $976.59, representing half of a $1,953.18 elevator repair bill that the leasing office claims was caused by guests at a gathering I hosted on March 28, 2025.The charge is based entirely on speculation. Management claims the elevator entered ""earthquake mode"" due to jumping or overcrowding. However, the Otis invoice they rely on does not identify a",2025 Jun 03 12:00:00 AM,,,Completed,4759 15TH AVE NE,98105.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006504-25CP,47.66450084,-122.3122574,"(47.66450084, -122.3122574)",6,2025,2,,,,True,True,,4.0,True,False,False,False,2025-06-03,4759 15TH AVE NE,True,2,2023-11-15,2024-02-25,4759 15th Ave Ne,0,,,,,,,,False,0,,,,,,,,False,True
007071-25CP,Complaint,Request,LandLord/Tenant,Management informed thetenants the elevators are going to be down for 6-8 weeks for repairs.I and a lot of the tenantsare disabled and unableto take the stairs.Management has not offered any reasonableaccommodations.  Whatrights do the tenants have?,2025 Jun 12 12:00:00 AM,,,Completed,7524 35TH AVE SW,98126.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007071-25CP,47.53456663,-122.37633952,"(47.53456663, -122.37633952)",6,2025,2,,,,True,True,,1.0,True,False,False,False,2025-06-12,7524 35TH AVE SW,True,2,2021-03-01,2021-03-10,7524 35th Ave Sw,1,1989-09-04,1989-09-04,EQP-CY-01479,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 5612",Active,,True,0,,,,,,,,False,True
007437-25CP,Complaint,Request,LandLord/Tenant,"Elevator not in operation, tenant wants to know her rights about this issue, didn't want inspection",2025 Jun 20 12:00:00 AM,,,Completed,123 18TH AVE E,98112.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007437-25CP,47.61921428,-122.30916399,"(47.61921428, -122.30916399)",6,2025,2,,,,True,True,,3.0,True,False,False,False,2025-06-20,123 18TH AVE E,True,0,,,,0,,,,,,,,False,1,2016-11-17,2016-11-17,EQP-CY-08589,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 11950",Operating Without Certificate,RUTH COURT APARTMENTS - CONV,True,False
008441-25CP,Complaint,Request,LandLord/Tenant,Elevator is consistently down ongoing issue. Been happening since 4/2025. Mgmt. is aware. Would like to know rights as well.Reference 008440-25,2025 Jul 03 12:00:00 AM,,,Under Investigation,3610 33RD AVE S,98144.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008441-25CP,47.57113199,-122.29049933,"(47.57113199, -122.29049933)",7,2025,3,,,,True,True,,2.0,True,False,False,False,2025-07-03,3610 33RD AVE S,True,3,2024-01-25,2025-05-09,3610 33rd Ave S,0,,,,,,,,False,1,2014-07-15,2014-07-15,EQP-CY-07993,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 11348",Operating Without Certificate,,True,True
009073-25CP,Complaint,Request,LandLord/Tenant,"Elevator is down, been broke for 3months. Mgmt. has not fixed. Elderly people live in bldg. Tenant wants to know if he can be compensated or some type of legal resources to fix the elevator. Or something other than saying there's nothing they can do. What are rights?Reference 009072-25",2025 Jul 18 12:00:00 AM,,,Under Investigation,221 13TH AVE E,98102.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=009073-25CP,47.6204525,-122.31586439,"(47.6204525, -122.31586439)",7,2025,3,,,,True,True,,3.0,True,False,False,False,2025-07-18,221 13TH AVE E,True,0,,,,1,1990-03-02,1990-03-02,EQP-CY-02943,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 2689",Active,,True,0,,,,,,,,False,False
010694-25CP,Complaint,Request,LandLord/Tenant,"Elevator down for months, requesting POTA guidance.",2025 Aug 15 12:00:00 AM,,,Completed,1321 E JOHN ST,98112.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010694-25CP,47.619758,-122.314684,"(47.619758, -122.314684)",8,2025,3,,,,True,True,,3.0,True,False,False,False,2025-08-15,1321 E JOHN ST,True,3,2021-07-01,2025-09-27,1321 E John St,0,,,,,,,,False,1,2014-07-15,2014-07-15,EQP-CY-07999,Conveyance Equipment Certification,"1 - Cabled Elevator, City # 11299",Operating Without Certificate,,True,True
012933-25CP,Complaint,Request,LandLord/Tenant,"Our landlord continually turns the elevator in our building on and off.   When tenants move in and out, they ask for the move in or move out day so that they can turn off the elevator from all other residents being to use it.  See the attached picture for their logic.  However, the issue is that the landlord uses the elevator for freight purposes when they move large appliances throughout the building, most recently on August 20th and 22nd when they replaced some fridges on the 3rd floor.  In 2",2025 Oct 10 12:00:00 AM,,,Under Investigation,2815 BOYLSTON AVE E,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=012933-25CP,47.64626461,-122.32368694,"(47.64626461, -122.32368694)",10,2025,4,,,,True,True,,3.0,True,False,False,False,2025-10-10,2815 BOYLSTON AVE E,True,1,2023-10-27,2023-10-27,2815 Boylston Ave E,0,,,,,,,,False,1,1989-03-17,1989-03-17,EQP-CY-00534,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 896",Operating Without Certificate,,True,True
013826-25CP,Complaint,Request,LandLord/Tenant,"I am a tenant at Mason & Main Apartments, managed by Greystar. Over the past month, our building has experienced five un expected  separate power outages, for hours long including outages on September 5, 10, and 15, each lasting several hours. During these outages, the elevator was not accessible, our appliances shut down causing food spoilage, and the security systems were compromised. During this same period, there was a break-in to a neighboring unit where someone used a wrench to gain entry",2025 Oct 30 12:00:00 AM,,,Under Investigation,209 12TH AVE S,98104.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=013826-25CP,47.6006899,-122.31756917,"(47.6006899, -122.31756917)",10,2025,4,,,,True,True,,2.0,True,False,False,False,2025-10-30,209 12TH AVE S,True,21,2022-08-01,2026-01-01,209 12th Ave S,4,2022-06-22,2022-06-22,EQP-CY-10472 | EQP-CY-10471 | EQP-CY-10470 | EQP-CY-10469,Conveyance Equipment Certification,"2B - Cabled Elevator, City # 13916 | 2A - Cabled Elevator, City # 13915 | 1B - Cabled Elevator, City # 13914 | 1A - Cabled Elevator, City # 13913",Active,CONV,True,0,,,,,,,,False,True
014958-25CP,Complaint,Request,LandLord/Tenant,"Elevator has been down for quite some time. No update or initiative to fix. Tenant has health issues and cannot use stairs per doctors request, needs a working elevator. Would like to know rights as a tenant",2025 Nov 24 12:00:00 AM,,,Under Investigation,420 BLANCHARD ST,98121.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=014958-25CP,47.61513867,-122.34224721,"(47.61513867, -122.34224721)",11,2025,4,,,,True,True,,7.0,True,False,False,False,2025-11-24,420 BLANCHARD ST,True,1,2020-11-01,2020-11-01,420 Blanchard St,0,,,,,,,,False,1,1989-02-24,1989-02-24,EQP-CY-00372,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 780",Operating Without Certificate,,True,True
015205-25CP,Complaint,Request,LandLord/Tenant,"CALLER IS 63 AND DISABLED, ELEVATOR HAS BEEN OUT FOR 5 DAYS. LAST TIME WAS OUT FOR 6 MONTHS. OUT FOR 3 WEEKS. PLEASE PROVIDE TENANT RIGHTS INFO",2025 Dec 03 12:00:00 AM,,,Completed,1823 E MADISON ST,98122.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=015205-25CP,47.61616765,-122.30812882,"(47.61616765, -122.30812882)",12,2025,4,,,,True,True,,3.0,True,False,False,False,2025-12-03,1823 E MADISON ST,True,4,2020-02-03,2025-12-18,1823 E Madison St,0,,,,,,,,False,0,,,,,,,,False,True
016141-25CP,Complaint,Request,LandLord/Tenant,"Elevator not working, has a wheelchair and is stuck in apartment. No access to laundry room, garbage door is locked. Please discuss tenant rights",2025 Dec 29 12:00:00 AM,,,Under Investigation,3642 33RD AVE S,98144.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=016141-25CP,47.57061535,-122.2907462,"(47.57061535, -122.2907462)",12,2025,4,,,,True,True,,2.0,True,False,False,False,2025-12-29,3642 33RD AVE S,True,33,2021-06-22,2025-11-17,3642 33rd Ave S,0,,,,,,,,False,0,,,,,,,,False,True
001733-15CP,Complaint,Request,,"Substandard living conditions in the common areas. Tenant stated there is junk storage, debris, human feces in the hall and on occassion human feces in the elevators. The property management isnt doing anything about it.",2015 Feb 18 12:00:00 AM,2015 Feb 25 12:00:00 AM,Completed,Completed,3642 33RD AVE S,98144.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001733-15CP,47.57061535,-122.29074621,"(47.57061535, -122.29074621)",2,2015,1,2.0,2015.0,1.0,False,False,7.0,2.0,True,False,False,True,2015-02-18,3642 33RD AVE S,True,33,2021-06-22,2025-11-17,3642 33rd Ave S,0,,,,,,,,False,0,,,,,,,,False,True
002285-15CP,Complaint,Request,,per online complaint: Main elevator by only accessible entry door broken for (6) days causing elderly & disabled residents to walk unreasonable distances in unknown areas to enter & leave their apartments. This is causing physical & mental distress both. No explanation from management.,2015 Mar 26 12:00:00 AM,2015 Mar 27 12:00:00 AM,Completed,Completed,13000 LINDEN AVE N,98133.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002285-15CP,47.72357266,-122.34767003,"(47.72357266, -122.34767003)",3,2015,1,3.0,2015.0,1.0,False,False,1.0,5.0,True,False,False,True,2015-03-26,13000 LINDEN AVE N,True,5,2023-10-07,2026-01-16,13000 Linden Ave N,3,2007-04-02,2007-04-02,EQP-CY-06658 | EQP-CY-06657 | EQP-CY-06656,Conveyance Equipment Certification,"3-NE - Hydraulic Elevator, City # 8834 | 2-N - Hydraulic Elevator, City # 8833 | 1-S - Hydraulic Elevator, City # 8832",Active,NEW HAVEN SENIOR APARTMENTS - CONV,True,0,,,,,,,,False,True
002557-15CP,Complaint,Request,,The main elevator does not work (for 6 months) the freight elevator breaks everyday.,2015 Apr 10 12:00:00 AM,2015 Apr 15 12:00:00 AM,Completed,Completed,418 E LORETTA PL,98102.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002557-15CP,47.61944209,-122.32590272,"(47.61944209, -122.32590272)",4,2015,2,4.0,2015.0,2.0,False,False,5.0,3.0,True,False,False,True,2015-04-10,418 E LORETTA PL,True,5,2020-08-08,2024-08-02,418 E Loretta Pl,0,,,,,,,,False,2,1990-04-05,1990-04-05,EQP-CY-03298 | EQP-CY-03297,Conveyance Equipment Certification,"2 - Cabled Elevator, City # 1228 | 1 - Cabled Elevator, City # 1227",Operating Without Certificate,1228#2-P | 1227 #1-F,True,True
003644-15CP,Complaint,Request,,"Per online complaint: ""The property manager has been unwilling to fix the elevator in the building. It is an ADA violation and is not accessible as the building is required to follow. We signed a lease under the assumption that an elevator would be working and it has not been. Property Manager refuses to comply.""",2015 Jun 03 12:00:00 AM,2015 Jun 08 12:00:00 AM,Completed,Completed,151 JOHN ST,98109.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003644-15CP,47.61958854,-122.35379028,"(47.61958854, -122.35379028)",6,2015,2,6.0,2015.0,2.0,False,False,5.0,7.0,True,False,False,True,2015-06-03,151 JOHN ST,True,6,2020-08-25,2025-03-07,151 John St,1,2012-09-24,2012-09-24,EQP-CY-07631,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 10309",Active,,True,0,,,,,,,,False,True
003895-15CP,Complaint,Request,,The only elevator in the building hasn't been working since May 28th. Mgmt said it would be fixed by the 30th and it wasn't. I have a broken foot and need the elevator working.,2015 Jun 15 12:00:00 AM,2015 Jun 17 12:00:00 AM,Completed,Completed,301 N 104TH ST,98133.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003895-15CP,47.70418395,-122.35508547,"(47.70418395, -122.35508547)",6,2015,2,6.0,2015.0,2.0,False,False,2.0,5.0,True,False,False,True,2015-06-15,301 N 104TH ST,True,1,2022-11-09,2022-11-09,301 N 104th St,0,,,,,,,,False,1,2011-10-18,2011-10-18,EQP-CY-07538,Conveyance Equipment Certification,"1 - Cabled Elevator, City # 10193",Operating Without Certificate,,True,True
004662-15CP,Complaint,Request,,Elevator broken since April in 5 story 53 unit building.Note: Elevator aparrently needs to be replaced and owner doesn't want to do it.,2015 Jul 15 12:00:00 AM,2015 Aug 07 12:00:00 AM,Completed,Completed,1619 E JOHN ST,98112.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004662-15CP,47.61951439,-122.31067139,"(47.61951439, -122.31067139)",7,2015,3,8.0,2015.0,3.0,False,False,23.0,3.0,True,False,False,True,2015-07-15,1619 E JOHN ST,True,5,2019-12-14,2025-01-22,1619 E John St,1,2019-12-06,2019-12-06,EQP-CY-10002,Conveyance Equipment Certification,"P1 - Roped Hydraulic Elevator, City # 12903",Active,CONVEYANCE: WHITWORTH APARTMENTS#P1 ; #12903,True,0,,,,,,,,False,True
005359-15CP,Complaint,Request,,"The only elevator in the building hasn't been working properly. It's been down 3-4 days a week for the past month. NOTE: Complainant is not a tenant, her brother lives in the building. She can arrange to have brother let inspector into building.",2015 Aug 11 12:00:00 AM,2015 Aug 19 12:00:00 AM,Completed,Completed,411 10TH AVE,98122.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005359-15CP,47.60555723,-122.31980561,"(47.60555723, -122.31980561)",8,2015,3,8.0,2015.0,3.0,False,False,8.0,2.0,True,False,False,True,2015-08-11,411 10TH AVE,True,4,2021-12-28,2024-10-13,411 10th Ave,1,1997-01-28,1997-01-28,EQP-CY-04970,Conveyance Equipment Certification,"Hydraulic Elevator, City # 6662",Active,,True,0,,,,,,,,False,True
005390-15CP,Complaint,Request,,"Per online complaint: Elevator continues to be dysfunctional on a daily basis. This is an ADA building. The elevator should always be functional. The apartment manager, Vanessa, continues to put up signs claiming it will be fixed on this or that day but it is never fixed.",2015 Aug 12 12:00:00 AM,2015 Aug 19 12:00:00 AM,Completed,Completed,8606 35TH AVE NE,98115.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005390-15CP,47.69129988,-122.29039286,"(47.69129988, -122.29039286)",8,2015,3,8.0,2015.0,3.0,False,False,7.0,4.0,True,False,False,True,2015-08-12,8606 35TH AVE NE,True,2,2023-10-29,2024-01-08,8606 35th Ave Ne,1,2012-06-18,2012-06-18,EQP-CY-07601,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 10275",Active,,True,0,,,,,,,,False,True
005828-15CP,Complaint,Request,,Elevator in bldg has been out for 2months. 7story buildingCall wife at 530-961-2432 if you can't reach Sam.,2015 Sep 02 12:00:00 AM,2015 Sep 18 12:00:00 AM,Completed,Completed,1808 BELLEVUE AVE,98122.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005828-15CP,47.61811757,-122.32644282,"(47.61811757, -122.32644282)",9,2015,3,9.0,2015.0,3.0,False,False,16.0,3.0,True,False,False,True,2015-09-02,1808 BELLEVUE AVE,True,0,,,,1,1993-02-23,1993-02-23,EQP-CY-04506,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 5980",Active,,True,0,,,,,,,,False,False
005854-15CP,Complaint,Request,,"Online: ""The building elevator is CURRENTLY broken and has been many times this year. My 88 year old crippled stepmother was forced to crawl down the stairs a few weeks ago to get to her doctor even though the consulting nurse said this would be extremely dangerous for her. This is my SECOND complaint.""",2015 Sep 03 12:00:00 AM,2015 Oct 02 12:00:00 AM,Completed,Completed,411 10TH AVE,98122.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005854-15CP,47.60555723,-122.31980561,"(47.60555723, -122.31980561)",9,2015,3,10.0,2015.0,4.0,False,False,29.0,2.0,True,False,False,True,2015-09-03,411 10TH AVE,True,4,2021-12-28,2024-10-13,411 10th Ave,1,1997-01-28,1997-01-28,EQP-CY-04970,Conveyance Equipment Certification,"Hydraulic Elevator, City # 6662",Active,,True,0,,,,,,,,False,True
006113-15CP,Complaint,Request,,per online complaint: The elevator is broken and has not worked since 8-23-2015. They said it was going to be out for 2 weeks. And it's been over that now. There are people with health problems in the building.,2015 Sep 16 12:00:00 AM,2015 Sep 21 12:00:00 AM,Completed,Completed,1727 SUMMIT AVE,98122.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006113-15CP,47.6173362,-122.32602319,"(47.6173362, -122.32602319)",9,2015,3,9.0,2015.0,3.0,False,False,5.0,3.0,True,False,False,True,2015-09-16,1727 SUMMIT AVE,True,0,,,,1,1990-07-17,1990-07-17,EQP-CY-03734,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2465",Active,,True,0,,,,,,,,False,False
006123-15CP,Complaint,Request,,Elevator gets stuck at least 3 times a week.,2015 Sep 17 12:00:00 AM,,,Completed,1760 NW 56TH ST,98107.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006123-15CP,47.66976863,-122.38154619,"(47.66976863, -122.38154619)",9,2015,3,,,,True,True,,6.0,True,False,False,True,2015-09-17,1760 NW 56TH ST,True,2,2022-03-26,2024-08-12,1760 Nw 56th St,2,2016-01-15,2016-01-15,EQP-CY-08353 | EQP-CY-08352,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 11639 | 1-P - Cabled Elevator, City # 11638",Active,VIK CONDOMINIUMS - CONV,True,0,,,,,,,,False,True
006453-15CP,Complaint,Request,,Per CSB:  Elevator repeatedly fails to work consistently.  Was not working on 10/2.,2015 Oct 05 12:00:00 AM,2015 Oct 13 12:00:00 AM,Completed,Completed,533 HARVARD AVE E,98102.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006453-15CP,47.62408483,-122.32232757,"(47.62408483, -122.32232757)",10,2015,4,10.0,2015.0,4.0,False,False,8.0,3.0,True,False,False,True,2015-10-05,533 HARVARD AVE E,True,0,,,,1,1989-10-27,1989-10-27,EQP-CY-01883,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2818",Active,THE CAMELOT - CONV,True,0,,,,,,,,False,False
006521-15CP,Complaint,Request,,"per online: Worried about possible code violations. Main elevator has been broken for a year with brief periods of repair. Told to use the service elevator, which has specific signage saying it's not for passenger use. It frequently stops partway between floors, leaving gaps where we could fall down the shaft.",2015 Oct 06 12:00:00 AM,2015 Oct 07 12:00:00 AM,Completed,Completed,418 E LORETTA PL,98102.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006521-15CP,47.61944209,-122.32590272,"(47.61944209, -122.32590272)",10,2015,4,10.0,2015.0,4.0,False,False,1.0,3.0,True,False,False,True,2015-10-06,418 E LORETTA PL,True,5,2020-08-08,2024-08-02,418 E Loretta Pl,0,,,,,,,,False,2,1990-04-05,1990-04-05,EQP-CY-03298 | EQP-CY-03297,Conveyance Equipment Certification,"2 - Cabled Elevator, City # 1228 | 1 - Cabled Elevator, City # 1227",Operating Without Certificate,1228#2-P | 1227 #1-F,True,True
006666-15CP,Complaint,Request,,"per online: Main elevator is not working properly. Has not fallen, but jerks very badly, which could cause elderly resident to fall & hurt themselves badly. Making grinding noises along with jerking.",2015 Oct 15 12:00:00 AM,2015 Oct 20 12:00:00 AM,Completed,Completed,13000 LINDEN AVE N,98133.0,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006666-15CP,47.72357266,-122.34767003,"(47.72357266, -122.34767003)",10,2015,4,10.0,2015.0,4.0,False,False,5.0,5.0,True,False,False,True,2015-10-15,13000 LINDEN AVE N,True,5,2023-10-07,2026-01-16,13000 Linden Ave N,3,2007-04-02,2007-04-02,EQP-CY-06658 | EQP-CY-06657 | EQP-CY-06656,Conveyance Equipment Certification,"3-NE - Hydraulic Elevator, City # 8834 | 2-N - Hydraulic Elevator, City # 8833 | 1-S - Hydraulic Elevator, City # 8832",Active,NEW HAVEN SENIOR APARTMENTS - CONV,True,0,,,,,,,,False,True
