RecordNum,RecordType,RecordTypeMapped,RecordTypeDesc,Description,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalZip,Link,Latitude,Longitude,Location1,OpenMonth,OpenYear,OpenQuarter,LastInspMonth,LastInspYear,LastInspQuarter,NoInspDate T/F,NoInspResult T/F,OpenToLastInspDays,District,CP,VI,CT,RecordTypeDescBlank,No_Heat,No_Hot_Water,Gas_Shutoff,HAB,EVIC,DISP,RENT,PERMIT,LEGAL,Plumbing,Mold,Pests,Appliances,Electrical,Fire_Safety,Structural,Trash_Site,Tenant_Rights,Security_Retaliation
004543-15CP,Complaint,Request,Land Use,,2015 Jul 09 12:00:00 AM,2015 Sep 18 12:00:00 AM,Completed,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004543-15CP,,,,7,2015,3,9,2015,3,False,False,71,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
004679-15CP,Complaint,Request,Land Use,,2015 Jul 16 12:00:00 AM,2015 Sep 18 12:00:00 AM,Completed,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004679-15CP,,,,7,2015,3,9,2015,3,False,False,64,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
004956-15CP,Complaint,Request,Land Use,,2015 Jul 30 12:00:00 AM,,,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004956-15CP,,,,7,2015,3,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
005172-15CP,Complaint,Request,Land Use,,2015 Aug 04 12:00:00 AM,2015 Sep 18 12:00:00 AM,Completed,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005172-15CP,,,,8,2015,3,9,2015,3,False,False,45,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
005210-15CP,Complaint,Request,Land Use,Thinks there is an unauthorized float at #8.,2015 Aug 05 12:00:00 AM,2015 Jun 03 12:00:00 AM,Completed,Completed,2822 BOYER AVE E,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005210-15CP,47.64636829,-122.3157329,"(47.64636829, -122.3157329)",8,2015,3,6,2015,2,False,False,-63,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
005246-15CP,Complaint,Request,Land Use,Slip C - says repair/construction is going on without permit/exemption.,2015 Aug 07 12:00:00 AM,2015 Jul 27 12:00:00 AM,Completed,Completed,2019 FAIRVIEW AVE E,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005246-15CP,47.63725687,-122.33070879,"(47.63725687, -122.33070879)",8,2015,3,7,2015,3,False,False,-11,,True,False,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
005255-15CP,Complaint,Request,Land Use,Says there is an unauthorized float at slip G.,2015 Aug 07 12:00:00 AM,,,Completed,2019 FAIRVIEW AVE E,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005255-15CP,47.63725687,-122.33070879,"(47.63725687, -122.33070879)",8,2015,3,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
005256-15CP,Complaint,Request,Land Use,Says there is an unauthorized float at slip R.,2015 Aug 07 12:00:00 AM,,,Completed,2019 FAIRVIEW AVE E,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005256-15CP,47.63725687,-122.33070879,"(47.63725687, -122.33070879)",8,2015,3,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
005649-15CP,Complaint,Request,Land Use,"Construction occuring at floating home in Slip G, thinks float is unpermitted as well as construction.",2015 Aug 24 12:00:00 AM,2015 Jun 03 12:00:00 AM,Completed,Completed,2017 FAIRVIEW AVE E,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005649-15CP,47.63727005,-122.33007462,"(47.63727005, -122.33007462)",8,2015,3,6,2015,2,False,False,-82,,True,False,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
005874-15CP,Complaint,Request,Land Use,Slip L - Complainant believes there is an illegal float.,2015 Sep 03 12:00:00 AM,2015 Jun 03 12:00:00 AM,Completed,Completed,2031 FAIRVIEW AVE E,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005874-15CP,47.63776911,-122.33007373,"(47.63776911, -122.33007373)",9,2015,3,6,2015,2,False,False,-92,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
005879-15CP,Complaint,Request,Land Use,Slip #14 - Complainant believes there is an illegal float.,2015 Sep 03 12:00:00 AM,2016 Jun 03 12:00:00 AM,Completed,Closed,2235 FAIRVIEW AVE E,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005879-15CP,47.63928258,-122.33006438,"(47.63928258, -122.33006438)",9,2015,3,6,2016,2,False,False,274,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
005882-15CP,Complaint,Request,Land Use,Slip #4 - Complainant believes there is an illegal float.,2015 Sep 03 12:00:00 AM,2015 Sep 02 12:00:00 AM,Completed,Completed,2470 WESTLAKE AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005882-15CP,47.64156034,-122.34204954,"(47.64156034, -122.34204954)",9,2015,3,9,2015,3,False,False,-1,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
005883-15CP,Complaint,Request,Land Use,Slip #12 - Complainant believes there is an illegal float.,2015 Sep 03 12:00:00 AM,2015 Jun 09 12:00:00 AM,Completed,Completed,2470 WESTLAKE AVE N,98109,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005883-15CP,47.64156034,-122.34204954,"(47.64156034, -122.34204954)",9,2015,3,6,2015,2,False,False,-86,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
005884-15CP,Complaint,Request,Land Use,Slip #6 - Complainant believes there is an illegal float.,2015 Sep 03 12:00:00 AM,2015 Jun 03 12:00:00 AM,Completed,Completed,2600 FAIRVIEW AVE E,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005884-15CP,47.64378264,-122.32797253,"(47.64378264, -122.32797253)",9,2015,3,6,2015,2,False,False,-92,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
006147-15CP,Complaint,Request,Land Use,,2015 Sep 18 12:00:00 AM,,,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006147-15CP,,,,9,2015,3,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
006171-15CP,Complaint,Request,Land Use,,2015 Sep 21 12:00:00 AM,,,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006171-15CP,,,,9,2015,3,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
006233-15CP,Complaint,Request,Land Use,,2015 Sep 22 12:00:00 AM,,,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006233-15CP,,,,9,2015,3,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
006285-15CP,Complaint,Request,Land Use,,2015 Sep 24 12:00:00 AM,,,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006285-15CP,,,,9,2015,3,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
006294-15CP,Complaint,Request,Land Use,,2015 Sep 24 12:00:00 AM,,,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006294-15CP,,,,9,2015,3,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
006407-15CP,Complaint,Request,Land Use,,2015 Oct 01 12:00:00 AM,2015 Sep 30 12:00:00 AM,Completed,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006407-15CP,,,,10,2015,4,9,2015,3,False,False,-1,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
006418-15CP,Complaint,Request,Land Use,,2015 Oct 01 12:00:00 AM,2015 Oct 02 12:00:00 AM,Completed,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006418-15CP,,,,10,2015,4,10,2015,4,False,False,1,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
006454-15CP,Complaint,Request,Land Use,Land use violation Marijuana use not established by permit.,2015 Oct 05 12:00:00 AM,2015 Oct 08 12:00:00 AM,Completed,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006454-15CP,,,,10,2015,4,10,2015,4,False,False,3,,True,False,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
007546-15CP,Complaint,Request,Land Use,,2015 Dec 08 12:00:00 AM,,,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007546-15CP,,,,12,2015,4,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
007649-15CP,Complaint,Request,Land Use,,2015 Dec 15 12:00:00 AM,,,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007649-15CP,,,,12,2015,4,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
1033708-VI,Notice of Violation,Case,Land Use,,2015 Jan 08 12:00:00 AM,2015 Jun 02 12:00:00 AM,Compliance Achieved,Completed,170 S ORCHARD ST,98108,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1033708-VI,47.53915098,-122.33187289,"(47.53915098, -122.33187289)",1,2015,1,6,2015,2,False,False,145,,False,True,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
1034827-VI,Notice of Violation,Case,Land Use,,2015 Jun 11 12:00:00 AM,2015 Jul 27 12:00:00 AM,Compliance Achieved,Completed,2025 FAIRVIEW AVE E,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1034827-VI,47.63725687,-122.33070879,"(47.63725687, -122.33070879)",6,2015,2,7,2015,3,False,False,46,,False,True,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
1035255-VI,Notice of Violation,Case,Land Use,zoning,2015 Jul 31 12:00:00 AM,,,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1035255-VI,,,,7,2015,3,,,,True,True,,,False,True,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false
1035308-VI,Notice of Violation,Case,Land Use,Slip C - says repair/construction is going on without permit/exemption.,2015 Aug 07 12:00:00 AM,,,Completed,2019 FAIRVIEW AVE E,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1035308-VI,47.63725687,-122.33070879,"(47.63725687, -122.33070879)",8,2015,3,,,,True,True,,,False,True,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
1035455-VI,Notice of Violation,Case,Land Use,"Construction occuring at floating home in Slip G, thinks float is unpermitted as well as construction.",2015 Aug 24 12:00:00 AM,2015 Sep 15 12:00:00 AM,Compliance Achieved,Completed,2017 FAIRVIEW AVE E,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1035455-VI,47.63727005,-122.33007462,"(47.63727005, -122.33007462)",8,2015,3,9,2015,3,False,False,22,,False,True,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
1035845-VI,Notice of Violation,Case,Land Use,Land use violation Marijuana use not established by permit.,2015 Oct 10 12:00:00 AM,,,Initiated,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1035845-VI,,,,10,2015,4,,,,True,True,,,False,True,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
1036030-VI,Notice of Violation,Case,Land Use,Slip #6 - Complainant believes there is an illegal float.,2015 Nov 04 12:00:00 AM,,,Completed,2600 FAIRVIEW AVE E,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1036030-VI,47.64378264,-122.32797253,"(47.64378264, -122.32797253)",11,2015,4,,,,True,True,,,False,True,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
1036180-VI,Notice of Violation,Case,Land Use,Slip L - Complainant believes there is an illegal float.,2015 Nov 19 12:00:00 AM,2019 Jan 18 12:00:00 AM,Admin Closure,Completed,2031 FAIRVIEW AVE E,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1036180-VI,47.63776911,-122.33007373,"(47.63776911, -122.33007373)",11,2015,4,1,2019,1,False,False,1156,,False,True,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
001058-16CP,Complaint,Request,Land Use,,2016 Jan 06 12:00:00 AM,,,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001058-16CP,,,,1,2016,1,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
001419-16CP,Complaint,Request,Land Use,Junk storage - items that cannot be removed by SPU are accumulating at the south end of the building (on 18th),2016 Jan 28 12:00:00 AM,,,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001419-16CP,,,,1,2016,1,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false
002050-16CP,Complaint,Request,Land Use,Caller stated that unpermitted work was being done at houseboat at the end of 6th Ave W and W Ewing St and paint was entering the water,2016 Mar 03 12:00:00 AM,2016 Mar 02 12:00:00 AM,Completed,Completed,624 W EWING ST,98119,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002050-16CP,47.65300961,-122.36503204,"(47.65300961, -122.36503204)",3,2016,1,3,2016,1,False,False,-1,,True,False,False,False,false,false,false,true,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false
003367-16CP,Complaint,Request,Land Use,,2016 May 06 12:00:00 AM,,,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003367-16CP,,,,5,2016,2,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
003445-16CP,Complaint,Request,Land Use,,2016 May 11 12:00:00 AM,2016 Mar 31 12:00:00 AM,Completed,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003445-16CP,,,,5,2016,2,3,2016,1,False,False,-41,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
003576-16CP,Complaint,Request,Land Use,,2016 May 17 12:00:00 AM,,,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003576-16CP,,,,5,2016,2,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
004206-16CP,Complaint,Request,Land Use,,2016 Jun 13 12:00:00 AM,,,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004206-16CP,,,,6,2016,2,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
004708-16CP,Complaint,Request,Land Use,"Thunderbird Marina - operating a paddleboard rental business for about a month. Using dock at adjacent public park to launch out. Signs are posted around site, storing equipment in marina garage. Complainant wants an inspector to investigate any zoning/shoreline violations.",2016 Jul 05 12:00:00 AM,,,Completed,2925 FAIRVIEW AVE E,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004708-16CP,47.64868312,-122.3256587,"(47.64868312, -122.3256587)",7,2016,3,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,true,false,false
005429-16CP,Complaint,Request,Land Use,,2016 Aug 03 12:00:00 AM,,,Closed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005429-16CP,,,,8,2016,3,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
005642-16CP,Complaint,Request,Land Use,,2016 Aug 11 12:00:00 AM,,,Closed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005642-16CP,,,,8,2016,3,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
007879-16CP,Complaint,Request,Land Use,,2016 Dec 08 12:00:00 AM,,,Closed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007879-16CP,,,,12,2016,4,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
008098-16CP,Complaint,Request,Land Use,,2016 Dec 21 12:00:00 AM,,,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008098-16CP,,,,12,2016,4,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
1038149-CT,Citation,Case,Land Use,Case created in error,2016 Aug 15 12:00:00 AM,,,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1038149-CT,,,,8,2016,3,,,,True,True,,,False,False,True,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
1038667-CT,Citation,Case,Land Use,Case created in error,2016 Oct 18 12:00:00 AM,,,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1038667-CT,,,,10,2016,4,,,,True,True,,,False,False,True,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
001100-17CP,Complaint,Request,Land Use,,2017 Jan 09 12:00:00 AM,,,Closed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001100-17CP,,,,1,2017,1,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
001466-17CP,Complaint,Request,Land Use,,2017 Jan 30 12:00:00 AM,,,Closed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001466-17CP,,,,1,2017,1,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
002939-17CP,Complaint,Request,Land Use,"online:They have cars that don't run, tires, trash, stoves, fridge, illegal built shed in the back yard, front yard has junk everywhere and the sides of the house as well. They basically have trash everywhere around.",2017 Apr 26 12:00:00 AM,,,Closed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002939-17CP,,,,4,2017,2,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false
002973-17CP,Complaint,Request,Land Use,,2017 Apr 27 12:00:00 AM,,,Closed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002973-17CP,,,,4,2017,2,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
003602-17CP,Complaint,Request,Land Use,,2017 May 26 12:00:00 AM,,,Closed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003602-17CP,,,,5,2017,2,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
003673-17CP,Complaint,Request,Land Use,,2017 May 30 12:00:00 AM,,,Closed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003673-17CP,,,,5,2017,2,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
004094-17CP,Complaint,Request,Land Use,06/13/2017 Junk Storage on property.,2017 Jun 14 12:00:00 AM,2017 Jun 14 12:00:00 AM,Completed,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004094-17CP,,,,6,2017,2,6,2017,2,False,False,0,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false
004495-17CP,Complaint,Request,Land Use,,2017 Jun 29 12:00:00 AM,,,Closed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004495-17CP,,,,6,2017,2,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
007790-17CP,Complaint,Request,Land Use,,2017 Oct 31 12:00:00 AM,,,Closed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007790-17CP,,,,10,2017,4,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
008016-17CP,Complaint,Request,Land Use,,2017 Nov 15 12:00:00 AM,,,Closed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=008016-17CP,,,,11,2017,4,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
1040405-VI,Notice of Violation,Case,Land Use,06/13/2017 Junk Storage on property.,2017 Jun 14 12:00:00 AM,,,Initiated,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1040405-VI,,,,6,2017,2,,,,True,True,,,False,True,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false
003818-18CP,Complaint,Request,Land Use,The property is covered with unpermitted signage.  Furthermore the signage is located on a fence that is on the public right of way.  There are also illegal no parking signs.,2018 Apr 29 12:00:00 AM,,,Closed,2901 Beacon AVE S,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003818-18CP,,,,4,2018,2,,,,True,True,,,True,False,False,False,false,false,false,false,false,true,false,true,false,false,false,false,false,true,false,false,false,false,false
003947-18CP,Complaint,Request,Land Use,"House is getting worse.  Tree trunks delivered and are spilling onto the parking strip and into the street.  ^ cars on property, 2 on street and 4 in driveway. They block sidewalk also",2018 May 01 12:00:00 AM,2018 Jul 24 12:00:00 AM,Completed,Completed,1726 S Shelton ST,98108,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003947-18CP,,,,5,2018,2,7,2018,3,False,False,84,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false
004206-18CP,Complaint,Request,Land Use,"per CSB complaint: SDCI - enforce lighting code violation. ""New modern house on the left side has unshielded light even though to passcode took just to be built this year it had to be shielded.""",2018 May 11 12:00:00 AM,,,Closed,7729 16th,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004206-18CP,,,,5,2018,2,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
005414-18CP,Complaint,Request,Land Use,ZONING - ANONYMOUSBallard Psychic. Business operating here has people living in the space.,2018 Jun 12 12:00:00 AM,,,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005414-18CP,,,,6,2018,2,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false
006520-18CP,Complaint,Request,Land Use,PER ONLINE: AirBNB being operated at the floating home in this location.  AirBNB ad:  https://www.airbnb.com/rooms/15134069?location=Seattle%2C%20WA%2C%20United%20States&s=MPlqg-O3,2018 Jul 15 12:00:00 AM,2018 Jul 31 12:00:00 AM,Completed,Completed,3236 B PORTAGE BAY PL E,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006520-18CP,47.65140094,-122.31984819,"(47.65140094, -122.31984819)",7,2018,3,7,2018,3,False,False,16,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false
006521-18CP,Complaint,Request,Land Use,"PER ONLINE: 3146 PORTAGE BAY PL E, Slip # M at Portage Bay Place Condo Dock is operating an airbnb. The ad: https://www.airbnb.com/rooms/21839561?location=Seattle%2C%20WA%2C%20United%20States&s=MPlqg-O3",2018 Jul 15 12:00:00 AM,,,Completed,3146 PORTAGE BAY PL E,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006521-18CP,47.65016741,-122.31872045,"(47.65016741, -122.31872045)",7,2018,3,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false
006854-18CP,Complaint,Request,Land Use,Overgrowth of blackberries into alley/sidewalk and debris/junk storage,2018 Jul 23 12:00:00 AM,,,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006854-18CP,,,,7,2018,3,,,,True,True,,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false
1044656-CT,Citation,Case,Land Use,,2018 Jul 24 12:00:00 AM,2018 Oct 02 12:00:00 AM,Compliance Achieved,Completed,1726 S Shelton ST,98108,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1044656-CT,,,,7,2018,3,10,2018,4,False,False,70,,False,False,True,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
007342-18CP,Complaint,Request,Land Use,PER ONLINE: Owner of over water dwelling is currently renting out home for less than 30 days in violation of city code. One set of short-term occupants arrived last week and left over the weekend' a new occupant arrived this evening.,2018 Aug 01 12:00:00 AM,,,Completed,2017 FAIRVIEW AVE E,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007342-18CP,47.63727005,-122.33007462,"(47.63727005, -122.33007462)",8,2018,3,,,,True,True,,,True,False,False,False,false,false,false,false,true,false,false,false,true,false,false,true,false,false,false,false,false,false,false
1045394-CT,Citation,Case,Land Use,ZONING,2018 Nov 06 12:00:00 AM,2019 Jan 08 12:00:00 AM,Compliance Achieved,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1045394-CT,,,,11,2018,4,1,2019,1,False,False,63,,False,False,True,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false
010553-18CP,Complaint,Request,Land Use,"PER ONLINE: There are 15-20 gallons of gasoline being stored in a makeshift storage underneath residences near the walkway to stairs and elevator at building 604 against building 614. �The fumes and odor of gasoline are very strong and overpowering and have been stored in this manner for several months. �In addition there are many (at least 100) nails, screws and bolts strewn through the walkways, garden, etc. �Complaints to MGT have yielded no improvement and little respo",2018 Nov 17 12:00:00 AM,,,Completed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010553-18CP,,,,11,2018,4,,,,True,True,,,True,False,False,False,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false
010587-18CP,Complaint,Request,Land Use,RV's stored on property,2018 Nov 15 12:00:00 AM,2018 Nov 26 12:00:00 AM,Completed,Completed,327 133,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010587-18CP,,,,11,2018,4,11,2018,4,False,False,11,,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
010682-18CP,Complaint,Request,Land Use,PER CSB: GARBAGE HAS BEEN THERE A MONTHRATS SEEN VISITING SITE,2018 Nov 19 12:00:00 AM,2018 Nov 26 12:00:00 AM,Completed,Closed,,,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=010682-18CP,,,,11,2018,4,11,2018,4,False,False,7,,True,False,False,False,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false
