ï»¿RecordNum,RecordType,RecordTypeMapped,RecordTypeDesc,Description,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalZip,Link,Latitude,Longitude,Location1,OpenMonth,OpenYear,OpenQuarter,LastInspMonth,LastInspYear,LastInspQuarter,NoInspDate T/F,NoInspResult T/F,OpenToLastInspDays,District,CP,VI,CT,RecordTypeDescBlank,HealthSafetyHabitability,HarassmentRetaliationDisplacement,RightsViolations
001565-04CP,Complaint,Request,Emergency,"House is vacant and open, trash has accumulated in the yard and is attracting large rats, water & electricity has been shut off, toilet is in the back yard and ""feces are everywhere,"" and three vehicles are parked in the back yard.Property owner is in the hospital and her daughter, Mary (325-0916), is in charge of taking care of the property.",2004 Feb 24 12:00:00 AM,2004 Mar 12 12:00:00 AM,Completed,Completed,906 24TH AVE S,98144,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001565-04CP,47.59435227,-122.30088908,"(47.59435227, -122.30088908)",2,2004,1,3,2004,1,False,False,17,3,True,False,False,False,True,False,False
002038-04CP,Complaint,Request,Emergency,WATER WAS TURNED OFF 3/31/04.,2004 Apr 01 12:00:00 AM,,,Completed,1109 33RD AVE E,98112,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002038-04CP,47.628365,-122.28985391,"(47.628365, -122.28985391)",4,2004,2,,,,True,True,,3,True,False,False,False,False,False,False
003480-04CP,Complaint,Request,Emergency,asked to accompany SPD to adress to assesss potential violations of HBMC and Zoning codes,2004 Jul 29 12:00:00 AM,2004 Jul 22 12:00:00 AM,Completed,Completed,814 24TH AVE E,98112,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003480-04CP,47.62641021,-122.30087025,"(47.62641021, -122.30087025)",7,2004,3,7,2004,3,False,False,-7,3,True,False,False,False,False,False,False
003737-04CP,Complaint,Request,Emergency,"Sect 8 tenant.  Sewer line backs up every time the tenant uses the toilet, dishwasher and washing machine. Sewage would seep thru the soil in the front yard before it began to back up inside the house. Owner only covered sewage in front yard with more dirt but never repaired pipe. The sewage problem in the house has been ignored by owner for 2 years. Circuit breaker sparks - tenant uses very little electricity for fear of fire. Front door, back patio sliding door and upstairs bedroom door have",2004 Aug 17 12:00:00 AM,2004 Aug 18 12:00:00 AM,Completed,Completed,321 17TH AVE,98122,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003737-04CP,47.6049868,-122.3106213,"(47.6049868, -122.3106213)",8,2004,3,8,2004,3,False,False,1,3,True,False,False,False,True,False,False
005060-04CP,Complaint,Request,Emergency,HAS GAS HEAT NO HEAT SINCE AUGUST.,2004 Dec 29 12:00:00 AM,2004 Dec 30 12:00:00 AM,Completed,Completed,936 M L KING JR WAY S,98144,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005060-04CP,47.59353716,-122.2976234,"(47.59353716, -122.2976234)",12,2004,4,12,2004,4,False,False,1,3,True,False,False,False,True,False,False
1001584-VI,Notice of Violation,Case,Emergency,Living Room window (6x4) has been removed.  Covered with plastic.,2004 Feb 23 12:00:00 AM,2004 Mar 01 12:00:00 AM,Compliance Achieved,Completed,1704 27TH AVE,98122,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1001584-VI,47.61671581,-122.29720571,"(47.61671581, -122.29720571)",2,2004,1,3,2004,1,False,False,7,3,False,True,False,False,False,False,False
1001737-VI,Notice of Violation,Case,Emergency,"House is vacant and open, trash has accumulated in the yard and is attracting large rats, water & electricity has been shut off, toilet is in the back yard and ""feces are everywhere,"" and three vehicles are parked in the back yard.Property owner is in the hospital and her daughter, Mary (325-0916), is in charge of taking care of the property.",2004 Mar 12 12:00:00 AM,2004 Mar 17 12:00:00 AM,Compliance Achieved,Completed,906 24TH AVE S,98144,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1001737-VI,47.59435227,-122.30088908,"(47.59435227, -122.30088908)",3,2004,1,3,2004,1,False,False,5,3,False,True,False,False,True,False,False
1001888-VI,Notice of Violation,Case,Emergency,WATER WAS TURNED OFF 3-22-04. HAS RECEIVED 3 DAY PAY OR VACATE AND IS WAITING FOR HIS COURT DATE.,2004 Mar 30 12:00:00 AM,2004 May 12 12:00:00 AM,Compliance Achieved,Completed,2714 E THOMAS ST,98112,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1001888-VI,47.62152962,-122.2964573,"(47.62152962, -122.2964573)",3,2004,1,5,2004,2,False,False,43,3,False,True,False,False,False,False,True
1002997-VI,Notice of Violation,Case,Emergency,asked to accompany SPD to adress to assesss potential violations of HBMC and Zoning codes,2004 Jul 29 12:00:00 AM,2004 Dec 07 12:00:00 AM,Compliance Achieved,Completed,814 24TH AVE E,98112,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1002997-VI,47.62641021,-122.30087025,"(47.62641021, -122.30087025)",7,2004,3,12,2004,4,False,False,131,3,False,True,False,False,False,False,False
1003209-VI,Notice of Violation,Case,Emergency,"Sect 8 tenant.  Sewer line backs up every time the tenant uses the toilet, dishwasher and washing machine. Sewage would seep thru the soil in the front yard before it began to back up inside the house. Owner only covered sewage in front yard with more dirt but never repaired pipe. The sewage problem in the house has been ignored by owner for 2 years. Circuit breaker sparks - tenant uses very little electricity for fear of fire. Front door, back patio sliding door and upstairs bedroom door have",2004 Aug 20 12:00:00 AM,2004 Nov 24 12:00:00 AM,Compliance Achieved,Completed,321 17TH AVE,98122,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1003209-VI,47.6049868,-122.3106213,"(47.6049868, -122.3106213)",8,2004,3,11,2004,4,False,False,96,3,False,True,False,False,True,False,False
1004207-VI,Notice of Violation,Case,Emergency,HAS GAS HEAT NO HEAT SINCE AUGUST.,2004 Dec 30 12:00:00 AM,2005 Jan 05 12:00:00 AM,Compliance Achieved,Completed,936 M L KING JR WAY S,98144,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1004207-VI,47.59353716,-122.2976234,"(47.59353716, -122.2976234)",12,2004,4,1,2005,1,False,False,6,3,False,True,False,False,True,False,False
001022-05CP,Complaint,Request,Emergency,NO HEAT; NO WATER AND UNABLE TO USE STOVE DUE TO A GAS LEAK UNDERNEATH THE HOUSE. PUGET SOUND CO CONDUCTED AN INSPECTION AND TURNED THE GAS COMPLETELY OFF AND INFORMED TENANT THAT BY LAW THEY COULD NOT TURN THE GAS BACK ON. IT'S BEEN  2 DAYS AND SHE HAS TRIED CALLING THE OWNER THAT LIVES IN HAWAII AND HAS NOT GOTTEN ANY RESULTS FROM HER.,2005 Jan 04 12:00:00 AM,,,Completed,730 24TH AVE S,98144,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001022-05CP,47.59584708,-122.30083484,"(47.59584708, -122.30083484)",1,2005,1,,,,True,True,,3,True,False,False,False,True,False,False
001549-05CP,Complaint,Request,Emergency,RAW SEWAGE COMING FROM SIDE OF HOUSE AND RUNS ACROSS SIDEWALK. ( KIDS ARE RIDING THEIR BIKES),2005 Feb 24 12:00:00 AM,2005 Feb 24 12:00:00 AM,Completed,Completed,817 23RD AVE,98122,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001549-05CP,47.609559,-122.30302241,"(47.609559, -122.30302241)",2,2005,1,2,2005,1,False,False,0,3,True,False,False,False,True,False,False
1004676-VI,Notice of Violation,Case,Emergency,RAW SEWAGE COMING FROM SIDE OF HOUSE AND RUNS ACROSS SIDEWALK. ( KIDS ARE RIDING THEIR BIKES),2005 Mar 09 12:00:00 AM,2005 Mar 28 12:00:00 AM,Compliance Achieved,Completed,817 23RD AVE,98122,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1004676-VI,47.609559,-122.30302241,"(47.609559, -122.30302241)",3,2005,1,3,2005,1,False,False,19,3,False,True,False,False,True,False,False
002366-06CP,Complaint,Request,Emergency,raw sewage coming from the prop. into the sidewalk..,2006 Apr 27 12:00:00 AM,2006 Apr 27 12:00:00 AM,Completed,Completed,2526 E MADISON ST,98112,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002366-06CP,47.62190003,-122.29897645,"(47.62190003, -122.29897645)",4,2006,2,4,2006,2,False,False,0,3,True,False,False,False,True,False,False
003082-06CP,Complaint,Request,Emergency,water shut off... since 9:30am today....,2006 Jun 21 12:00:00 AM,2006 Jun 21 12:00:00 AM,Completed,Completed,721 24TH AVE,98122,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003082-06CP,47.60872869,-122.30181946,"(47.60872869, -122.30181946)",6,2006,2,6,2006,2,False,False,0,3,True,False,False,False,False,False,False
004028-06CP,Complaint,Request,Emergency,Hasn't had water and sewer since Saturday....the main line broke and the landlord has not fixed anything....,2006 Aug 23 12:00:00 AM,2006 Aug 24 12:00:00 AM,Completed,Completed,811 E ALOHA ST,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004028-06CP,47.62666892,-122.32178926,"(47.62666892, -122.32178926)",8,2006,3,8,2006,3,False,False,1,3,True,False,False,False,False,False,False
005103-06CP,Complaint,Request,Emergency,no heat since yesterday.. landlord has been informed but nothing has been done...,2006 Oct 31 12:00:00 AM,2006 Nov 01 12:00:00 AM,Completed,Completed,1726 SUMMIT AVE,98122,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005103-06CP,47.61719637,-122.32523266,"(47.61719637, -122.32523266)",10,2006,4,11,2006,4,False,False,1,3,True,False,False,False,True,False,False
1008263-VI,Notice of Violation,Case,Emergency,raw sewage coming from the prop. into the sidewalk..,2006 Apr 28 12:00:00 AM,2006 May 02 12:00:00 AM,Compliance Achieved,Completed,2526 E MADISON ST,98112,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1008263-VI,47.62190003,-122.29897645,"(47.62190003, -122.29897645)",4,2006,2,5,2006,2,False,False,4,3,False,True,False,False,True,False,False
1008772-VI,Notice of Violation,Case,Emergency,water shut off... since 9:30am today....,2006 Jun 21 12:00:00 AM,2006 Jun 21 12:00:00 AM,Compliance Achieved,Completed,721 24TH AVE,98122,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1008772-VI,47.60872869,-122.30181946,"(47.60872869, -122.30181946)",6,2006,2,6,2006,2,False,False,0,3,False,True,False,False,False,False,False
001757-07CP,Complaint,Request,Emergency,HASN'T HAD HOT WATER SINCE Sunday 3/4.. AND STOPPED HAVING WATER COMPLETELY SINCE 3/6... HAVE INFORMED THE MANAGER BUT NO RESPONSE!!!MANAGERS INFO:PIONEER HUMAN SERVICES 206-325-4636,2007 Mar 07 12:00:00 AM,,,Completed,1737 BELMONT AVE,98122,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001757-07CP,47.61744667,-122.32483409,"(47.61744667, -122.32483409)",3,2007,1,,,,True,True,,3,True,False,False,False,False,False,False
002907-07CP,Complaint,Request,Emergency,"HBMC violations. no water service, no electrial service.Problem house with junk storage, narcotics activity, no water service. Joint enforcement going on with SPD, Animal Control & DPD. See attached email",2007 May 31 12:00:00 AM,2007 Jun 01 12:00:00 AM,Completed,Completed,814 24TH AVE E,98112,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002907-07CP,47.62641021,-122.30087025,"(47.62641021, -122.30087025)",5,2007,2,6,2007,2,False,False,1,3,True,False,False,False,True,False,False
004193-07CP,Complaint,Request,Emergency,SEWER LEAK ON NORTH SIDE OF 4-PLEX SPILLS RAW SEWAGE ON THIS PROPERTY AND ON NEIGHBOR'S PROPERTY--NO RESPONSE FROM MANAGER,2007 Aug 14 12:00:00 AM,2007 Aug 16 12:00:00 AM,Completed,Completed,1722 19TH AVE,98122,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004193-07CP,47.61745855,-122.30714233,"(47.61745855, -122.30714233)",8,2007,3,8,2007,3,False,False,2,3,True,False,False,False,True,False,False
005780-07CP,Complaint,Request,Emergency,No heat for approximately the past month (has space heater). Told building manager approximately a month ago and spoke with her again several days ago. Owners keep saying they will repair steam heat but only some of the apartments have heat.Leak from apartment above bathroom was leaking--ceiling was torn out a month ago and it still leaks--hole is still in the ceiling.,2007 Nov 30 12:00:00 AM,2007 Dec 04 12:00:00 AM,Completed,Completed,915 E HARRISON ST,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005780-07CP,47.6218274,-122.32029722,"(47.6218274, -122.32029722)",11,2007,4,12,2007,4,False,False,4,3,True,False,False,False,True,False,False
1012262-VI,Notice of Violation,Case,Emergency,"HBMC violations. no water service, no electrial service.Problem house with junk storage, narcotics activity, no water service. Joint enforcement going on with SPD, Animal Control & DPD. See attached email",2007 Jun 01 12:00:00 AM,,,Completed,814 24TH AVE E,98112,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1012262-VI,47.62641021,-122.30087025,"(47.62641021, -122.30087025)",6,2007,2,,,,True,True,,3,False,True,False,False,True,False,False
1012413-VI,Notice of Violation,Case,Emergency,"HBMC violations. no water service, no electrial service.Problem house with junk storage, narcotics activity, no water service. Joint enforcement going on with SPD, Animal Control & DPD. See attached email",2007 Jun 13 12:00:00 AM,2007 Oct 09 12:00:00 AM,Compliance Achieved,Completed,814 24TH AVE E,98112,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1012413-VI,47.62641021,-122.30087025,"(47.62641021, -122.30087025)",6,2007,2,10,2007,4,False,False,118,3,False,True,False,False,True,False,False
1012700-VI,Notice of Violation,Case,Emergency,"HBMC violations. no water service, no electrial service.Problem house with junk storage, narcotics activity, no water service. Joint enforcement going on with SPD, Animal Control & DPD. See attached email",2007 Jul 09 12:00:00 AM,2009 Sep 14 12:00:00 AM,Compliance Achieved,Completed,814 24TH AVE E,98112,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1012700-VI,47.62641021,-122.30087025,"(47.62641021, -122.30087025)",7,2007,3,9,2009,3,False,False,798,3,False,True,False,False,True,False,False
1013148-VI,Notice of Violation,Case,Emergency,SEWER LEAK ON NORTH SIDE OF 4-PLEX SPILLS RAW SEWAGE ON THIS PROPERTY AND ON NEIGHBOR'S PROPERTY--NO RESPONSE FROM MANAGER,2007 Aug 16 12:00:00 AM,2007 Aug 16 12:00:00 AM,Compliance Achieved,Completed,1722 19TH AVE,98122,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1013148-VI,47.61745855,-122.30714233,"(47.61745855, -122.30714233)",8,2007,3,8,2007,3,False,False,0,3,False,True,False,False,True,False,False
1013211-VI,Notice of Violation,Case,Emergency,SEWER LEAK ON NORTH SIDE OF 4-PLEX SPILLS RAW SEWAGE ON THIS PROPERTY AND ON NEIGHBOR'S PROPERTY--NO RESPONSE FROM MANAGER,2007 Aug 21 12:00:00 AM,2007 Aug 23 12:00:00 AM,Compliance Achieved,Completed,1722 19TH AVE,98122,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1013211-VI,47.61745855,-122.30714233,"(47.61745855, -122.30714233)",8,2007,3,8,2007,3,False,False,2,3,False,True,False,False,True,False,False
1014307-VI,Notice of Violation,Case,Emergency,No heat for approximately the past month (has space heater). Told building manager approximately a month ago and spoke with her again several days ago. Owners keep saying they will repair steam heat but only some of the apartments have heat.Leak from apartment above bathroom was leaking--ceiling was torn out a month ago and it still leaks--hole is still in the ceiling.,2007 Dec 05 12:00:00 AM,2007 Dec 11 12:00:00 AM,Compliance Achieved,Completed,915 E HARRISON ST,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1014307-VI,47.6218274,-122.32029722,"(47.6218274, -122.32029722)",12,2007,4,12,2007,4,False,False,6,3,False,True,False,False,True,False,False
1014489-VI,Notice of Violation,Case,Emergency,No heat for approximately the past month (has space heater). Told building manager approximately a month ago and spoke with her again several days ago. Owners keep saying they will repair steam heat but only some of the apartments have heat.Leak from apartment above bathroom was leaking--ceiling was torn out a month ago and it still leaks--hole is still in the ceiling.,2007 Dec 23 12:00:00 AM,2009 May 07 12:00:00 AM,Compliance Achieved,Completed,915 E HARRISON ST,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1014489-VI,47.6218274,-122.32029722,"(47.6218274, -122.32029722)",12,2007,4,5,2009,2,False,False,501,3,False,True,False,False,True,False,False
002742-08CP,Complaint,Request,Emergency,"Rental unit has no heat because the LL didn't pay the bills per rental agreement. Tenant received a 30 day notice, yesterday, that the water would be shut off for non-payment. Other problems include: mold in closet, pipes under kitchen sink leaking, toilet not properly secured to floor.",2008 May 14 12:00:00 AM,2008 May 22 12:00:00 AM,Completed,Completed,828 28TH AVE S,98144,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002742-08CP,47.59498804,-122.2962344,"(47.59498804, -122.2962344)",5,2008,2,5,2008,2,False,False,8,3,True,False,False,False,True,False,False
002914-08CP,Complaint,Request,Emergency,Boiler is not heating unit also no hot water. Problem is recurring and management has no long term fix.,2008 May 23 12:00:00 AM,2008 May 23 12:00:00 AM,Completed,Completed,903 UNION ST,98101,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002914-08CP,47.61150656,-122.32985691,"(47.61150656, -122.32985691)",5,2008,2,5,2008,2,False,False,0,3,True,False,False,False,True,False,False
005497-08CP,Complaint,Request,Emergency,"Per online complaint:""hot water not working in my unit (apt C) since move in 2003. i reported the following to the landlord on august 25th, 2008: hot water not working, bathroom sink broken and clogged, refrigerator leaks huge puddles in the kitchen every day. no heat in apartment. radiators not turning on.""",2008 Oct 10 12:00:00 AM,2008 Oct 14 12:00:00 AM,Completed,Completed,1311 E MARION ST,98122,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005497-08CP,47.6102093,-122.31489813,"(47.6102093, -122.31489813)",10,2008,4,10,2008,4,False,False,4,3,True,False,False,False,True,False,False
006260-08CP,Complaint,Request,Emergency,He advised management over a month ago that his radiator is not working; the rest of the building has heat. Manager determined that his radiator was not working. A part was ordered and came in but they claim it is too cold to install. He has a small space heater. Management gave him a radiator heater but because of the electrical issues in the building he cannot plug in both.Please call Charles the Bldg Mgr at 206-568-7153; he will let the Inspector in to see his unit.,2008 Dec 18 12:00:00 AM,2008 Dec 23 12:00:00 AM,Completed,Completed,2410 E LYNN ST,98112,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006260-08CP,47.63982828,-122.30182735,"(47.63982828, -122.30182735)",12,2008,4,12,2008,4,False,False,5,3,True,False,False,False,False,False,False
1015941-VI,Notice of Violation,Case,Emergency,"Rental unit has no heat because the LL didn't pay the bills per rental agreement. Tenant received a 30 day notice, yesterday, that the water would be shut off for non-payment. Other problems include: mold in closet, pipes under kitchen sink leaking, toilet not properly secured to floor.",2008 May 23 12:00:00 AM,2009 Feb 27 12:00:00 AM,Compliance Achieved,Completed,828 28TH AVE S,98144,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1015941-VI,47.59498804,-122.2962344,"(47.59498804, -122.2962344)",5,2008,2,2,2009,1,False,False,280,3,False,True,False,False,True,False,False
1016339-VI,Notice of Violation,Case,Emergency,"Rental unit has no heat because the LL didn't pay the bills per rental agreement. Tenant received a 30 day notice, yesterday, that the water would be shut off for non-payment. Other problems include: mold in closet, pipes under kitchen sink leaking, toilet not properly secured to floor.",2008 Jun 24 12:00:00 AM,2008 Jul 22 12:00:00 AM,Compliance Achieved,Completed,828 28TH AVE S,98144,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1016339-VI,47.59498804,-122.2962344,"(47.59498804, -122.2962344)",6,2008,2,7,2008,3,False,False,28,3,False,True,False,False,True,False,False
001376-09CP,Complaint,Request,Emergency,"The electricity and water was shut off about 10am on 2.2.09.       NOTE: The tenant stated that Jasper Brooks (the property manager, 206.387.5827) is responsible for paying the electricity and water bill. The tenant stated Jasper Brooks told him that they would have to move out of the property, because he could not afford to pay the balance. The tenant stated there are 4 bedrooms, each rented to a different person, and that utilities are included as part of the monthly rent paid to Jasper. The",2009 Feb 03 12:00:00 AM,2009 Feb 04 12:00:00 AM,Completed,Completed,718 27TH AVE,98122,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001376-09CP,47.60854568,-122.29730894,"(47.60854568, -122.29730894)",2,2009,1,2,2009,1,False,False,1,3,True,False,False,False,False,False,False
001474-09CP,Complaint,Request,Emergency,"The apartment has not had heat for 2 days. Tenant notified landlord this morning at 7am. Tenant stated the landlord came over at 10am and tried to turn the thermostat. The landlord requested that the tenant wait until 1pm to see if this worked. The tenant still did not have heat at 1pm, called the landlord about 2pm. Tenant said the landlord was ""getting an attitude"" about fixing the problem, and did not think the landlord was going to have the problem fixed quickly. Tenant submitted complaint",2009 Feb 11 12:00:00 AM,2009 Feb 12 12:00:00 AM,Completed,Completed,2355 YALE AVE E,98102,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001474-09CP,47.64133063,-122.32742399,"(47.64133063, -122.32742399)",2,2009,1,2,2009,1,False,False,1,3,True,False,False,False,False,False,False
003445-09CP,Complaint,Request,Emergency,ERIC AUTRY WAS AT SITE FOR SPU INSPECTION--BASEMENT OF APARTMENT BUILDING IS FILLED WITH SEWAGE,2009 Jun 29 12:00:00 AM,2009 Jul 01 12:00:00 AM,Completed,Completed,2411 42ND AVE E,98112,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003445-09CP,47.64094069,-122.27849711,"(47.64094069, -122.27849711)",6,2009,2,7,2009,3,False,False,2,3,True,False,False,False,True,False,False
005482-09CP,Complaint,Request,Emergency,No heat and multiple HBMC violations.,2009 Nov 16 12:00:00 AM,2009 Nov 17 12:00:00 AM,Completed,Completed,1518 E FIR ST,98122,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005482-09CP,47.60282773,-122.31200097,"(47.60282773, -122.31200097)",11,2009,4,11,2009,4,False,False,1,3,True,False,False,False,True,False,False
1018386-VI,Notice of Violation,Case,Emergency,"The electricity and water was shut off about 10am on 2.2.09.       NOTE: The tenant stated that Jasper Brooks (the property manager, 206.387.5827) is responsible for paying the electricity and water bill. The tenant stated Jasper Brooks told him that they would have to move out of the property, because he could not afford to pay the balance. The tenant stated there are 4 bedrooms, each rented to a different person, and that utilities are included as part of the monthly rent paid to Jasper. The",2009 Feb 04 12:00:00 AM,2009 Feb 13 12:00:00 AM,Compliance Achieved,Completed,718 27TH AVE,98122,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1018386-VI,47.60854568,-122.29730894,"(47.60854568, -122.29730894)",2,2009,1,2,2009,1,False,False,9,3,False,True,False,False,False,False,False
