RecordNum,RecordType,RecordTypeMapped,RecordTypeDesc,Description,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalZip,Link,Latitude,Longitude,Location1,OpenMonth,OpenYear,OpenQuarter,LastInspMonth,LastInspYear,LastInspQuarter,NoInspDate T/F,NoInspResult T/F,OpenToLastInspDays,District,CP,VI,CT,RecordTypeDescBlank,No_Heat,No_Hot_Water,Gas_Shutoff,HAB,EVIC,DISP,RENT,PERMIT,LEGAL,Plumbing,Mold,Pests,Appliances,Electrical,Fire_Safety,Structural,Trash_Site,Tenant_Rights,Security_Retaliation
001087-14CP,Complaint,Request,"Construction , Emergency",,2014 Jan 09 12:00:00 AM,2014 Jan 07 12:00:00 AM,Completed,Completed,2802 S MCCLELLAN ST,98144,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001087-14CP,47.57848367,-122.29597296,"(47.57848367, -122.29597296)",1,2014,1,1,2014,1,False,False,-2,2,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
001187-14CP,Complaint,Request,"Construction , Emergency",Truck ran into Ark Lodge Cinemas building on 1/15/14.,2014 Jan 16 12:00:00 AM,2014 Jan 16 12:00:00 AM,Completed,Completed,4816 RAINIER AVE S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001187-14CP,47.5589852,-122.28524838,"(47.5589852, -122.28524838)",1,2014,1,1,2014,1,False,False,0,2,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
001737-14CP,Complaint,Request,"Construction , Emergency","Per 3/5/14 e-mail from Karen Sweeney/SDOT: ""Attached are photos of the slide in the 9700 block of Rainier Ave S.This slide is several hundred feet south of the slide that we had in that same block several years ago. Steve Hou has been to the location, he has requested that we place approximately 10 jersey barriers in the south bound lane, around the area of the slide.I will be calling National Barricade for the set up. Per my discussion with Steve Hou I am going to order the water filled barrie",2014 Mar 05 12:00:00 AM,2014 Mar 06 12:00:00 AM,Completed,Completed,9743 RAINIER AVE S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001737-14CP,47.51526795,-122.25381443,"(47.51526795, -122.25381443)",3,2014,1,3,2014,1,False,False,1,2,True,False,False,False,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false
001794-14CP,Complaint,Request,"Construction , Emergency",,2014 Mar 10 12:00:00 AM,2014 Mar 09 12:00:00 AM,Completed,Completed,3930 MORSE AVE S,98108,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001794-14CP,47.56829995,-122.29834747,"(47.56829995, -122.29834747)",3,2014,1,3,2014,1,False,False,-1,2,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
001879-14CP,Complaint,Request,"Construction , Emergency",Water line to his house (on east side of house) broke today below the house at 3930 Morse Ave S.,2014 Mar 17 12:00:00 AM,2014 Mar 17 12:00:00 AM,Completed,Completed,3909 27TH AVE S,98108,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001879-14CP,47.56883879,-122.29816763,"(47.56883879, -122.29816763)",3,2014,1,3,2014,1,False,False,0,2,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
002088-14CP,Complaint,Request,"Construction , Emergency",Landslide on property to the east of the homes at 10212 - 10250 Waters Ave S.,2014 Mar 27 12:00:00 AM,2014 Mar 28 12:00:00 AM,Completed,Completed,10212 WATERS AVE S,98178,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002088-14CP,47.50928149,-122.25001666,"(47.50928149, -122.25001666)",3,2014,1,3,2014,1,False,False,1,2,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
002135-14CP,Complaint,Request,"Construction , Emergency",Landslide on property to the east of the homes at 10212 - 10250 Waters Ave S.,2014 Apr 01 12:00:00 AM,2014 Mar 28 12:00:00 AM,Completed,Completed,10222 WATERS AVE S,98178,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002135-14CP,47.50913516,-122.2501079,"(47.50913516, -122.2501079)",4,2014,2,3,2014,1,False,False,-4,2,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
002136-14CP,Complaint,Request,"Construction , Emergency",Landslide on property to the east of the homes at 10212 - 10250 Waters Ave S.,2014 Apr 01 12:00:00 AM,2014 Mar 28 12:00:00 AM,Completed,Completed,10232 WATERS AVE S,98178,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002136-14CP,47.5089263,-122.25000085,"(47.5089263, -122.25000085)",4,2014,2,3,2014,1,False,False,-4,2,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
002137-14CP,Complaint,Request,"Construction , Emergency",Landslide on property to the east of the homes at 10212 - 10250 Waters Ave S.,2014 Apr 01 12:00:00 AM,2015 Sep 29 12:00:00 AM,Completed,Completed,10240 WATERS AVE S,98178,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002137-14CP,47.5087319,-122.24977635,"(47.5087319, -122.24977635)",4,2014,2,9,2015,3,False,False,546,2,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
002138-14CP,Complaint,Request,"Construction , Emergency",Landslide on property to the east of the homes at 10212 - 10250 Waters Ave S.,2014 Apr 01 12:00:00 AM,2015 Sep 29 12:00:00 AM,Completed,Completed,10250 WATERS AVE S,98178,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002138-14CP,47.5084955,-122.24966079,"(47.5084955, -122.24966079)",4,2014,2,9,2015,3,False,False,546,2,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
002497-14CP,Complaint,Request,"Construction , Emergency","Per 4/28/14 online complaint: ""Landslide risk. I live next door to this property, uphill. After digging a deep hole for a foundation last year, the site has been abandoned. Its filled with deep standing water at all times and the hill is eroding under my house. It's become a hazardous open concrete lake. Fall risk as well."" since 10/1/13***Landslide risk to complainant's property? Is TESC per Permit 6358828?***",2014 Apr 30 12:00:00 AM,2014 May 05 12:00:00 AM,Completed,Completed,9812 62ND AVE S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002497-14CP,47.51291453,-122.25560852,"(47.51291453, -122.25560852)",4,2014,2,5,2014,2,False,False,5,2,True,False,False,False,false,false,false,true,false,false,false,true,false,true,false,false,false,false,false,true,false,false,false
003969-14CP,Complaint,Request,"Construction , Emergency","Per 7/22/14 online complaint ""The retaining wall adjaecent to the alley is leaning into the alley. This was discovered while out in the area performing a field evaluation for another site.""",2014 Jul 22 12:00:00 AM,2014 Jul 24 12:00:00 AM,Completed,Completed,4402 33RD AVE S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003969-14CP,47.56440377,-122.29135653,"(47.56440377, -122.29135653)",7,2014,3,7,2014,3,False,False,2,2,True,False,False,False,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false
006293-14CP,Complaint,Request,"Construction , Emergency",Building settling on south side.,2014 Dec 05 12:00:00 AM,2014 Dec 05 12:00:00 AM,Completed,Completed,519 6TH AVE S,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006293-14CP,47.5977364,-122.32681342,"(47.5977364, -122.32681342)",12,2014,4,12,2014,4,False,False,0,2,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
006562-14CP,Complaint,Request,"Construction , Emergency","Per 12/23/14 online complaint: ""Landslide! Our neighbor is doing DPD project 6375750. He cut into the hillside with a small retaining wall, cleared the natural ground cover originally on the slope, steepened the slope above the wall, tonight wall fell in a landslide! Fence already lost to slide, our driveway is next? Please help"" since 12/23/2014",2014 Dec 24 12:00:00 AM,2014 Dec 24 12:00:00 AM,Completed,Completed,7729 RAINIER AVE S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006562-14CP,47.53277917,-122.27034067,"(47.53277917, -122.27034067)",12,2014,4,12,2014,4,False,False,0,2,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false
1031182-VI,Notice of Violation,Case,"Construction , Emergency",,2014 Jan 09 12:00:00 AM,2015 Feb 17 12:00:00 AM,Compliance Achieved,Completed,2802 S MCCLELLAN ST,98144,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1031182-VI,47.57848367,-122.29597296,"(47.57848367, -122.29597296)",1,2014,1,2,2015,1,False,False,404,2,False,True,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
1031534-VI,Notice of Violation,Case,"Construction , Emergency",,2014 Mar 10 12:00:00 AM,2022 Jan 12 12:00:00 AM,Admin Closure,Completed,3930 MORSE AVE S,98108,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1031534-VI,47.56829995,-122.29834747,"(47.56829995, -122.29834747)",3,2014,1,1,2022,1,False,False,2865,2,False,True,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
1033517-VI,Notice of Violation,Case,"Construction , Emergency",Building settling on south side.,2014 Dec 05 12:00:00 AM,2015 Jan 08 12:00:00 AM,Compliance Achieved,Completed,519 6TH AVE S,98104,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1033517-VI,47.5977364,-122.32681342,"(47.5977364, -122.32681342)",12,2014,4,1,2015,1,False,False,34,2,False,True,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
1033626-VI,Notice of Violation,Case,"Construction , Emergency","Per 12/23/14 online complaint: ""Landslide! Our neighbor is doing DPD project 6375750. He cut into the hillside with a small retaining wall, cleared the natural ground cover originally on the slope, steepened the slope above the wall, tonight wall fell in a landslide! Fence already lost to slide, our driveway is next? Please help"" since 12/23/2014",2014 Dec 24 12:00:00 AM,2015 Jan 16 12:00:00 AM,Compliance Achieved,Completed,7729 RAINIER AVE S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1033626-VI,47.53277917,-122.27034067,"(47.53277917, -122.27034067)",12,2014,4,1,2015,1,False,False,23,2,False,True,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false
007212-15CP,Complaint,Request,"Construction , Emergency","Per 11/15/15 online complaint: ""Lack of drainage at new construction site is causing flooding on adjacent 4plex to the south. Walkway is flooded and water is up to the exterior doors. There is no damage to the interior of the units as of right now, but if it rains more it could flood them.""***Water coming off job site - are CSC & TESC per Permit 6438080?***",2015 Nov 16 12:00:00 AM,2015 Nov 16 12:00:00 AM,Completed,Completed,5020 35TH AVE S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007212-15CP,47.55635898,-122.2886521,"(47.55635898, -122.2886521)",11,2015,4,11,2015,4,False,False,0,2,True,False,False,False,false,false,false,true,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false
007281-15CP,Complaint,Request,"Construction , Emergency",Structural Building Inspector noticed a slide at address 6514 S Norfolk Street.,2015 Nov 18 12:00:00 AM,2015 Nov 17 12:00:00 AM,Completed,Completed,6514 S NORFOLK ST,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007281-15CP,47.51467073,-122.25293466,"(47.51467073, -122.25293466)",11,2015,4,11,2015,4,False,False,-1,2,True,False,False,False,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false
007364-15CP,Complaint,Request,"Construction , Emergency",Report of severe erosion around large tree at top of hill in slope ECA.  Concerned about slide activity on this vacant lot.,2015 Nov 23 12:00:00 AM,2015 Nov 30 12:00:00 AM,Completed,Completed,4601 S VICTOR ST,98178,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007364-15CP,47.50999823,-122.27567262,"(47.50999823, -122.27567262)",11,2015,4,11,2015,4,False,False,7,2,True,False,False,False,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false
007365-15CP,Complaint,Request,"Construction , Emergency",Report of severe erosion around large tree at top of hill in slope ECA.  Concerned about slide activity on this vacant lot.,2015 Nov 23 12:00:00 AM,2015 Nov 30 12:00:00 AM,Completed,Completed,10029 46TH AVE S,98178,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007365-15CP,47.51022686,-122.275763,"(47.51022686, -122.275763)",11,2015,4,11,2015,4,False,False,7,2,True,False,False,False,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false
1036149-VI,Notice of Violation,Case,"Construction , Emergency","Per 11/15/15 online complaint: ""Lack of drainage at new construction site is causing flooding on adjacent 4plex to the south. Walkway is flooded and water is up to the exterior doors. There is no damage to the interior of the units as of right now, but if it rains more it could flood them.""***Water coming off job site - are CSC & TESC per Permit 6438080?***",2015 Nov 17 12:00:00 AM,2015 Dec 22 12:00:00 AM,Compliance Achieved,Completed,5020 35TH AVE S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1036149-VI,47.55635898,-122.2886521,"(47.55635898, -122.2886521)",11,2015,4,12,2015,4,False,False,35,2,False,True,False,False,false,false,false,true,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false
1036198-VI,Notice of Violation,Case,"Construction , Emergency",Structural Building Inspector noticed a slide at address 6514 S Norfolk Street.,2015 Nov 23 12:00:00 AM,,,Hazard Correction Order Issued,6514 S NORFOLK ST,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1036198-VI,47.51467073,-122.25293466,"(47.51467073, -122.25293466)",11,2015,4,,,,True,True,,2,False,True,False,False,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false
001472-16CP,Complaint,Request,"Construction , Emergency","Per phone: Land shifting, retaining wall falling",2016 Feb 01 12:00:00 AM,2016 Feb 01 12:00:00 AM,Completed,Completed,4117 39TH AVE S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001472-16CP,47.56564561,-122.28420636,"(47.56564561, -122.28420636)",2,2016,1,2,2016,1,False,False,0,2,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false
003572-16CP,Complaint,Request,"Construction , Emergency",Fire in SFR.,2016 May 17 12:00:00 AM,2016 May 17 12:00:00 AM,Completed,Completed,9759 ARROWSMITH AVE S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003572-16CP,47.51444868,-122.25421104,"(47.51444868, -122.25421104)",5,2016,2,5,2016,2,False,False,0,2,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false
004937-16CP,Complaint,Request,"Construction , Emergency",Car ran into apartment building.,2016 Jul 14 12:00:00 AM,2016 Jul 13 12:00:00 AM,Completed,Completed,4925 S ROSE ST,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004937-16CP,47.52887217,-122.27117639,"(47.52887217, -122.27117639)",7,2016,3,7,2016,3,False,False,-1,2,True,False,False,False,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false
006881-16CP,Complaint,Request,"Construction , Emergency",Car ran into building.,2016 Oct 05 12:00:00 AM,2016 Oct 05 12:00:00 AM,Completed,Completed,2540 29TH AVE S,98144,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006881-16CP,47.57973231,-122.29490471,"(47.57973231, -122.29490471)",10,2016,4,10,2016,4,False,False,0,2,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
006924-16CP,Complaint,Request,"Construction , Emergency","2-story wood frame mixed use building has been blown off foundation from explosion. Not sure if cause was natural gas, propane or butane.",2016 Oct 06 12:00:00 AM,2016 Oct 06 12:00:00 AM,Completed,Completed,4417 RAINIER AVE S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006924-16CP,47.56373471,-122.2883331,"(47.56373471, -122.2883331)",10,2016,4,10,2016,4,False,False,0,2,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false
007036-16CP,Complaint,Request,"Construction , Emergency",Fire in SFR,2016 Oct 12 12:00:00 AM,2016 Oct 08 12:00:00 AM,Completed,Completed,9201 M L KING JR WAY S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007036-16CP,47.52092455,-122.2802929,"(47.52092455, -122.2802929)",10,2016,4,10,2016,4,False,False,-4,2,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false
007063-16CP,Complaint,Request,"Construction , Emergency",Vehicle ran into duplex.,2016 Oct 13 12:00:00 AM,2016 Sep 01 12:00:00 AM,Completed,Completed,4212 36TH AVE S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=007063-16CP,47.56499724,-122.28704422,"(47.56499724, -122.28704422)",10,2016,4,9,2016,3,False,False,-42,2,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
1037491-VI,Notice of Violation,Case,"Construction , Emergency",Fire in SFR.,2016 May 20 12:00:00 AM,,,Hazard Correction Order Issued,9759 ARROWSMITH AVE S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1037491-VI,47.51444868,-122.25421104,"(47.51444868, -122.25421104)",5,2016,2,,,,True,True,,2,False,True,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false
1037908-VI,Notice of Violation,Case,"Construction , Emergency",Car ran into apartment building.,2016 Jul 14 12:00:00 AM,2017 Dec 14 12:00:00 AM,Compliance Achieved,Completed,4925 S ROSE ST,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1037908-VI,47.52887217,-122.27117639,"(47.52887217, -122.27117639)",7,2016,3,12,2017,4,False,False,518,2,False,True,False,False,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false
1038556-VI,Notice of Violation,Case,"Construction , Emergency",Car ran into building.,2016 Oct 05 12:00:00 AM,2016 Dec 08 12:00:00 AM,Compliance Achieved,Completed,2540 29TH AVE S,98144,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1038556-VI,47.57973231,-122.29490471,"(47.57973231, -122.29490471)",10,2016,4,12,2016,4,False,False,64,2,False,True,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
1038616-VI,Notice of Violation,Case,"Construction , Emergency",Fire in SFR,2016 Oct 12 12:00:00 AM,2017 Dec 05 12:00:00 AM,Compliance Achieved,Completed,9201 M L KING JR WAY S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1038616-VI,47.52092455,-122.2802929,"(47.52092455, -122.2802929)",10,2016,4,12,2017,4,False,False,419,2,False,True,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false
1038742-VI,Notice of Violation,Case,"Construction , Emergency","2-story wood frame mixed use building has been blown off foundation from explosion. Not sure if cause was natural gas, propane or butane.",2016 Oct 27 12:00:00 AM,2018 Jan 22 12:00:00 AM,Compliance Achieved,Completed,4417 RAINIER AVE S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1038742-VI,47.56373471,-122.2883331,"(47.56373471, -122.2883331)",10,2016,4,1,2018,1,False,False,452,2,False,True,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false
001602-17CP,Complaint,Request,"Construction , Emergency","Per 2/9/17 email to Susan Chang/SDCI: ""Subject: 9743 Rainier Ave S landslide There is a landslide at 9700 block Rainier Ave S and blocked the street.  William is at the site now.  He saw the slide debris is still coming from the private property above which is the address abvoe.  Can you have SDCI inspector to check it out?  This is the same location of a previous slide about 3 to 4 years ago.""",2017 Feb 09 12:00:00 AM,2017 Feb 09 12:00:00 AM,Completed,Completed,9743 RAINIER AVE S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001602-17CP,47.51526795,-122.25381443,"(47.51526795, -122.25381443)",2,2017,1,2,2017,1,False,False,0,2,True,False,False,False,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false
001677-17CP,Complaint,Request,"Construction , Emergency",Landslide between the old Rainier Brewery and I-5.,2017 Feb 14 12:00:00 AM,2017 Feb 09 12:00:00 AM,Completed,Completed,2921 12TH AVE S,98144,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001677-17CP,47.57697639,-122.31766968,"(47.57697639, -122.31766968)",2,2017,1,2,2017,1,False,False,-5,2,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
001714-17CP,Complaint,Request,"Construction , Emergency","Per 2/16/17 email to William Bou/SDOT and Steve Hou/SDOT: ""We have a slide on the slope side of Lake Washington Blvd just north of 49th ave south.Approx 40 cubic yards displaced. the slump did not impact the road.  it is a skin slide that does not appear to have impacted the house,  but I do not know the distance back to the structure yet.  We are sitting down the blvd to start cleanup. timeframe unknown.""",2017 Feb 16 12:00:00 AM,2017 Feb 17 12:00:00 AM,Completed,Completed,4620 S BRADFORD ST,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001714-17CP,47.56906956,-122.27473534,"(47.56906956, -122.27473534)",2,2017,1,2,2017,1,False,False,1,2,True,False,False,False,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false
001750-17CP,Complaint,Request,"Construction , Emergency",SFD responded to an accident on the night of 2/19/17 where a vehicle ran into this apartment building and told the owner to contact SDCI to see if the affected apartments could be occupied (one of the two affected units is occupied and the other is not).,2017 Feb 21 12:00:00 AM,2017 Feb 21 12:00:00 AM,Completed,Completed,7900 RAINIER AVE S,98118,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001750-17CP,47.5314669,-122.26972824,"(47.5314669, -122.26972824)",2,2017,1,2,2017,1,False,False,0,2,True,False,False,False,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
