ï»¿RecordNum,RecordType,RecordTypeMapped,RecordTypeDesc,Description,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalZip,Link,Latitude,Longitude,Location1,OpenMonth,OpenYear,OpenQuarter,LastInspMonth,LastInspYear,LastInspQuarter,NoInspDate T/F,NoInspResult T/F,OpenToLastInspDays,District,CP,VI,CT,RecordTypeDescBlank,HealthSafetyHabitability,HarassmentRetaliationDisplacement,RightsViolations
003209-06CP,Complaint,Request,Emergency,"Water damage from a toilet that flooded from the upper level on 6/15/06- Has notified the owner, but the owner is not able to make the repair right away due to asbestos. Owner has relocated  tenant to a hotel until 6/29/06. Note: Per Sherri A. tenant's unit is unhabitable and needs to be inspected right away as an EO. Tenant does not have a place to go to and cannot afford to stay at the hotel.Note: No record of a legal ADU.",2006 Jun 28 12:00:00 AM,2006 Jun 30 12:00:00 AM,Completed,Completed,4426 49TH AVE SW,98116,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003209-06CP,47.56395201,-122.39450216,"(47.56395201, -122.39450216)",6,2006,2,6,2006,2,False,False,2,1,True,False,False,False,True,False,False
005398-06CP,Complaint,Request,Emergency,no heat no hot water,2006 Nov 28 12:00:00 AM,2006 Dec 01 12:00:00 AM,Completed,Completed,4148 19TH AVE SW,98106,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005398-06CP,47.56515961,-122.35764566,"(47.56515961, -122.35764566)",11,2006,4,12,2006,4,False,False,3,1,True,False,False,False,True,False,False
005537-06CP,Complaint,Request,Emergency,Oil tank leaked 240 gallons of oil last Thursday (12/7/06). Manangment company cleaned up breaking two windows while cleaning up. Windows still not repaired and oil smell is still there.***Talk to tenant before talking to property managment company***,2006 Dec 12 12:00:00 AM,2006 Dec 15 12:00:00 AM,Completed,Completed,4001 SW 106TH ST,98146,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005537-06CP,47.50803124,-122.3830619,"(47.50803124, -122.3830619)",12,2006,4,12,2006,4,False,False,3,1,True,False,False,False,True,False,False
1008242-VI,Notice of Violation,Case,Emergency,"Water was shut off this morning.  The property owner is responsible for paying the water bill.  Balance owing $1,22.26.  Tenant has contacted the owner about the shut off.",2006 Apr 25 12:00:00 AM,2006 Apr 25 12:00:00 AM,Compliance Achieved,Completed,4148 19TH AVE SW,98106,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1008242-VI,47.56515961,-122.35764566,"(47.56515961, -122.35764566)",4,2006,2,4,2006,2,False,False,0,1,False,True,False,False,False,False,False
1008851-VI,Notice of Violation,Case,Emergency,"Water damage from a toilet that flooded from the upper level on 6/15/06- Has notified the owner, but the owner is not able to make the repair right away due to asbestos. Owner has relocated  tenant to a hotel until 6/29/06. Note: Per Sherri A. tenant's unit is unhabitable and needs to be inspected right away as an EO. Tenant does not have a place to go to and cannot afford to stay at the hotel.Note: No record of a legal ADU.",2006 Jun 30 12:00:00 AM,2006 Jun 30 12:00:00 AM,Compliance Achieved,Completed,4426 49TH AVE SW,98116,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1008851-VI,47.56395201,-122.39450216,"(47.56395201, -122.39450216)",6,2006,2,6,2006,2,False,False,0,1,False,True,False,False,True,False,False
1008891-VI,Notice of Violation,Case,Emergency,"Water damage from a toilet that flooded from the upper level on 6/15/06- Has notified the owner, but the owner is not able to make the repair right away due to asbestos. Owner has relocated  tenant to a hotel until 6/29/06. Note: Per Sherri A. tenant's unit is unhabitable and needs to be inspected right away as an EO. Tenant does not have a place to go to and cannot afford to stay at the hotel.Note: No record of a legal ADU.",2006 Jul 06 12:00:00 AM,2005 Aug 31 12:00:00 AM,Compliance Achieved,Completed,4426 49TH AVE SW,98116,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1008891-VI,47.56395201,-122.39450216,"(47.56395201, -122.39450216)",7,2006,3,8,2005,3,False,False,-309,1,False,True,False,False,True,False,False
1010434-VI,Notice of Violation,Case,Emergency,no heat no hot water,2006 Dec 01 12:00:00 AM,2006 Dec 15 12:00:00 AM,Compliance Achieved,Completed,4148 19TH AVE SW,98106,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1010434-VI,47.56515961,-122.35764566,"(47.56515961, -122.35764566)",12,2006,4,12,2006,4,False,False,14,1,False,True,False,False,True,False,False
1010503-VI,Notice of Violation,Case,Emergency,no heat no hot water,2006 Dec 08 12:00:00 AM,2006 Dec 15 12:00:00 AM,Compliance Achieved,Completed,4148 19TH AVE SW,98106,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1010503-VI,47.56515961,-122.35764566,"(47.56515961, -122.35764566)",12,2006,4,12,2006,4,False,False,7,1,False,True,False,False,True,False,False
1010567-VI,Notice of Violation,Case,Emergency,Oil tank leaked 240 gallons of oil last Thursday (12/7/06). Manangment company cleaned up breaking two windows while cleaning up. Windows still not repaired and oil smell is still there.***Talk to tenant before talking to property managment company***,2006 Dec 15 12:00:00 AM,2007 Mar 14 12:00:00 AM,Compliance Achieved,Completed,4001 SW 106TH ST,98146,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1010567-VI,47.50803124,-122.3830619,"(47.50803124, -122.3830619)",12,2006,4,3,2007,1,False,False,89,1,False,True,False,False,True,False,False
001302-07CP,Complaint,Request,Emergency,WATER WAS TURNED OFF ON THURSDAY 1/25/07 FOR THE ENTIRE BUILDING,2007 Jan 29 12:00:00 AM,,,Completed,6236 STANLEY AVE S,98108,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001302-07CP,47.54732367,-122.31503767,"(47.54732367, -122.31503767)",1,2007,1,,,,True,True,,1,True,False,False,False,False,False,False
001552-07CP,Complaint,Request,Emergency,Roof has been leaking for 2 weeks. Workers have been coming each day at noon to work on it but it does not get better. All rooms are leaking. Maria Velez called on behalf of her parents Odilia Leon and Aurelio Velez. A Spanish translator is needed for this building. See other complaints. The tenants are very angry. They do not have the name of the person they pay rent to but they live across the street in a purplish pink house. PLEASE SEE APT 9 FIRST AS IT IS THE WORST UNIT.,2007 Feb 20 12:00:00 AM,2007 Feb 21 12:00:00 AM,Completed,Completed,555 S CLOVERDALE ST,98108,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001552-07CP,47.52628421,-122.32603153,"(47.52628421, -122.32603153)",2,2007,1,2,2007,1,False,False,1,1,True,False,False,False,True,False,False
001564-07CP,Complaint,Request,Emergency,"He found this room to rent on Craig's List and moved in two weeks ago on a month to month. The owner lives on the premises and rents out another bedroom to another tenant. The only heat source in the house is a wood burning stove which does not have proper ventilation and the house gets smokey. The owner is the only one who can operate the stove. Tenant says it gets very cold. The owner has dogs that defecate in the common areas of the house. When the tenant complained, the owner said he could",2007 Feb 20 12:00:00 AM,2007 Feb 23 12:00:00 AM,Completed,Completed,7926 10TH AVE SW,98106,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001564-07CP,47.53112584,-122.34779826,"(47.53112584, -122.34779826)",2,2007,1,2,2007,1,False,False,3,1,True,False,False,False,False,False,False
002251-07CP,Complaint,Request,Emergency,"Water is to be shut off tomorrow (bill has not been paid in a year). Owner and manager not returning calls. Maintenance man, Tim (206-356-9006) said he will contact owner--this is the only person the tenant was able to contact in person.",2007 Apr 12 12:00:00 AM,,,Completed,3816 BEACH DR SW,98116,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002251-07CP,47.56964673,-122.40924879,"(47.56964673, -122.40924879)",4,2007,2,,,,True,True,,1,True,False,False,False,False,False,False
003464-07CP,Complaint,Request,Emergency,"While performing a building inspection for Permit 6144878 ""Non-structural fire damage repair to existing laundry/electrical shed per STFI."" The Building Inspector learned that the electricity has been shut off to this 12 unit apartment house since the electrical fire (prior to 6/28/07). According to the contractor, none of the tenants wanted to leave. The Building Inspector strongly encouraged the contractor to provide some kind of electricity to the tenants (generator?) and was especially conc",2007 Jul 02 12:00:00 AM,2007 Jul 03 12:00:00 AM,Completed,Completed,6314 42ND AVE SW,98136,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003464-07CP,47.54618488,-122.38534221,"(47.54618488, -122.38534221)",7,2007,3,7,2007,3,False,False,1,1,True,False,False,False,True,False,False
1011137-VI,Notice of Violation,Case,Emergency,Roof has been leaking for 2 weeks. Workers have been coming each day at noon to work on it but it does not get better. All rooms are leaking. Maria Velez called on behalf of her parents Odilia Leon and Aurelio Velez. A Spanish translator is needed for this building. See other complaints. The tenants are very angry. They do not have the name of the person they pay rent to but they live across the street in a purplish pink house. PLEASE SEE APT 9 FIRST AS IT IS THE WORST UNIT.,2007 Feb 21 12:00:00 AM,2007 Feb 27 12:00:00 AM,Compliance Achieved,Completed,555 S CLOVERDALE ST,98108,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1011137-VI,47.52628421,-122.32603153,"(47.52628421, -122.32603153)",2,2007,1,2,2007,1,False,False,6,1,False,True,False,False,True,False,False
1011198-CT,Citation,Case,Emergency,There are (2)refrigerators in the side yard outdoor junk storage.  Zoning violation.,2007 Feb 27 12:00:00 AM,2007 Apr 20 12:00:00 AM,Compliance Achieved,Completed,7926 10TH AVE SW,98106,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1011198-CT,47.53112584,-122.34779826,"(47.53112584, -122.34779826)",2,2007,1,4,2007,2,False,False,52,1,False,False,True,False,False,False,False
1011204-VI,Notice of Violation,Case,Emergency,"He found this room to rent on Craig's List and moved in two weeks ago on a month to month. The owner lives on the premises and rents out another bedroom to another tenant. The only heat source in the house is a wood burning stove which does not have proper ventilation and the house gets smokey. The owner is the only one who can operate the stove. Tenant says it gets very cold. The owner has dogs that defecate in the common areas of the house. When the tenant complained, the owner said he could",2007 Feb 27 12:00:00 AM,2009 May 05 12:00:00 AM,Compliance Achieved,Completed,7926 10TH AVE SW,98106,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1011204-VI,47.53112584,-122.34779826,"(47.53112584, -122.34779826)",2,2007,1,5,2009,2,False,False,798,1,False,True,False,False,False,False,False
1011266-VI,Notice of Violation,Case,Emergency,"He found this room to rent on Craig's List and moved in two weeks ago on a month to month. The owner lives on the premises and rents out another bedroom to another tenant. The only heat source in the house is a wood burning stove which does not have proper ventilation and the house gets smokey. The owner is the only one who can operate the stove. Tenant says it gets very cold. The owner has dogs that defecate in the common areas of the house. When the tenant complained, the owner said he could",2007 Mar 06 12:00:00 AM,2007 Mar 13 12:00:00 AM,Compliance Achieved,Completed,7926 10TH AVE SW,98106,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1011266-VI,47.53112584,-122.34779826,"(47.53112584, -122.34779826)",3,2007,1,3,2007,1,False,False,7,1,False,True,False,False,False,False,False
1011273-VI,Notice of Violation,Case,Emergency,"He found this room to rent on Craig's List and moved in two weeks ago on a month to month. The owner lives on the premises and rents out another bedroom to another tenant. The only heat source in the house is a wood burning stove which does not have proper ventilation and the house gets smokey. The owner is the only one who can operate the stove. Tenant says it gets very cold. The owner has dogs that defecate in the common areas of the house. When the tenant complained, the owner said he could",2007 Mar 06 12:00:00 AM,,,Completed,7926 10TH AVE SW,98106,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1011273-VI,47.53112584,-122.34779826,"(47.53112584, -122.34779826)",3,2007,1,,,,True,True,,1,False,True,False,False,False,False,False
1012671-VI,Notice of Violation,Case,Emergency,"While performing a building inspection for Permit 6144878 ""Non-structural fire damage repair to existing laundry/electrical shed per STFI."" The Building Inspector learned that the electricity has been shut off to this 12 unit apartment house since the electrical fire (prior to 6/28/07). According to the contractor, none of the tenants wanted to leave. The Building Inspector strongly encouraged the contractor to provide some kind of electricity to the tenants (generator?) and was especially conc",2007 Jul 03 12:00:00 AM,2007 Jul 20 12:00:00 AM,Compliance Achieved,Completed,6314 42ND AVE SW,98136,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1012671-VI,47.54618488,-122.38534221,"(47.54618488, -122.38534221)",7,2007,3,7,2007,3,False,False,17,1,False,True,False,False,True,False,False
002099-08CP,Complaint,Request,Emergency,Water service has been disconnected by SPU for failure to pay outstanding charges.,2008 Mar 28 12:00:00 AM,,,Completed,3217 SW BARTON ST,98126,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002099-08CP,47.52088504,-122.37491123,"(47.52088504, -122.37491123)",3,2008,1,,,,True,True,,1,True,False,False,False,False,False,False
003246-08CP,Complaint,Request,Emergency,No water for a week. Landlord says he paid the bill with cash. When she called water department they forwarded her to us. Her work number is 206-439-7813 (she says to use this number for emergencies only).,2008 Jun 09 12:00:00 AM,2008 Jun 09 12:00:00 AM,Completed,Completed,9010 3RD AVE S,98108,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003246-08CP,47.52238583,-122.33041642,"(47.52238583, -122.33041642)",6,2008,2,6,2008,2,False,False,0,1,True,False,False,False,True,False,False
003583-08CP,Complaint,Request,Emergency,"Tub stopped draining in April, owner moved in downstairs June, tub stopped draining again this month and property manager (father of owner) said he would not fix. Tub overflowed on 6/21/08, tenant paid plumber to try to fix on 6/22/08. Plumber said he couldn't fix. Owners are not going to fix until they get a 2nd opinion. Tub still not fixed and there has been standing water in the tub since Saturday. This is the only bathroom with a tub or shower in the unit.Owner is living in what appears to",2008 Jun 26 12:00:00 AM,2008 Jun 30 12:00:00 AM,Completed,Completed,5909 17TH AVE SW,98106,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003583-08CP,47.54985041,-122.35636976,"(47.54985041, -122.35636976)",6,2008,2,6,2008,2,False,False,4,1,True,False,False,False,False,False,False
004121-08CP,Complaint,Request,Emergency,EXTERIOR WALL HAS HOLES WHERE RODENTS GET INTO HOUSE--THE FIREPLACE IS COLLAPSING--FURNACE DOESN'T WORK,2008 Jul 25 12:00:00 AM,2008 Aug 26 12:00:00 AM,Completed,Completed,11418 ARROYO BEACH PL SW,98146,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004121-08CP,47.50097761,-122.38223098,"(47.50097761, -122.38223098)",7,2008,3,8,2008,3,False,False,32,1,True,False,False,False,True,False,False
004434-08CP,Complaint,Request,Emergency,Water has been shut off. Will call back with property manager's info and will see if problem has been resolved.,2008 Aug 11 12:00:00 AM,2008 Aug 11 12:00:00 AM,Completed,Completed,3440 WALNUT AVE SW,98116,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004434-08CP,47.57193955,-122.38333793,"(47.57193955, -122.38333793)",8,2008,3,8,2008,3,False,False,0,1,True,False,False,False,False,False,False
004622-08CP,Complaint,Request,Emergency,Water turned off today. Rent is paid for this Section 8 tenant who has lived here for 3 years with her 4 kids.,2008 Aug 18 12:00:00 AM,2008 Aug 18 12:00:00 AM,Completed,Completed,910 SW KENYON ST,98106,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004622-08CP,47.53208657,-122.3473986,"(47.53208657, -122.3473986)",8,2008,3,8,2008,3,False,False,0,1,True,False,False,False,False,False,False
005182-08CP,Complaint,Request,Emergency,"Landlord is supposed to pay water, sewer & garbage. Water was just shut off.",2008 Sep 19 12:00:00 AM,2008 Sep 19 12:00:00 AM,Completed,Completed,6913 25TH AVE SW,98106,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005182-08CP,47.5403112,-122.36468891,"(47.5403112, -122.36468891)",9,2008,3,9,2008,3,False,False,0,1,True,False,False,False,True,False,False
1016146-VI,Notice of Violation,Case,Emergency,No water for a week. Landlord says he paid the bill with cash. When she called water department they forwarded her to us. Her work number is 206-439-7813 (she says to use this number for emergencies only).,2008 Jun 11 12:00:00 AM,2008 Jun 10 12:00:00 AM,Compliance Achieved,Completed,9010 3RD AVE S,98108,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1016146-VI,47.52238583,-122.33041642,"(47.52238583, -122.33041642)",6,2008,2,6,2008,2,False,False,-1,1,False,True,False,False,True,False,False
1017038-VI,Notice of Violation,Case,Emergency,Water turned off today. Rent is paid for this Section 8 tenant who has lived here for 3 years with her 4 kids.,2008 Aug 19 12:00:00 AM,2008 Aug 19 12:00:00 AM,Compliance Achieved,Completed,910 SW KENYON ST,98106,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1017038-VI,47.53208657,-122.3473986,"(47.53208657, -122.3473986)",8,2008,3,8,2008,3,False,False,0,1,False,True,False,False,False,False,False
1017131-VI,Notice of Violation,Case,Emergency,EXTERIOR WALL HAS HOLES WHERE RODENTS GET INTO HOUSE--THE FIREPLACE IS COLLAPSING--FURNACE DOESN'T WORK,2008 Aug 27 12:00:00 AM,2008 Sep 02 12:00:00 AM,Compliance Achieved,Completed,11418 ARROYO BEACH PL SW,98146,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1017131-VI,47.50097761,-122.38223098,"(47.50097761, -122.38223098)",8,2008,3,9,2008,3,False,False,6,1,False,True,False,False,True,False,False
1017203-VI,Notice of Violation,Case,Emergency,EXTERIOR WALL HAS HOLES WHERE RODENTS GET INTO HOUSE--THE FIREPLACE IS COLLAPSING--FURNACE DOESN'T WORK,2008 Sep 03 12:00:00 AM,2008 Sep 11 12:00:00 AM,Compliance Achieved,Completed,11418 ARROYO BEACH PL SW,98146,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1017203-VI,47.50097761,-122.38223098,"(47.50097761, -122.38223098)",9,2008,3,9,2008,3,False,False,8,1,False,True,False,False,True,False,False
1017381-VI,Notice of Violation,Case,Emergency,"Landlord is supposed to pay water, sewer & garbage. Water was just shut off.",2008 Sep 19 12:00:00 AM,2008 Sep 22 12:00:00 AM,Compliance Achieved,Completed,6913 25TH AVE SW,98106,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1017381-VI,47.5403112,-122.36468891,"(47.5403112, -122.36468891)",9,2008,3,9,2008,3,False,False,3,1,False,True,False,False,True,False,False
