RecordNum,RecordType,RecordTypeMapped,RecordTypeDesc,Description,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalZip,Link,Latitude,Longitude,Location1,OpenMonth,OpenYear,OpenQuarter,LastInspMonth,LastInspYear,LastInspQuarter,NoInspDate T/F,NoInspResult T/F,OpenToLastInspDays,District,CP,VI,CT,RecordTypeDescBlank,No_Heat,No_Hot_Water,Gas_Shutoff,HAB,EVIC,DISP,RENT,PERMIT,LEGAL,Plumbing,Mold,Pests,Appliances,Electrical,Fire_Safety,Structural,Trash_Site,Tenant_Rights,Security_Retaliation
001052-04CP,Complaint,Request,Construction,"From 1/8/04 online complaint: ""The type of construction appears to exceed the brief description on permit # 735024. Presently there are no windows, no roof, no doors, and the plywood siding is badly weathered. No posted permit visited from street. I saw neither a permanent nor temporary electrical service, but numerous power cords run over fence to house on south (8804). Permit says ""no"" for environmentally sensitve area despite GIS map showing ECA includes east 1/3 of lot.""",2004 Jan 08 12:00:00 AM,,,Completed,8814 30TH AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001052-04CP,47.69352473,-122.39551897,"(47.69352473, -122.39551897)",1,2004,1,,,,True,True,,6,True,False,False,False,false,false,false,true,false,true,false,true,false,false,false,false,false,true,false,false,false,false,false
001079-04CP,Complaint,Request,Construction,Retaining wall (composed of broken concrete) has failed due to stockpiling of soil on top of the retaining wall. Now the retaining wall is leaning into and is being held up by the neighbor's garage at 2222 NW 64th St.,2004 Jan 12 12:00:00 AM,2004 Jan 13 12:00:00 AM,Completed,Completed,2309 NW 65TH ST,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001079-04CP,47.67579077,-122.38575283,"(47.67579077, -122.38575283)",1,2004,1,1,2004,1,False,False,1,6,True,False,False,False,false,false,false,false,false,false,false,false,false,true,false,false,true,false,false,true,true,false,false
001088-04CP,Complaint,Request,Construction,Huge mud puddle abutting his property from neighboring demolition. Concerned that moisture might erode the footings of his building.,2004 Jan 13 12:00:00 AM,2004 Jan 14 12:00:00 AM,Completed,Completed,1515 NW LEARY WAY,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001088-04CP,47.66341745,-122.37706945,"(47.66341745, -122.37706945)",1,2004,1,1,2004,1,False,False,1,6,True,False,False,False,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false
001092-04CP,Complaint,Request,Construction,"Grading w/o permit in ECA 2 (mapped ""New Potential Slide"" area).  Owner has removed vegetation and dirt, is currently putting in a driveway for new SFR.",2004 Jan 13 12:00:00 AM,2004 Jan 16 12:00:00 AM,Completed,Completed,2328 NW 96TH ST,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001092-04CP,47.6992136,-122.38662528,"(47.6992136, -122.38662528)",1,2004,1,1,2004,1,False,False,3,6,True,False,False,False,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false
001106-04CP,Complaint,Request,Construction,Replaced roof approximately 2-3 months ago and new eaves project into south side yard at least a foot beyond the original roof. Caller thinks they may extend to property line.Not sure if this work was related to active permit 735142.,2004 Jan 14 12:00:00 AM,2004 Jan 22 12:00:00 AM,Completed,Completed,8222 CORLISS AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001106-04CP,47.68938518,-122.33079399,"(47.68938518, -122.33079399)",1,2004,1,1,2004,1,False,False,8,6,True,False,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
001143-04CP,Complaint,Request,Construction,DEMO GARAGE W/O PERMIT.,2004 Jan 20 12:00:00 AM,,,Completed,404 NW 72ND ST,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001143-04CP,47.68092108,-122.36181456,"(47.68092108, -122.36181456)",1,2004,1,,,,True,True,,6,True,False,False,False,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,true,false,false
001148-04CP,Complaint,Request,Construction,CONSTRUCTING ADDING TO REAR OF STRUCTURE W/O PERMITS. (10FT X 40FT RUNS ALL ALONG BACK OF BUILDING.),2004 Jan 20 12:00:00 AM,2004 Jan 22 12:00:00 AM,Completed,Completed,8055 15TH AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001148-04CP,47.68833,-122.37721209,"(47.68833, -122.37721209)",1,2004,1,1,2004,1,False,False,2,6,True,False,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
001153-04CP,Complaint,Request,Construction,#737905--SFD IS TOO TALL--AT LEAST 40 FEET HIGH.  HEIGHT LIMIT IS 25 FEET.,2004 Jan 20 12:00:00 AM,2004 Jan 26 12:00:00 AM,Completed,Completed,7440 LATONA AVE NE,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001153-04CP,47.68302843,-122.3254129,"(47.68302843, -122.3254129)",1,2004,1,1,2004,1,False,False,6,6,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
001161-04CP,Complaint,Request,Construction,Work occurring without a permit: walls being moved and lots of building materials being brought in.,2004 Jan 20 12:00:00 AM,2004 Jan 22 12:00:00 AM,Completed,Completed,5425 RUSSELL AVE NW,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001161-04CP,47.66832187,-122.38305691,"(47.66832187, -122.38305691)",1,2004,1,1,2004,1,False,False,2,6,True,False,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false
001165-04CP,Complaint,Request,Construction,HOUSE IS BUILT TALLER THAN SHOWN ON THE PLANS--#736406,2004 Jan 21 12:00:00 AM,2004 Jan 26 12:00:00 AM,Completed,Completed,2838 44TH AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001165-04CP,47.64605354,-122.41289132,"(47.64605354, -122.41289132)",1,2004,1,1,2004,1,False,False,5,6,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
001236-04CP,Complaint,Request,Construction,Driveway not per plan #736630. Curb cut too wide.Told complainant that inspector would look at this during the next inspection (which may be in a few weeks).,2004 Jan 27 12:00:00 AM,2004 Feb 19 12:00:00 AM,Completed,Completed,501 N 72ND ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001236-04CP,47.68087668,-122.35243912,"(47.68087668, -122.35243912)",1,2004,1,2,2004,1,False,False,23,6,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false
001264-04CP,Complaint,Request,Construction,CARPORT EXTENDED TO PROPERTY LINE W/O PERMIT--CREATING PROBLEMS FOR COMPLAINANT WHO WISHES TO BUILD AN ADDITION,2004 Jan 28 12:00:00 AM,2004 Feb 06 12:00:00 AM,Completed,Completed,9406 WHITNEY PL NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001264-04CP,47.69728244,-122.39842594,"(47.69728244, -122.39842594)",1,2004,1,2,2004,1,False,False,9,6,True,False,False,False,false,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false
001303-04CP,Complaint,Request,Construction,"PUTTING ""Y"" CONNECTOR INTO 50 AMP ELECTRICAL SERVICE OUTLET TO RUN TWO 30 AMP CABLES FROM THE FOLLOWING LOCATIONS:PIER F - SLIP #13PIER G - SLIPS #4, 19, 29 AND 51PIER K - SLIPS #16, 40, 47 AND 55COMPLAINANT SAYS THAT THE PORT OF SEATTLE (OWNER) HAS BEEN IGNORING HIM.  REFERRED TO DPD BY THE FIRE DEPT.",2004 Feb 02 12:00:00 AM,2004 Feb 10 12:00:00 AM,Completed,Completed,7001 SEAVIEW AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001303-04CP,47.68002469,-122.40580069,"(47.68002469, -122.40580069)",2,2004,1,2,2004,1,False,False,8,6,True,False,False,False,false,false,false,true,false,false,false,false,true,false,false,false,false,true,true,false,false,false,false
001327-04CP,Complaint,Request,Construction,Side sewer work without a permit. Referred by Kevin Donnelly.,2004 Feb 03 12:00:00 AM,2004 Feb 06 12:00:00 AM,Completed,Completed,8351 10TH AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001327-04CP,47.69024245,-122.36962348,"(47.69024245, -122.36962348)",2,2004,1,2,2004,1,False,False,3,6,True,False,False,False,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false
001361-04CP,Complaint,Request,Construction,REPRESENTS CONCERNED NEIGHBORS WHO BELIEVE THAT HOUSE IS TALLER THAN ALLOWED--#736774,2004 Feb 05 12:00:00 AM,2004 Feb 19 12:00:00 AM,Completed,Completed,6416 34TH AVE NW,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001361-04CP,47.67541375,-122.40077373,"(47.67541375, -122.40077373)",2,2004,1,2,2004,1,False,False,14,6,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
001367-04CP,Complaint,Request,Construction,"NEW PIPES CAN BE SEEN ON HILLSIDE ABOVE PERKINS LANE--AFTER RAIN, WATER BUBBLES UP BENEATH PERKINS LANE--THIS DID NOT HAPPEN BEFORE CONSTRUCTION PROJECT--IS EVERYTHING CONNECTED AS IT SHOULD BE?",2004 Feb 06 12:00:00 AM,2004 Feb 10 12:00:00 AM,Completed,Completed,2845 MAGNOLIA BLVD W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001367-04CP,47.64655579,-122.41539003,"(47.64655579, -122.41539003)",2,2004,1,2,2004,1,False,False,4,6,True,False,False,False,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false
001427-04CP,Complaint,Request,Construction,BUILDING LARGE DECK IN BACK YARD W/O PERMIT,2004 Feb 12 12:00:00 AM,2004 Feb 13 12:00:00 AM,Completed,Completed,609 NW 82ND ST,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001427-04CP,47.68821363,-122.3637247,"(47.68821363, -122.3637247)",2,2004,1,2,2004,1,False,False,1,6,True,False,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
001443-04CP,Complaint,Request,Construction,Joyce White came to Key Tower on 2/12/04 upset about work occurring without a permit.Rick Johnson/DPD sent Site Inspector Tawni Hoang to investigate work w/o permits on 2/12/04.,2004 Feb 13 12:00:00 AM,2004 Feb 12 12:00:00 AM,Completed,Completed,8321 11TH AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001443-04CP,47.68937807,-122.37073979,"(47.68937807, -122.37073979)",2,2004,1,2,2004,1,False,False,-1,6,True,False,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
001455-04CP,Complaint,Request,Construction,"Exterior stairs without a permit and work with an expired permit (#722333).Complainant feels that DPD is ""in collusion"" with property owners and contractors in this area of Seattle. The complainant asked me about response time (the time it takes between a complaint called in and the initial inspection) and I told them it was 3 to 7 business days. The complainant is upset about previous complaints because there was two months between their call and the initial inspection.",2004 Feb 13 12:00:00 AM,2004 Feb 18 12:00:00 AM,Completed,Completed,2828 43RD AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001455-04CP,47.64579435,-122.41169211,"(47.64579435, -122.41169211)",2,2004,1,2,2004,1,False,False,5,6,True,False,False,False,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,true,false
001537-04CP,Complaint,Request,Construction,Height not per plan (see highlighted portion of 2/23/04 handwritten complaint).,2004 Feb 23 12:00:00 AM,2004 Mar 15 12:00:00 AM,Completed,Completed,2309 NW 65TH ST,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001537-04CP,47.67579077,-122.38575283,"(47.67579077, -122.38575283)",2,2004,1,3,2004,1,False,False,21,6,True,False,False,False,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false
001543-04CP,Complaint,Request,Construction,Wastewater drain pipe on west side of house froze and cracked during our cold snap.  Now about half of the wastewater is draining onto complainant's rental property.,2004 Feb 23 12:00:00 AM,2004 Mar 17 12:00:00 AM,Completed,Completed,341 NW 83RD ST,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001543-04CP,47.68886272,-122.36246063,"(47.68886272, -122.36246063)",2,2004,1,3,2004,1,False,False,23,6,True,False,False,False,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false
001576-04CP,Complaint,Request,Construction,building w/o permitLOCATION IS INVALID. CANNOT CONTACT CALLER DUE TO REFUSAL OF CONTACT NUMBER.,2004 Feb 24 12:00:00 AM,,,Completed,2110 N 77TH ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001576-04CP,47.6853013,-122.33245405,"(47.6853013, -122.33245405)",2,2004,1,,,,True,True,,6,True,False,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
001612-04CP,Complaint,Request,Construction,Driveway easement for 8311 11th Avenue NW not included in legal description for Permit 740412/Project 2400439.,2004 Feb 27 12:00:00 AM,2004 Mar 05 12:00:00 AM,Completed,Completed,8317 11TH AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001612-04CP,47.68929861,-122.37074927,"(47.68929861, -122.37074927)",2,2004,1,3,2004,1,False,False,7,6,True,False,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
001631-04CP,Complaint,Request,Construction,"New owner remodelling house for two months - has taken it down to the studs, replaced the windows. Truck loads of drywall have been removed. No permits.",2004 Mar 01 12:00:00 AM,2004 Mar 23 12:00:00 AM,Completed,Completed,404 NE 50TH ST,98105,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001631-04CP,47.66521796,-122.32372763,"(47.66521796, -122.32372763)",3,2004,1,3,2004,1,False,False,22,6,True,False,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false
001673-04CP,Complaint,Request,Construction,"Per online complaint dated 2/28/04: ""Excessive accumulation of construction debris and garbage in front of property. Insufficient run-off protection.""",2004 Mar 03 12:00:00 AM,2004 Mar 04 12:00:00 AM,Completed,Completed,5104 2ND AVE NW,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001673-04CP,47.66597936,-122.35853253,"(47.66597936, -122.35853253)",3,2004,1,3,2004,1,False,False,1,6,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false
001674-04CP,Complaint,Request,Construction,"Per online complaint dated 2/29/04: ""A new sewer line has been installed over the weekend. The work was performed by a contractor on Saturday and Sunday and I believe there was no permit for it.""",2004 Mar 03 12:00:00 AM,,,Completed,3813 24TH AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001674-04CP,47.65451556,-122.38793342,"(47.65451556, -122.38793342)",3,2004,1,,,,True,True,,6,True,False,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
001675-04CP,Complaint,Request,Construction,Per online complaint dated 2/29/04: A new sewer line has been installed over the weekend. The work was performed by a contractor on Saturday and Sunday and I believe there was no permit for it.,2004 Mar 03 12:00:00 AM,,,Completed,3813 24TH AVE W,98199,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001675-04CP,47.65451556,-122.38793342,"(47.65451556, -122.38793342)",3,2004,1,,,,True,True,,6,True,False,False,False,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false
001717-04CP,Complaint,Request,Construction,Demolishing house & removed two (2) trees.,2004 Mar 08 12:00:00 AM,2004 Mar 09 12:00:00 AM,Completed,Completed,837 NW 62ND ST,98107,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001717-04CP,47.67365045,-122.36778654,"(47.67365045, -122.36778654)",3,2004,1,3,2004,1,False,False,1,6,True,False,False,False,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false
001748-04CP,Complaint,Request,Construction,New SFR exceeding maximum height limit.,2004 Mar 09 12:00:00 AM,,,Completed,502 N 72ND ST,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001748-04CP,47.68123744,-122.35236997,"(47.68123744, -122.35236997)",3,2004,1,,,,True,True,,6,True,False,False,False,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
