ï»¿RecordNum,RecordType,RecordTypeMapped,RecordTypeDesc,Description,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalZip,Link,Latitude,Longitude,Location1,OpenMonth,OpenYear,OpenQuarter,LastInspMonth,LastInspYear,LastInspQuarter,NoInspDate T/F,NoInspResult T/F,OpenToLastInspDays,District,CP,VI,CT,RecordTypeDescBlank,HealthSafetyHabitability,HarassmentRetaliationDisplacement,RightsViolations
1004211-VI,Notice of Violation,Case,Emergency,Sewage backup in basement has not been cleaned up and area sanitized.  The unit has no heat.,2004 Dec 30 12:00:00 AM,2005 Jan 05 12:00:00 AM,Compliance Achieved,Completed,3315 NE 135TH ST,98125,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1004211-VI,47.72628107,-122.29148975,"(47.72628107, -122.29148975)",12,2004,4,1,2005,1,False,False,6,5,False,True,False,False,True,False,False
005199-05CP,Complaint,Request,Emergency,No water and electricity will be turned off today.,2005 Dec 23 12:00:00 AM,2005 Dec 23 12:00:00 AM,Completed,Completed,12326 33RD AVE NE,98125,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005199-05CP,47.71817762,-122.29239108,"(47.71817762, -122.29239108)",12,2005,4,12,2005,4,False,False,0,5,True,False,False,False,True,False,False
1007113-VI,Notice of Violation,Case,Emergency,No water and electricity will be turned off today.,2005 Dec 23 12:00:00 AM,,,Completed,12326 33RD AVE NE,98125,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1007113-VI,47.71817762,-122.29239108,"(47.71817762, -122.29239108)",12,2005,4,,,,True,True,,5,False,True,False,False,True,False,False
002391-06CP,Complaint,Request,Emergency,,2006 May 01 12:00:00 AM,2006 May 01 12:00:00 AM,Completed,Completed,838 NE 86TH ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002391-06CP,47.6915154,-122.31862773,"(47.6915154, -122.31862773)",5,2006,2,5,2006,2,False,False,0,5,True,False,False,False,False,False,False
002416-06CP,Complaint,Request,Emergency,Waster was turned off by Seattle City Light.  Owner is responsible for paying all utilities per contract with the Seattle Housing Authority.,2006 May 03 12:00:00 AM,2006 May 03 12:00:00 AM,Completed,Completed,838 NE 86TH ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002416-06CP,47.6915154,-122.31862773,"(47.6915154, -122.31862773)",5,2006,2,5,2006,2,False,False,0,5,True,False,False,False,False,False,False
003593-06CP,Complaint,Request,Emergency,She wants fixed the electrical permit notes suggestions made by the Electrical Company on 5/10/2006.  3 appts were made and not kept by Acme Electrical.  Not safe for kids with electrical wires sticking out.  House has caught fire in the past.  She is concerned about it catching fire again.,2006 Jul 26 12:00:00 AM,2006 Aug 01 12:00:00 AM,Completed,Completed,9538 EVANSTON AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003593-06CP,47.69892337,-122.35101442,"(47.69892337, -122.35101442)",7,2006,3,8,2006,3,False,False,6,5,True,False,False,False,False,False,False
003868-06CP,Complaint,Request,Emergency,No water service to residence. Garden hose connected to spigot from neighboring residence.,2006 Aug 11 12:00:00 AM,2006 Aug 11 12:00:00 AM,Completed,Completed,10225 EVANSTON AVE N,98133,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003868-06CP,47.70335346,-122.35094031,"(47.70335346, -122.35094031)",8,2006,3,8,2006,3,False,False,0,5,True,False,False,False,True,False,False
003938-06CP,Complaint,Request,Emergency,Unit A's water meter was shut off since July 05. Garden hose is being connected from Unit C to unit A. Unit B has received shut-off notice.,2006 Aug 16 12:00:00 AM,2006 Aug 16 12:00:00 AM,Completed,Completed,223 N 143RD ST,98133,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003938-06CP,47.73186018,-122.35637785,"(47.73186018, -122.35637785)",8,2006,3,8,2006,3,False,False,0,5,True,False,False,False,False,False,False
1008277-VI,Notice of Violation,Case,Emergency,,2006 May 01 12:00:00 AM,2006 May 02 12:00:00 AM,Compliance Achieved,Completed,838 NE 86TH ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1008277-VI,47.6915154,-122.31862773,"(47.6915154, -122.31862773)",5,2006,2,5,2006,2,False,False,1,5,False,True,False,False,False,False,False
1008320-VI,Notice of Violation,Case,Emergency,Waster was turned off by Seattle City Light.  Owner is responsible for paying all utilities per contract with the Seattle Housing Authority.,2006 May 03 12:00:00 AM,2006 May 09 12:00:00 AM,Compliance Achieved,Completed,838 NE 86TH ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1008320-VI,47.6915154,-122.31862773,"(47.6915154, -122.31862773)",5,2006,2,5,2006,2,False,False,6,5,False,True,False,False,False,False,False
1009204-VI,Notice of Violation,Case,Emergency,She wants fixed the electrical permit notes suggestions made by the Electrical Company on 5/10/2006.  3 appts were made and not kept by Acme Electrical.  Not safe for kids with electrical wires sticking out.  House has caught fire in the past.  She is concerned about it catching fire again.,2006 Aug 03 12:00:00 AM,2006 Oct 27 12:00:00 AM,Compliance Achieved,Completed,9538 EVANSTON AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1009204-VI,47.69892337,-122.35101442,"(47.69892337, -122.35101442)",8,2006,3,10,2006,4,False,False,85,5,False,True,False,False,False,False,False
1009338-VI,Notice of Violation,Case,Emergency,No water service to residence. Garden hose connected to spigot from neighboring residence.,2006 Aug 11 12:00:00 AM,2006 Aug 15 12:00:00 AM,Compliance Achieved,Completed,10225 EVANSTON AVE N,98133,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1009338-VI,47.70335346,-122.35094031,"(47.70335346, -122.35094031)",8,2006,3,8,2006,3,False,False,4,5,False,True,False,False,True,False,False
1009390-VI,Notice of Violation,Case,Emergency,Unit A's water meter was shut off since July 05. Garden hose is being connected from Unit C to unit A. Unit B has received shut-off notice.,2006 Aug 16 12:00:00 AM,2006 Aug 18 12:00:00 AM,Compliance Achieved,Completed,223 N 143RD ST,98133,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1009390-VI,47.73186018,-122.35637785,"(47.73186018, -122.35637785)",8,2006,3,8,2006,3,False,False,2,5,False,True,False,False,False,False,False
001619-07CP,Complaint,Request,Emergency,No heat,2007 Feb 23 12:00:00 AM,2007 Feb 23 12:00:00 AM,Completed,Completed,10714 FREMONT AVE N,98133,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001619-07CP,47.70702246,-122.34973337,"(47.70702246, -122.34973337)",2,2007,1,2,2007,1,False,False,0,5,True,False,False,False,True,False,False
005576-07CP,Complaint,Request,Emergency,"Water has been shut off this afternoon (water bill is approx. $2,400).",2007 Nov 14 12:00:00 AM,,,Completed,10215 EVANSTON AVE N,98133,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005576-07CP,47.70312583,-122.35106885,"(47.70312583, -122.35106885)",11,2007,4,,,,True,True,,5,True,False,False,False,False,False,False
1011178-VI,Notice of Violation,Case,Emergency,No heat,2007 Feb 23 12:00:00 AM,2007 Feb 28 12:00:00 AM,Compliance Achieved,Completed,10714 FREMONT AVE N,98133,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1011178-VI,47.70702246,-122.34973337,"(47.70702246, -122.34973337)",2,2007,1,2,2007,1,False,False,5,5,False,True,False,False,True,False,False
1011217-VI,Notice of Violation,Case,Emergency,No heat,2007 Mar 01 12:00:00 AM,2007 Mar 23 12:00:00 AM,Compliance Achieved,Completed,10714 FREMONT AVE N,98133,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1011217-VI,47.70702246,-122.34973337,"(47.70702246, -122.34973337)",3,2007,1,3,2007,1,False,False,22,5,False,True,False,False,True,False,False
1011219-CT,Citation,Case,Emergency,HBMC violationInsufficient egress window for east room and non-tempered glass located in entry door,2007 Mar 01 12:00:00 AM,2007 Mar 23 12:00:00 AM,Compliance Achieved,Completed,10714 FREMONT AVE N,98133,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1011219-CT,47.70702246,-122.34973337,"(47.70702246, -122.34973337)",3,2007,1,3,2007,1,False,False,22,5,False,False,True,False,False,False,False
003819-08CP,Complaint,Request,Emergency,Sewage backing up into tub & problems with sink and toilet for the last week. Mgr says they are not fixing it because of cost.Note: problems in both H205 & H206.,2008 Jul 10 12:00:00 AM,2008 Jul 14 12:00:00 AM,Completed,Completed,2104 N 105TH ST,98133,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003819-08CP,47.70526948,-122.33293194,"(47.70526948, -122.33293194)",7,2008,3,7,2008,3,False,False,4,5,True,False,False,False,True,False,False
005625-08CP,Complaint,Request,Emergency,"The unit has no heat.  Additionally, the dead bolt on the front door does not lock properly, there is a partially patched hole in the front door, the waste water pipes under the sinks in the bathroom and kitchen leak, the smoke detector does not have a battery installed, and the oven does not work.  The carpet smells like mildew and the unit has roaches.",2008 Oct 21 12:00:00 AM,2008 Oct 27 12:00:00 AM,Completed,Completed,8600 AURORA AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005625-08CP,47.69139769,-122.34421374,"(47.69139769, -122.34421374)",10,2008,4,10,2008,4,False,False,6,5,True,False,False,False,True,False,False
006262-08CP,Complaint,Request,Emergency,Heat has been off since Nov. 10. The heat source is hot water. They shut off the pipes from the hot water heater that heats the townhouse. They left her 4 space heaters but if she plugs in more than 2 the fuses blow. She lives in a 2 bedroom townhouse. She has been using the oven to heat her home and is concerned that her bill will be huge.Paul Gimmi Section 8 Inspector was out 11/11 to give SHA 3 wks to fix. He came out 12/3 and told SHA that he was going to cut off their HAP subsidy 1/1/09 if,2008 Dec 18 12:00:00 AM,2008 Dec 26 12:00:00 AM,Completed,Completed,8514 STONE AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=006262-08CP,47.69104345,-122.34088887,"(47.69104345, -122.34088887)",12,2008,4,12,2008,4,False,False,8,5,True,False,False,False,False,False,False
1016783-VI,Notice of Violation,Case,Emergency,Sewage backing up into tub & problems with sink and toilet for the last week. Mgr says they are not fixing it because of cost.Note: problems in both H205 & H206.,2008 Jul 30 12:00:00 AM,2008 Nov 14 12:00:00 AM,Compliance Achieved,Completed,2104 N 105TH ST,98133,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1016783-VI,47.70526948,-122.33293194,"(47.70526948, -122.33293194)",7,2008,3,11,2008,4,False,False,107,5,False,True,False,False,True,False,False
1017735-VI,Notice of Violation,Case,Emergency,"The unit has no heat.  Additionally, the dead bolt on the front door does not lock properly, there is a partially patched hole in the front door, the waste water pipes under the sinks in the bathroom and kitchen leak, the smoke detector does not have a battery installed, and the oven does not work.  The carpet smells like mildew and the unit has roaches.",2008 Oct 27 12:00:00 AM,2008 Oct 30 12:00:00 AM,Compliance Achieved,Completed,8600 AURORA AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1017735-VI,47.69139769,-122.34421374,"(47.69139769, -122.34421374)",10,2008,4,10,2008,4,False,False,3,5,False,True,False,False,True,False,False
1017736-VI,Notice of Violation,Case,Emergency,"The unit has no heat.  Additionally, the dead bolt on the front door does not lock properly, there is a partially patched hole in the front door, the waste water pipes under the sinks in the bathroom and kitchen leak, the smoke detector does not have a battery installed, and the oven does not work.  The carpet smells like mildew and the unit has roaches.",2008 Oct 27 12:00:00 AM,2009 Feb 05 12:00:00 AM,Compliance Achieved,Completed,8600 AURORA AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1017736-VI,47.69139769,-122.34421374,"(47.69139769, -122.34421374)",10,2008,4,2,2009,1,False,False,101,5,False,True,False,False,True,False,False
1018115-VI,Notice of Violation,Case,Emergency,Heat has been off since Nov. 10. The heat source is hot water. They shut off the pipes from the hot water heater that heats the townhouse. They left her 4 space heaters but if she plugs in more than 2 the fuses blow. She lives in a 2 bedroom townhouse. She has been using the oven to heat her home and is concerned that her bill will be huge.Paul Gimmi Section 8 Inspector was out 11/11 to give SHA 3 wks to fix. He came out 12/3 and told SHA that he was going to cut off their HAP subsidy 1/1/09 if,2008 Dec 26 12:00:00 AM,2009 Jan 02 12:00:00 AM,Compliance Achieved,Completed,8514 STONE AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1018115-VI,47.69104345,-122.34088887,"(47.69104345, -122.34088887)",12,2008,4,1,2009,1,False,False,7,5,False,True,False,False,False,False,False
001429-09CP,Complaint,Request,Emergency,"Tenants have no water - this was reported to SPU on Friday (2/6/2009) and referred to DPD - illegal jumper was removed 2/6/2009, it was covered w/gravel - meter was removed several months ago.",2009 Feb 09 12:00:00 AM,2009 Feb 12 12:00:00 AM,Completed,Completed,2129 N 113TH ST,98133,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001429-09CP,47.71023034,-122.33270085,"(47.71023034, -122.33270085)",2,2009,1,2,2009,1,False,False,3,5,True,False,False,False,True,False,False
004398-09CP,Complaint,Request,Emergency,Water shut-off. ****EMERGENCY ORDER****,2009 Aug 25 12:00:00 AM,2009 Aug 25 12:00:00 AM,Completed,Completed,12245 AURORA AVE N,98133,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004398-09CP,47.71899635,-122.34536741,"(47.71899635, -122.34536741)",8,2009,3,8,2009,3,False,False,0,5,True,False,False,False,False,False,False
1018423-VI,Notice of Violation,Case,Emergency,"Tenants have no water - this was reported to SPU on Friday (2/6/2009) and referred to DPD - illegal jumper was removed 2/6/2009, it was covered w/gravel - meter was removed several months ago.",2009 Feb 09 12:00:00 AM,2009 Feb 18 12:00:00 AM,Compliance Achieved,Completed,2129 N 113TH ST,98133,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1018423-VI,47.71023034,-122.33270085,"(47.71023034, -122.33270085)",2,2009,1,2,2009,1,False,False,9,5,False,True,False,False,True,False,False
1018480-VI,Notice of Violation,Case,Emergency,"Tenants have no water - this was reported to SPU on Friday (2/6/2009) and referred to DPD - illegal jumper was removed 2/6/2009, it was covered w/gravel - meter was removed several months ago.",2009 Feb 13 12:00:00 AM,2009 Feb 18 12:00:00 AM,Compliance Achieved,Completed,2129 N 113TH ST,98133,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1018480-VI,47.71023034,-122.33270085,"(47.71023034, -122.33270085)",2,2009,1,2,2009,1,False,False,5,5,False,True,False,False,True,False,False
1020402-VI,Notice of Violation,Case,Emergency,Water shut-off. ****EMERGENCY ORDER****,2009 Aug 25 12:00:00 AM,,,Completed,12245 AURORA AVE N,98133,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1020402-VI,47.71899635,-122.34536741,"(47.71899635, -122.34536741)",8,2009,3,,,,True,True,,5,False,True,False,False,False,False,False
001542-10CP,Complaint,Request,Emergency,Heater hasn't worked for 2 years - she described it as an oil fueled steam heater. She says she's been burning wood in the fireplace all that time for heat. Also electrical problems - lights not working in bedrooom and overhead light not working in dining room.,2010 Feb 25 12:00:00 AM,2010 Mar 01 12:00:00 AM,Completed,Completed,12055 PHINNEY AVE N,98133,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001542-10CP,47.71761877,-122.35455226,"(47.71761877, -122.35455226)",2,2010,1,3,2010,1,False,False,4,5,True,False,False,False,False,False,False
002089-10CP,Complaint,Request,Emergency,"Per online complaint ""* - discarded or used building materials and old furniture no heat electrical hazards * - Notice of eviction or termination of tenancy to a residential tenant without just cause. * - means pictures are available on request"" I spoke to complainant today 4/20/10 & he stated that he is a tenant. Renting a room.",2010 Apr 16 12:00:00 AM,2010 Apr 26 12:00:00 AM,Completed,Completed,313 N 143RD ST,98133,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002089-10CP,47.73213198,-122.35469949,"(47.73213198, -122.35469949)",4,2010,2,4,2010,2,False,False,10,5,True,False,False,False,True,False,True
002349-10CP,Complaint,Request,Emergency,"No heat. Oil for furnance has run out, landlord refuses to fill. Complainant is on a month to month agreement and is living in his deceased mother's house. Landlord is the Executor of the Estate.",2010 May 06 12:00:00 AM,2010 May 06 12:00:00 AM,Completed,Completed,13728 MERIDIAN AVE N,98133,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002349-10CP,47.7295017,-122.3338282,"(47.7295017, -122.3338282)",5,2010,2,5,2010,2,False,False,0,5,True,False,False,False,True,False,False
003226-10CP,Complaint,Request,Emergency,Sewage smell in house. Plumbers came out and found sewer water under the entire house. Wants housing inspection.,2010 Jun 28 12:00:00 AM,2010 Jun 29 12:00:00 AM,Completed,Completed,1242 NE 130TH ST,98125,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003226-10CP,47.72325846,-122.31341795,"(47.72325846, -122.31341795)",6,2010,2,6,2010,2,False,False,1,5,True,False,False,False,True,False,False
003629-10CP,Complaint,Request,Emergency,No water/electricity.,2010 Jul 20 12:00:00 AM,2010 Jul 20 12:00:00 AM,Completed,Completed,14038 PALATINE AVE N,98133,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003629-10CP,47.73165982,-122.35668544,"(47.73165982, -122.35668544)",7,2010,3,7,2010,3,False,False,0,5,True,False,False,False,True,False,False
1021891-VI,Notice of Violation,Case,Emergency,Heater hasn't worked for 2 years - she described it as an oil fueled steam heater. She says she's been burning wood in the fireplace all that time for heat. Also electrical problems - lights not working in bedrooom and overhead light not working in dining room.,2010 Mar 02 12:00:00 AM,2010 Jun 17 12:00:00 AM,Compliance Achieved,Completed,12055 PHINNEY AVE N,98133,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1021891-VI,47.71761877,-122.35455226,"(47.71761877, -122.35455226)",3,2010,1,6,2010,2,False,False,107,5,False,True,False,False,False,False,False
1022326-VI,Notice of Violation,Case,Emergency,"Per online complaint ""* - discarded or used building materials and old furniture no heat electrical hazards * - Notice of eviction or termination of tenancy to a residential tenant without just cause. * - means pictures are available on request"" I spoke to complainant today 4/20/10 & he stated that he is a tenant. Renting a room.",2010 Apr 26 12:00:00 AM,,,Completed,313 N 143RD ST,98133,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1022326-VI,47.73213198,-122.35469949,"(47.73213198, -122.35469949)",4,2010,2,,,,True,True,,5,False,True,False,False,True,False,True
1022337-CT,Citation,Case,Emergency,outdoor junk storage sfr,2010 Apr 27 12:00:00 AM,2010 Jun 16 12:00:00 AM,Compliance Achieved,Completed,313 N 143RD ST,98133,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1022337-CT,47.73213198,-122.35469949,"(47.73213198, -122.35469949)",4,2010,2,6,2010,2,False,False,50,5,False,False,True,False,False,False,False
1022996-VI,Notice of Violation,Case,Emergency,Sewage smell in house. Plumbers came out and found sewer water under the entire house. Wants housing inspection.,2010 Jun 29 12:00:00 AM,2010 Jul 06 12:00:00 AM,Compliance Achieved,Completed,1242 NE 130TH ST,98125,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1022996-VI,47.72325846,-122.31341795,"(47.72325846, -122.31341795)",6,2010,2,7,2010,3,False,False,7,5,False,True,False,False,True,False,False
1022997-VI,Notice of Violation,Case,Emergency,Sewage smell in house. Plumbers came out and found sewer water under the entire house. Wants housing inspection.,2010 Jun 29 12:00:00 AM,2010 Jul 29 12:00:00 AM,Compliance Achieved,Completed,1242 NE 130TH ST,98125,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1022997-VI,47.72325846,-122.31341795,"(47.72325846, -122.31341795)",6,2010,2,7,2010,3,False,False,30,5,False,True,False,False,True,False,False
1023242-VI,Notice of Violation,Case,Emergency,No water/electricity.,2010 Jul 21 12:00:00 AM,,,Completed,14038 PALATINE AVE N,98133,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1023242-VI,47.73165982,-122.35668544,"(47.73165982, -122.35668544)",7,2010,3,,,,True,True,,5,False,True,False,False,True,False,False
1023243-VI,Notice of Violation,Case,Emergency,No water/electricity.,2010 Jul 21 12:00:00 AM,2010 Aug 03 12:00:00 AM,Compliance Achieved,Completed,14038 PALATINE AVE N,98133,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1023243-VI,47.73165982,-122.35668544,"(47.73165982, -122.35668544)",7,2010,3,8,2010,3,False,False,13,5,False,True,False,False,True,False,False
1023244-CT,Citation,Case,Emergency,Outdoor junk storage,2010 Jul 21 12:00:00 AM,2010 Oct 28 12:00:00 AM,Compliance Achieved,Completed,14038 PALATINE AVE N,98133,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1023244-CT,47.73165982,-122.35668544,"(47.73165982, -122.35668544)",7,2010,3,10,2010,4,False,False,99,5,False,False,True,False,False,False,False
1023309-VI,Notice of Violation,Case,Emergency,No water/electricity.,2010 Jul 26 12:00:00 AM,2010 Jul 28 12:00:00 AM,Compliance Achieved,Completed,14038 PALATINE AVE N,98133,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1023309-VI,47.73165982,-122.35668544,"(47.73165982, -122.35668544)",7,2010,3,7,2010,3,False,False,2,5,False,True,False,False,True,False,False
001717-11CP,Complaint,Request,Emergency,Water has been off for 5 days. Owner not paying bill. Possible illegal unit in basement which is currently unoccupied.,2011 Mar 16 12:00:00 AM,2011 Mar 16 12:00:00 AM,Completed,Completed,9017 3RD AVE NW,98117,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001717-11CP,47.69482565,-122.36114976,"(47.69482565, -122.36114976)",3,2011,1,3,2011,1,False,False,0,5,True,False,False,False,False,False,False
002443-11CP,Complaint,Request,Emergency,"Per online complaint: ""The property was foreclosed on and there are 4 of us renting the porperty. The lease did not include responsibility for the water bill and now the water has been shutoff since we received a notice to vacate within 90 days. This notice was received a few days ago and the water was turned off today.""",2011 May 20 12:00:00 AM,2011 May 27 12:00:00 AM,Completed,Completed,2129 N 113TH ST,98133,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002443-11CP,47.71023034,-122.33270085,"(47.71023034, -122.33270085)",5,2011,2,5,2011,2,False,False,7,5,True,False,False,False,False,False,True
