address_norm,example_raw_address,DISTRICT,elevator_complaint_count,first_elevator_complaint_date,last_elevator_complaint_date,sfd_elevator_rescue_count,first_rescue_date,last_rescue_date,sfd_rescue_at_address_flag,conveyance_active_record_count,conveyance_active_flag,conveyance_active_record_numbers,conveyance_active_record_types,conveyance_active_property_project_names,conveyance_active_statuses,conveyance_active_first_created_date,conveyance_active_last_created_date,conveyance_no_cert_record_count,conveyance_no_cert_flag,conveyance_no_cert_record_numbers,conveyance_no_cert_record_types,conveyance_no_cert_property_project_names,conveyance_no_cert_statuses,conveyance_no_cert_first_created_date,conveyance_no_cert_last_created_date,has_both_complaint_and_rescue_flag,days_first_complaint_to_first_rescue
13000 LINDEN AVE N,13000 LINDEN AVE N,5.0,8,2015-03-26,2023-10-16,5,2023-10-07,2026-01-16,True,3,True,EQP-CY-06658 | EQP-CY-06657 | EQP-CY-06656,Conveyance Equipment Certification,"3-NE - Hydraulic Elevator, City # 8834 | 2-N - Hydraulic Elevator, City # 8833 | 1-S - Hydraulic Elevator, City # 8832",Active,2007-04-02,2007-04-02,0,False,,,,,,,True,3117.0
1301 1ST AVE,1301 1ST AVE,7.0,2,2023-07-12,2024-02-13,6,2021-04-09,2025-08-08,True,6,True,EQP-CY-05638 | EQP-CY-05637 | EQP-CY-05636 | EQP-CY-05635 | EQP-CY-05634 | EQP-CY-05633,Conveyance Equipment Certification,"13 - Cabled Elevator, City # 7389 | 12 - Cabled Elevator, City # 7388 | 11 - Roped Hydraulic Elevator, City # 7352 | 10 - Cabled Elevator, City # 7395 | 9 - Cabled Elevator, City # 7400 | 8 - Cabled Elevator, City # 7399",Active,2000-12-27,2000-12-27,0,False,,,,,,,True,-824.0
13030 LINDEN AVE N,13030 LINDEN AVE N,5.0,2,2017-10-20,2018-11-16,2,2022-09-15,2024-04-22,True,2,True,EQP-CY-06717 | EQP-CY-06716,Conveyance Equipment Certification,"2-E - Hydraulic Elevator, City # 8888 | 1-W - Hydraulic Elevator, City # 8887",Active,2007-08-02,2007-08-02,0,False,,,,,,,True,1791.0
1305 NE 43RD ST,1305 NE 43RD ST,4.0,18,2019-02-21,2024-12-11,3,2020-10-18,2024-05-18,True,2,True,EQP-CY-02979 | EQP-CY-02978,Conveyance Equipment Certification,"P-2 - Cabled Elevator, City # 627 | P-1 - Cabled Elevator, City # 626",Active,1990-03-02,1990-03-02,0,False,,,,,,,True,605.0
1310 MINOR AVE,1310 MINOR AVE,3.0,1,2016-04-20,2016-04-20,2,2023-01-19,2024-04-23,True,2,True,EQP-CY-03040 | EQP-CY-03039,Conveyance Equipment Certification,"2-P - Hydraulic Elevator, City # 5609 | 1-P - Hydraulic Elevator, City # 5608",Active,1990-03-05,1990-03-05,0,False,,,,,,,True,2465.0
1314 SPRING ST,1314 SPRING ST,3.0,2,2022-04-26,2022-09-01,0,,,False,1,True,EQP-CY-03073,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 5191",Active,1990-03-05,1990-03-05,0,False,,,,,,,False,
1317 BOREN AVE,1317 BOREN AVE,3.0,1,2023-03-17,2023-03-17,4,2022-01-14,2022-08-01,True,1,True,EQP-CY-01777,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 722",Active,1989-10-27,1989-10-27,0,False,,,,,,,True,-427.0
1321 E JOHN ST,1321 E JOHN ST,3.0,4,2025-07-28,2025-10-05,3,2021-07-01,2025-09-27,True,0,False,,,,,,,1,True,EQP-CY-07999,Conveyance Equipment Certification,"1 - Cabled Elevator, City # 11299",Operating Without Certificate,2014-07-15,2014-07-15,True,-1488.0
13280 LINDEN AVE N,13280 LINDEN AVE N,5.0,2,2024-09-17,2024-10-16,5,2021-07-26,2024-11-19,True,0,False,,,,,,,2,True,EQP-CY-09022 | EQP-CY-09021,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 12394 | 2-P - Cabled Elevator, City # 12395",Operating Without Certificate,2018-04-19,2018-04-19,True,-1149.0
1331 TERRY AVE,1331 TERRY AVE,3.0,3,2018-04-18,2024-01-29,0,,,False,1,True,EQP-CY-02672,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 2947",Active,1990-01-03,1990-01-03,0,False,,,,,,,False,
13315 GREENWOOD AVE N,13315 GREENWOOD AVE N,5.0,2,2021-05-04,2021-06-01,0,,,False,1,True,EQP-CY-00289,Conveyance Equipment Certification,"2P (Bldg B) - Hydraulic Elevator, City # 3278",Active,1989-01-18,1989-01-18,0,False,,,,,,,False,
13725 32ND AVE NE,13725 32ND AVE NE,5.0,1,2025-01-24,2025-01-24,3,2021-08-11,2025-05-14,True,4,True,EQP-CY-03974 | EQP-CY-03973 | EQP-CY-03972 | EQP-CY-03971,Conveyance Equipment Certification,"4-P - Hydraulic Elevator, City # 5680 | 3-P - Hydraulic Elevator, City # 5679 | 2-P - Hydraulic Elevator, City # 5678 | 1-P - Hydraulic Elevator, City # 5677",Active,1990-08-20,1990-08-20,0,False,,,,,,,True,-1262.0
13730 LAKE CITY WAY NE,13730 LAKE CITY WAY NE,5.0,1,2019-01-08,2019-01-08,1,2025-01-20,2025-01-20,True,2,True,EQP-CY-08828 | EQP-CY-08827,Conveyance Equipment Certification,"B - Cabled Elevator, City # 12061 | A - Cabled Elevator, City # 12062",Active,2017-09-19,2017-09-19,0,False,,,,,,,True,2204.0
13751 32ND AVE NE,13751 32ND AVE NE,5.0,3,2021-07-05,2025-04-28,0,,,False,2,True,EQP-CY-00543 | EQP-CY-00542,Conveyance Equipment Certification,"2-P - Hydraulic Elevator, City # 4307 | 1-P - Hydraulic Elevator, City # 4306",Active,1989-03-21,1989-03-21,0,False,,,,,,,False,
1400 BOREN AVE,1400 Boren AVE,3.0,6,2019-09-23,2023-10-27,0,,,False,0,False,,,,,,,1,True,EQP-CY-03831,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 1643",Operating Without Certificate,1990-07-18,1990-07-18,False,
1400 MADISON ST,1400 Madison ST,3.0,9,2024-02-23,2025-05-21,18,2023-08-14,2025-11-28,True,5,True,EQP-CY-10918 | EQP-CY-10917 | EQP-CY-10916 | EQP-CY-10915 | EQP-CY-10914,Conveyance Equipment Certification,"5-P - Hydraulic Elevator, City # 14300 | 4-P - Cabled Elevator, City # 14176 | 3-P - Cabled Elevator, City # 14175 | 2-P - Cabled Elevator, City # 14054 | 1-P - Cabled Elevator, City # 14053",Active,2024-05-16,2024-05-16,0,False,,,,,,,True,-193.0
14002 LINDEN AVE N,14002 LINDEN AVE N,5.0,1,2024-03-08,2024-03-08,3,2022-08-12,2025-12-05,True,2,True,EQP-CY-07846 | EQP-CY-07845,Conveyance Equipment Certification,"2-PE - Cabled Elevator, City # 11179 | 1-PW - Cabled Elevator, City # 11178",Active,2013-10-30,2013-10-30,0,False,,,,,,,True,-574.0
1401 5TH AVE N,1401 5TH AVE N,7.0,2,2025-02-05,2025-02-07,0,,,False,1,True,EQP-CY-00942,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 2691",Active,1989-06-20,1989-06-20,0,False,,,,,,,False,
1401 BROADWAY,1401 BROADWAY,3.0,1,2023-09-21,2023-09-21,2,2021-06-30,2025-03-03,True,1,True,EQP-CY-04990,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 6606",Active,1997-04-18,1997-04-18,2,True,EQP-CY-04992 | EQP-CY-04991,Conveyance Equipment Certification,"3 - Hydraulic Elevator, City # 6608 | 2 - Hydraulic Elevator, City # 6607",Operating Without Certificate,1997-04-18,1997-04-18,True,-813.0
1401 E MADISON ST,1401 E MADISON ST,3.0,1,2020-11-17,2020-11-17,4,2020-12-19,2025-09-26,True,0,False,,,,,,,2,True,EQP-CY-10084 | EQP-CY-10083,Conveyance Equipment Certification,"2 - Cabled Elevator, City # 12915 | 1 - Cabled Elevator, City # 12914",Operating Without Certificate,2020-04-03,2020-04-03,True,32.0
14027 LAKE CITY WAY NE,14027 LAKE CITY WAY NE,5.0,1,2023-04-05,2023-04-05,10,2020-10-10,2025-11-26,True,7,True,EQP-CY-07959 | EQP-CY-07958 | EQP-CY-07957 | EQP-CY-07956 | EQP-CY-07955 | EQP-CY-07954 | EQP-CY-07953,Conveyance Equipment Certification,"5B - Cabled Elevator, City # 10477 | 5A - Cabled Elevator, City # 10476 | 1 - Cabled Elevator, City # 10471 | 3 - Cabled Elevator, City # 10473 | 2 - Cabled Elevator, City # 10472 | 4B - Cabled Elevator, City # 10475 | 4A - Cabled Elevator, City # 10474",Active,2014-05-22,2014-05-22,1,True,EQP-CY-07960,Conveyance Equipment Certification,"1 - Accessibility Lift (vertical included), City # 11265",Operating Without Certificate,2014-05-22,2014-05-22,True,-907.0
1404 BOYLSTON AVE,1404 Boylston AVE,3.0,2,2025-12-14,2025-12-21,5,2021-10-23,2025-05-09,True,1,True,EQP-CY-08859,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 12263",Active,2017-10-18,2017-10-18,0,False,,,,,,,True,-1513.0
14040 15TH AVE NE,14040 15TH AVE NE,5.0,1,2025-07-18,2025-07-18,2,2024-10-20,2024-11-21,True,0,False,,,,,,,0,False,,,,,,,True,-271.0
1406 E REPUBLICAN ST,1406 E REPUBLICAN ST,3.0,1,2022-05-23,2022-05-23,9,2020-05-24,2022-06-25,True,0,False,,,,,,,1,True,EQP-CY-08084,Conveyance Equipment Certification,"1P - Cabled Elevator, City # 11414",Operating Without Certificate,2014-11-26,2014-11-26,True,-729.0
1406 WESTERN AVE,1406 WESTERN AVE,7.0,4,2023-10-15,2024-01-05,2,2021-06-24,2023-05-17,True,0,False,,,,,,,0,False,,,,,,,True,-843.0
14100 LINDEN AVE N,14100 LINDEN AVE N,5.0,4,2017-12-01,2023-11-29,15,2021-06-13,2026-01-30,True,0,False,,,,,,,0,False,,,,,,,True,1290.0
1411 4TH AVE,1411 4TH AVE,7.0,1,2018-05-22,2018-05-22,0,,,False,4,True,EQP-CY-04042 | EQP-CY-04041 | EQP-CY-04040 | EQP-CY-00940,Conveyance Equipment Certification,"3-P - Cabled Elevator, City # 567 | 2-P - Cabled Elevator, City # 566 | 1-P - Cabled Elevator, City # 565 | 6-P - Hydraulic Elevator, City # 3739",Active,1989-06-20,1990-09-20,1,True,EQP-CY-04043,Conveyance Equipment Certification,"4-P - Cabled Elevator, City # 568",Operating Without Certificate,1990-09-20,1990-09-20,False,
14115 AURORA AVE N,14115 AURORA AVE N,5.0,1,2025-03-31,2025-03-31,17,2021-12-17,2025-05-26,True,2,True,EQP-CY-05897 | EQP-CY-00073,Conveyance Equipment Certification,"1P - Hydraulic Elevator, City # 7698 | 2P - Hydraulic Elevator, City # 7699",Active,2001-10-25,2001-10-25,0,False,,,,,,,True,-1200.0
1412 SUMMIT AVE,1412 SUMMIT AVE,3.0,1,2022-11-09,2022-11-09,3,2022-05-04,2024-08-17,True,1,True,EQP-CY-01814,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 1223",Active,1989-10-27,1989-10-27,0,False,,,,,,,True,-189.0
1413 3RD AVE,1413 3rd AVE,7.0,3,2020-07-31,2024-01-09,5,2022-03-04,2024-07-04,True,1,True,EQP-CY-04895,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 6626",Active,1996-07-29,1996-07-29,0,False,,,,,,,True,581.0
1414 10TH AVE,1414 10TH AVE,3.0,2,2023-10-02,2023-11-17,6,2021-08-08,2025-10-26,True,4,True,EQP-CY-08235 | EQP-CY-08234 | EQP-CY-08233 | EQP-CY-08232,Conveyance Equipment Certification,"4P - Cabled Elevator, City # 11394 | 3P - Cabled Elevator, City # 11393 | 2P - Cabled Elevator, City # 11392 | 1P - Cabled Elevator, City # 11391",Active,2015-07-17,2015-07-17,0,False,,,,,,,True,-785.0
1414 E YESLER WAY,1414 E YESLER WAY,3.0,2,2017-09-29,2019-02-15,1,2023-07-03,2023-07-03,True,1,True,EQP-CY-08914,Conveyance Equipment Certification,"1 P - Cabled Elevator, City # 12199",Active,2018-01-25,2018-01-25,0,False,,,,,,,True,2103.0
1414 NE 42ND ST,1414 NE 42ND ST,4.0,1,2023-12-08,2023-12-08,1,2026-01-29,2026-01-29,True,0,False,,,,,,,2,True,EQP-CY-07211 | EQP-CY-07210,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 9714 | 1-P - Cabled Elevator, City # 9713",Operating Without Certificate,2009-12-03,2009-12-03,True,783.0
1415 1ST AVE,1415 1ST AVE,7.0,1,2024-01-04,2024-01-04,2,2023-07-17,2025-02-06,True,0,False,,,,,,,0,False,,,,,,,True,-171.0
1420 E HOWELL ST,1420 E HOWELL ST,3.0,2,2025-11-16,2025-12-23,0,,,False,0,False,,,,,,,1,True,EQP-CY-08792,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 12280",Operating Without Certificate,2017-08-15,2017-08-15,False,
1420 TERRY AVE,1420 TERRY AVE,3.0,7,2023-11-02,2023-12-04,10,2022-10-20,2025-07-05,True,2,True,EQP-CY-00009 | EQP-CY-00008,Conveyance Equipment Certification,"2 - Cabled Elevator, City # 7943 | 1 - Cabled Elevator, City # 7942",Active,2002-12-17,2002-12-17,0,False,,,,,,,True,-378.0
14200 LINDEN AVE N,14200 LINDEN AVE N,5.0,3,2019-10-24,2021-05-19,7,2021-08-13,2025-07-16,True,0,False,,,,,,,5,True,EQP-CY-07206 | EQP-CY-07181 | EQP-CY-07161 | EQP-CY-07160 | EQP-CY-07159,Conveyance Equipment Certification,"5-PBD - Cabled Elevator, City # 9720 | 4-PBC - Cabled Elevator, City # 9719 | 3-PBB - Cabled Elevator, City # 9718 | 2-PBA - Cabled Elevator, City # 9717 | 1-PNW - Cabled Elevator, City # 9616",Operating Without Certificate,2009-09-14,2009-11-20,True,659.0
1422 BOYLSTON AVE,1422 BOYLSTON AVE,3.0,1,2015-10-26,2015-10-26,0,,,False,0,False,,,,,,,0,False,,,,,,,False,
1423 NW MARKET ST,1423 NW MARKET ST,6.0,1,2025-10-16,2025-10-16,0,,,False,1,True,EQP-CY-05650,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 7463",Active,2001-01-08,2001-01-08,0,False,,,,,,,False,
1425 SPRING ST,1425 SPRING ST,3.0,1,2023-02-14,2023-02-14,3,2020-08-22,2022-06-30,True,0,False,,,,,,,0,False,,,,,,,True,-906.0
1430 2ND AVE,1430 2nd AVE,7.0,2,2023-08-30,2024-10-27,16,2020-01-17,2025-10-23,True,6,True,EQP-CY-08950 | EQP-CY-08949 | EQP-CY-08948 | EQP-CY-08947 | EQP-CY-08946 | EQP-CY-08945,Conveyance Equipment Certification,"E - Cabled Elevator, City # 12318 | F - Cabled Elevator, City # 12319 | D - Cabled Elevator, City # 12230 | C - Cabled Elevator, City # 12229 | B - Cabled Elevator, City # 12228 | A - Cabled Elevator, City # 12227",Active,2018-02-16,2018-02-16,0,False,,,,,,,True,-1321.0
1432 NW 61ST ST,1432 NW 61ST ST,6.0,1,2024-12-10,2024-12-10,0,,,False,1,True,EQP-CY-03229,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 3348",Active,1990-04-04,1990-04-04,0,False,,,,,,,False,
1501 17TH AVE,1501 17TH AVE,3.0,2,2018-07-26,2021-12-23,2,2023-09-25,2025-01-25,True,2,True,EQP-CY-00876 | EQP-CY-00875,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 3430 | 2-P - Cabled Elevator, City # 3429",Active,1989-06-14,1989-06-14,0,False,,,,,,,True,1887.0
1504 AURORA AVE N,1504 Aurora AVE N,7.0,1,2023-11-27,2023-11-27,3,2021-07-04,2023-11-23,True,1,True,EQP-CY-04093,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 5673",Active,1990-10-25,1990-10-25,0,False,,,,,,,True,-876.0
1507 WESTERN AVE,1507 WESTERN AVE,7.0,3,2024-07-22,2024-12-17,0,,,False,0,False,,,,,,,1,True,EQP-CY-03461,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 3914",Operating Without Certificate,1990-05-10,1990-05-10,False,
151 JOHN ST,151 JOHN ST,7.0,2,2015-06-03,2024-08-18,6,2020-08-25,2025-03-07,True,1,True,EQP-CY-07631,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 10309",Active,2012-09-24,2012-09-24,0,False,,,,,,,True,1910.0
1512 SUMMIT AVE,1512 SUMMIT AVE,3.0,1,2021-04-25,2021-04-25,0,,,False,1,True,EQP-CY-00125,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 2340",Active,1989-01-11,1989-01-11,0,False,,,,,,,False,
1514 BELLEVUE AVE,1514 BELLEVUE AVE,3.0,1,2024-04-27,2024-04-27,1,2023-07-16,2023-07-16,True,1,True,EQP-CY-00529,Conveyance Equipment Certification,"1 - Cabled Elevator, City # 2176",Active,1989-03-17,1989-03-17,0,False,,,,,,,True,-286.0
1515 13TH AVE,1515 13TH AVE,3.0,1,2025-11-18,2025-11-18,2,2022-02-25,2025-06-28,True,2,True,EQP-CY-01596 | EQP-CY-01595,Conveyance Equipment Certification,"2-PE - Hydraulic Elevator, City # 5315 | 1-PW - Hydraulic Elevator, City # 5314",Active,1989-09-13,1989-09-13,0,False,,,,,,,True,-1362.0
1520 EASTLAKE AVE E,1520 EASTLAKE AVE E,3.0,11,2016-05-16,2024-07-24,3,2023-06-10,2025-04-22,True,0,False,,,,,,,0,False,,,,,,,True,2581.0
1523 E MADISON ST,1523 E MADISON ST,3.0,1,2025-11-11,2025-11-11,4,2021-02-20,2025-08-17,True,1,True,EQP-CY-08368,Conveyance Equipment Certification,"1 - Cabled Elevator, City # 11719",Active,2016-02-18,2016-02-18,0,False,,,,,,,True,-1725.0
1525 9TH AVE,1525 9TH AVE,7.0,2,2016-03-23,2024-01-23,0,,,False,4,True,EQP-CY-08128 | EQP-CY-08127 | EQP-CY-08126 | EQP-CY-08125,Conveyance Equipment Certification,"D - Cabled Elevator, City # 11199 | C - Cabled Elevator, City # 11198 | B - Cabled Elevator, City # 11197 | A - Cabled Elevator, City # 11196",Active,2015-03-12,2015-03-12,0,False,,,,,,,False,
1525 HARVARD AVE,1525 HARVARD AVE,3.0,5,2025-01-31,2025-02-10,5,2021-05-08,2025-10-25,True,2,True,EQP-CY-08252 | EQP-CY-08251,Conveyance Equipment Certification,"2 - Cabled Elevator, City # 11627 | 1 - Cabled Elevator, City # 11626",Active,2015-07-23,2015-07-23,0,False,,,,,,,True,-1364.0
1526 AURORA AVE N,1526 AURORA AVE N,7.0,1,2023-01-20,2023-01-20,0,,,False,1,True,EQP-CY-02711,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 4308",Active,1990-01-31,1990-01-31,0,False,,,,,,,False,
1529 QUEEN ANNE AVE N,1529 Queen Anne AVE N,7.0,1,2023-11-12,2023-11-12,1,2021-03-30,2021-03-30,True,1,True,EQP-CY-06453,Conveyance Equipment Certification,"1 - Hydraulic Elevator, City # 8662",Active,2006-02-14,2006-02-14,0,False,,,,,,,True,-957.0
1530 12TH AVE,1530 12TH AVE,3.0,1,2022-02-20,2022-02-20,0,,,False,1,True,EQP-CY-07267,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 9744",Active,2009-12-16,2009-12-16,0,False,,,,,,,False,
1530 BELMONT AVE,1530 BELMONT AVE,3.0,5,2022-11-17,2024-12-16,4,2021-06-09,2025-04-25,True,4,True,EQP-CY-08301 | EQP-CY-08300 | EQP-CY-08299 | EQP-CY-08298,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 11621 | 4-P - Hydraulic Elevator, City # 11655 | 3-P - Cabled Elevator, City # 11623 | 2-P - Cabled Elevator, City # 11622",Active,2015-10-20,2015-10-20,0,False,,,,,,,True,-526.0
1537 NW 56TH ST,1537 NW 56TH ST,6.0,1,2024-07-10,2024-07-10,4,2020-09-07,2022-10-30,True,2,True,EQP-CY-08645 | EQP-CY-08644,Conveyance Equipment Certification,"2 - Cabled Elevator, City # 12030 | 1 - Cabled Elevator, City # 12029",Active,2017-01-11,2017-01-11,0,False,,,,,,,True,-1402.0
1545 NW 57TH ST,1545 NW 57TH ST,6.0,1,2021-10-07,2021-10-07,0,,,False,2,True,EQP-CY-06299 | EQP-CY-06298,Conveyance Equipment Certification,"2 - Hydraulic Elevator, City # 8276 | 1 - Hydraulic Elevator, City # 8275",Active,2004-09-22,2004-09-22,0,False,,,,,,,False,
1545 NW MARKET ST,1545 NW MARKET ST,6.0,5,2020-01-13,2023-01-23,10,2019-12-15,2026-01-28,True,4,True,EQP-CY-06977 | EQP-CY-06976 | EQP-CY-06975 | EQP-CY-06974,Conveyance Equipment Certification,"N2 - Cabled Elevator, City # 9450 | N1 - Cabled Elevator, City # 9457 | S2 - Cabled Elevator, City # 9459 | S1 - Cabled Elevator, City # 9458",Active,2009-01-22,2009-01-22,0,False,,,,,,,True,-29.0
155 17TH AVE,155 17TH AVE,3.0,1,2024-06-28,2024-06-28,0,,,False,0,False,,,,,,,0,False,,,,,,,False,
1562 E OLIVE WAY,1562 E OLIVE WAY,3.0,1,2025-08-02,2025-08-02,0,,,False,0,False,,,,,,,1,True,EQP-CY-01803,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 1556",Operating Without Certificate,1989-10-27,1989-10-27,False,
1600 2ND AVE,1600 2ND AVE,7.0,5,2018-08-05,2025-10-02,14,2023-08-09,2025-06-20,True,0,False,,,,,,,5,True,EQP-CY-08803 | EQP-CY-08802 | EQP-CY-08801 | EQP-CY-08800 | EQP-CY-08799,Conveyance Equipment Certification,"5-P - Cabled Elevator, City # 11878 | 4-P - Cabled Elevator, City # 11877 | 3-P - Cabled Elevator, City # 11876 | 2-P - Cabled Elevator, City # 11875 | 1-P - Cabled Elevator, City # 11874",Operating Without Certificate,2017-08-31,2017-08-31,True,1830.0
1600 7TH AVE,1600 7th AVE,7.0,1,2025-09-02,2025-09-02,3,2022-10-12,2023-07-26,True,17,True,EQP-CY-03809 | EQP-CY-03808 | EQP-CY-03807 | EQP-CY-03806 | EQP-CY-03805 | EQP-CY-03804 | EQP-CY-03803 | EQP-CY-03802 | EQP-CY-03801 | EQP-CY-03800 | EQP-CY-03799 | EQP-CY-03798 | EQP-CY-03797 | EQP-CY-03796 | EQP-CY-03795 | EQP-CY-03794 | EQP-CY-03793,Conveyance Equipment Certification,"17 - Cabled Elevator, City # 3655 | P - Cabled Elevator, City # 3654 | O - Cabled Elevator, City # 3653 | N - Cabled Elevator, City # 3652 | M - Cabled Elevator, City # 3651 | L - Cabled Elevator, City # 3650 | K - Cabled Elevator, City # 3649 | J - Cabled Elevator, City # 3648 | I - Cabled Elevator, City # 3647 | H - Cabled Elevator, City # 3646 | G - Cabled Elevator, City # 3645 | F - Cabled Elevator, City # 3644 | E - Cabled Elevator, City # 3643 | D - Cabled Elevator, City # 3642 | C - Cabled Elevator, City # 3641 | B - Cabled Elevator, City # 3640 | A - Cabled Elevator, City # 3639",Active,1990-07-17,1990-07-17,1,True,EQP-CY-08335,Conveyance Equipment Certification,"1-ML - Material Lift, City # 11711",Operating Without Certificate,2015-12-10,2015-12-10,True,-1056.0
1601 5TH AVE,1601 5TH AVE,7.0,1,2023-06-26,2023-06-26,3,2021-06-27,2022-08-16,True,12,True,EQP-CY-02855 | EQP-CY-02854 | EQP-CY-02853 | EQP-CY-02852 | EQP-CY-02851 | EQP-CY-02850 | EQP-CY-02849 | EQP-CY-02848 | EQP-CY-02847 | EQP-CY-02846 | EQP-CY-02845 | EQP-CY-02844,Conveyance Equipment Certification,"16 - Hydraulic Elevator, City # 5435 | 4-LO - Cabled Elevator, City # 5382 | 3-LO - Cabled Elevator, City # 5381 | 2-LO - Cabled Elevator, City # 5380 | 1-LO - Cabled Elevator, City # 5379 | 9 -SRV - Cabled Elevator, City # 5377 | 8 - HI - Cabled Elevator, City # 5376 | 7 - HI - Cabled Elevator, City # 5375 | 6 - HI - Cabled Elevator, City # 5374 | 5 - HI - Cabled Elevator, City # 5373 | 12-GRG - Hydraulic Elevator, City # 5346 | 11-GRG - Hydraulic Elevator, City # 5345",Active,1990-02-02,1990-02-02,0,False,,,,,,,True,-729.0
1610 16TH AVE,1610 16TH AVE,3.0,1,2016-06-17,2016-06-17,7,2021-04-02,2024-09-25,True,0,False,,,,,,,0,False,,,,,,,True,1750.0
1615 19TH AVE,1615 19TH AVE,3.0,2,2023-02-01,2023-02-22,1,2021-06-04,2021-06-04,True,0,False,,,,,,,2,True,EQP-CY-00011 | EQP-CY-00007,Conveyance Equipment Certification,"B1 - Cabled Elevator, City # 8063 | A1 - Hydraulic Elevator, City # 7985",Operating Without Certificate,2002-12-16,2002-12-18,True,-607.0
1617 YALE AVE,1617 YALE AVE,3.0,4,2022-02-23,2022-11-11,1,2021-03-20,2021-03-20,True,1,True,EQP-CY-03476,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 617",Active,1990-05-10,1990-05-10,0,False,,,,,,,True,-340.0
1619 3RD AVE,1619 3RD AVE,7.0,4,2024-10-30,2025-05-12,6,2022-06-09,2023-04-08,True,0,False,,,,,,,3,True,EQP-CY-01737 | EQP-CY-01736 | EQP-CY-01735,Conveyance Equipment Certification,"3-P - Cabled Elevator, City # 2457 | 2-P - Cabled Elevator, City # 2456 | 1-P - Cabled Elevator, City # 2455",Operating Without Certificate,1989-10-26,1989-10-26,True,-874.0
1619 E JOHN ST,1619 E John ST,3.0,4,2015-07-15,2024-12-05,5,2019-12-14,2025-01-22,True,1,True,EQP-CY-10002,Conveyance Equipment Certification,"P1 - Roped Hydraulic Elevator, City # 12903",Active,2019-12-06,2019-12-06,0,False,,,,,,,True,1613.0
1624 BOREN AVE,1624 BOREN AVE,7.0,4,2020-03-02,2024-01-30,3,2021-05-23,2023-09-11,True,0,False,,,,,,,1,True,EQP-CY-00533,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 795",Operating Without Certificate,1989-03-17,1989-03-17,True,447.0
16255 NE 87TH ST,16255 NE 87th ST,,1,2024-11-10,2024-11-10,0,,,False,0,False,,,,,,,0,False,,,,,,,False,
1629 HARVARD AVE,1629 HARVARD AVE,3.0,4,2023-06-24,2023-09-20,16,2022-02-14,2024-07-21,True,1,True,EQP-CY-01650,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 618",Active,1989-09-14,1989-09-14,0,False,,,,,,,True,-495.0
1629 N 45TH ST,1629 N 45TH ST,4.0,1,2021-06-26,2021-06-26,0,,,False,1,True,EQP-CY-02557,Conveyance Equipment Certification,"1-P - Hydraulic Elevator, City # 4987",Active,1990-01-02,1990-01-02,0,False,,,,,,,False,
1660 12TH AVE,1660 12TH AVE,3.0,2,2023-09-05,2023-10-03,2,2022-05-22,2022-11-14,True,2,True,EQP-CY-08065 | EQP-CY-08064,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 11327 | 1-P - Cabled Elevator, City # 11326",Active,2014-10-03,2014-10-03,0,False,,,,,,,True,-471.0
1701 DEXTER AVE N,1701 DEXTER AVE N,7.0,1,2021-12-20,2021-12-20,11,2021-08-06,2025-10-26,True,0,False,,,,,,,1,True,EQP-CY-08506,Conveyance Equipment Certification,"1-P - Cabled Elevator, City # 11789",Operating Without Certificate,2016-07-21,2016-07-21,True,-136.0
1701 NW 56TH ST,1701 NW 56TH ST,6.0,1,2023-08-14,2023-08-14,3,2023-12-17,2024-02-15,True,2,True,EQP-CY-09553 | EQP-CY-09552,Conveyance Equipment Certification,"2-P - Cabled Elevator, City # 12435 | 1-P - Cabled Elevator, City # 12430",Active,2018-08-02,2018-08-02,0,False,,,,,,,True,125.0
