ï»¿RecordNum,RecordType,RecordTypeMapped,RecordTypeDesc,Description,OpenDate,LastInspDate,LastInspResult,StatusCurrent,OriginalAddress1,OriginalZip,Link,Latitude,Longitude,Location1,OpenMonth,OpenYear,OpenQuarter,LastInspMonth,LastInspYear,LastInspQuarter,NoInspDate T/F,NoInspResult T/F,OpenToLastInspDays,District,CP,VI,CT,RecordTypeDescBlank,HealthSafetyHabitability,HarassmentRetaliationDisplacement,RightsViolations
1004201-CT,Citation,Case,Emergency,"Unpermitted outdoor storage.Plaster, wood, pipes, tree limbs or trunks, tarp covering unknown material, and miscellaneous debris in front, side, and rear areas of properties.",2004 Dec 30 12:00:00 AM,,,Completed,1403 NE 65TH ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1004201-CT,47.67559628,-122.31291387,"(47.67559628, -122.31291387)",12,2004,4,,,,True,True,,4,False,False,True,False,False,False,False
1004202-CT,Citation,Case,Emergency,Lack of req'd handrail.No handrail on property entrance steps.,2004 Dec 30 12:00:00 AM,,,Completed,1403 NE 65TH ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1004202-CT,47.67559628,-122.31291387,"(47.67559628, -122.31291387)",12,2004,4,,,,True,True,,4,False,False,True,False,False,False,False
001323-05CP,Complaint,Request,Emergency,No water and no electricity. House burnt. Tenant has signed lease.,2005 Feb 04 12:00:00 AM,2005 Feb 04 12:00:00 AM,Completed,Completed,5014 15TH AVE NE,98105,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001323-05CP,47.66536617,-122.31164732,"(47.66536617, -122.31164732)",2,2005,1,2,2005,1,False,False,0,4,True,False,False,False,True,False,False
001633-05CP,Complaint,Request,Emergency,CITY LIGHT HAS SHUT OFF POWER.,2005 Mar 04 12:00:00 AM,2005 Mar 04 12:00:00 AM,Completed,Completed,6515 15TH AVE NE,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001633-05CP,47.6762939,-122.31217755,"(47.6762939, -122.31217755)",3,2005,1,3,2005,1,False,False,0,4,True,False,False,False,False,True,False
001700-05CP,Complaint,Request,Emergency,There is no electricity.  The power has been turned off by City Light.,2005 Mar 10 12:00:00 AM,2005 Mar 10 12:00:00 AM,Completed,Completed,1321 NE 66TH ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001700-05CP,47.67631941,-122.3133782,"(47.67631941, -122.3133782)",3,2005,1,3,2005,1,False,False,0,4,True,False,False,False,True,False,False
002735-05CP,Complaint,Request,Emergency,Electrical service has been terminated.,2005 Jun 08 12:00:00 AM,2005 Jun 09 12:00:00 AM,Completed,Completed,6418 BROOKLYN AVE NE,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002735-05CP,47.67557395,-122.31405322,"(47.67557395, -122.31405322)",6,2005,2,6,2005,2,False,False,1,4,True,False,False,False,False,False,False
003090-05CP,Complaint,Request,Emergency,"HOUSE HAS NO FIRE ALARM--ROOF LEAKS--BASEMENT FLOODS WHEN PLUMBING BACKS UP, AND TENANTS ARE REQUIRED TO PUMP IT OUT OF BASEMENT--HAS ANT INFESTATION",2005 Jul 05 12:00:00 AM,2005 Jul 21 12:00:00 AM,Completed,Completed,1300 NE 65TH ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=003090-05CP,47.67600905,-122.3141394,"(47.67600905, -122.3141394)",7,2005,3,7,2005,3,False,False,16,4,True,False,False,False,True,False,False
1004433-VI,Notice of Violation,Case,Emergency,No water and no electricity. House burnt. Tenant has signed lease.,2005 Feb 04 12:00:00 AM,,,Completed,5014 15TH AVE NE,98105,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1004433-VI,47.66536617,-122.31164732,"(47.66536617, -122.31164732)",2,2005,1,,,,True,True,,4,False,True,False,False,True,False,False
1004642-VI,Notice of Violation,Case,Emergency,CITY LIGHT HAS SHUT OFF POWER.,2005 Mar 04 12:00:00 AM,,,Completed,6515 15TH AVE NE,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1004642-VI,47.6762939,-122.31217755,"(47.6762939, -122.31217755)",3,2005,1,,,,True,True,,4,False,True,False,False,False,True,False
1004661-VI,Notice of Violation,Case,Emergency,CITY LIGHT HAS SHUT OFF POWER.,2005 Mar 08 12:00:00 AM,,,Completed,6515 15TH AVE NE,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1004661-VI,47.6762939,-122.31217755,"(47.6762939, -122.31217755)",3,2005,1,,,,True,True,,4,False,True,False,False,False,True,False
1004694-VI,Notice of Violation,Case,Emergency,There is no electricity.  The power has been turned off by City Light.,2005 Mar 10 12:00:00 AM,,,Completed,1321 NE 66TH ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1004694-VI,47.67631941,-122.3133782,"(47.67631941, -122.3133782)",3,2005,1,,,,True,True,,4,False,True,False,False,True,False,False
1004725-VI,Notice of Violation,Case,Emergency,There is no electricity.  The power has been turned off by City Light.,2005 Mar 15 12:00:00 AM,,,Completed,1321 NE 66TH ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1004725-VI,47.67631941,-122.3133782,"(47.67631941, -122.3133782)",3,2005,1,,,,True,True,,4,False,True,False,False,True,False,False
1005477-VI,Notice of Violation,Case,Emergency,Electrical service has been terminated.,2005 Jun 10 12:00:00 AM,2005 Aug 01 12:00:00 AM,Compliance Achieved,Completed,6418 BROOKLYN AVE NE,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1005477-VI,47.67557395,-122.31405322,"(47.67557395, -122.31405322)",6,2005,2,8,2005,3,False,False,52,4,False,True,False,False,False,False,False
1005839-VI,Notice of Violation,Case,Emergency,"HOUSE HAS NO FIRE ALARM--ROOF LEAKS--BASEMENT FLOODS WHEN PLUMBING BACKS UP, AND TENANTS ARE REQUIRED TO PUMP IT OUT OF BASEMENT--HAS ANT INFESTATION",2005 Jul 21 12:00:00 AM,2009 Sep 16 12:00:00 AM,Compliance Achieved,Completed,1300 NE 65TH ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1005839-VI,47.67600905,-122.3141394,"(47.67600905, -122.3141394)",7,2005,3,9,2009,3,False,False,1518,4,False,True,False,False,True,False,False
1005871-VI,Notice of Violation,Case,Emergency,"HOUSE HAS NO FIRE ALARM--ROOF LEAKS--BASEMENT FLOODS WHEN PLUMBING BACKS UP, AND TENANTS ARE REQUIRED TO PUMP IT OUT OF BASEMENT--HAS ANT INFESTATION",2005 Jul 26 12:00:00 AM,2009 Sep 16 12:00:00 AM,Compliance Achieved,Completed,1300 NE 65TH ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1005871-VI,47.67600905,-122.3141394,"(47.67600905, -122.3141394)",7,2005,3,9,2009,3,False,False,1513,4,False,True,False,False,True,False,False
1005881-VI,Notice of Violation,Case,Emergency,"HOUSE HAS NO FIRE ALARM--ROOF LEAKS--BASEMENT FLOODS WHEN PLUMBING BACKS UP, AND TENANTS ARE REQUIRED TO PUMP IT OUT OF BASEMENT--HAS ANT INFESTATION",2005 Jul 27 12:00:00 AM,2009 Sep 16 12:00:00 AM,Compliance Achieved,Completed,1300 NE 65TH ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1005881-VI,47.67600905,-122.3141394,"(47.67600905, -122.3141394)",7,2005,3,9,2009,3,False,False,1512,4,False,True,False,False,True,False,False
1005888-CT,Citation,Case,Emergency,"Inspection shows housing code violations, furnace broken, no heat, and plumbing backup and standing water in basement.",2005 Jul 27 12:00:00 AM,,,Completed,1300 NE 65TH ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1005888-CT,47.67600905,-122.3141394,"(47.67600905, -122.3141394)",7,2005,3,,,,True,True,,4,False,False,True,False,True,False,True
1006675-VI,Notice of Violation,Case,Emergency,"HOUSE HAS NO FIRE ALARM--ROOF LEAKS--BASEMENT FLOODS WHEN PLUMBING BACKS UP, AND TENANTS ARE REQUIRED TO PUMP IT OUT OF BASEMENT--HAS ANT INFESTATION",2005 Oct 26 12:00:00 AM,2009 Sep 16 12:00:00 AM,Compliance Achieved,Completed,1300 NE 65TH ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1006675-VI,47.67600905,-122.3141394,"(47.67600905, -122.3141394)",10,2005,4,9,2009,3,False,False,1421,4,False,True,False,False,True,False,False
001285-06CP,Complaint,Request,Emergency,Basement living space is flooded affecting two tenant households.  Mold and mildew starting to form.,2006 Jan 30 12:00:00 AM,2006 Jan 31 12:00:00 AM,Completed,Completed,817 NE 60TH ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001285-06CP,47.67204743,-122.31932537,"(47.67204743, -122.31932537)",1,2006,1,1,2006,1,False,False,1,4,True,False,False,False,True,False,False
1007399-VI,Notice of Violation,Case,Emergency,Basement living space is flooded affecting two tenant households.  Mold and mildew starting to form.,2006 Feb 01 12:00:00 AM,2006 Feb 15 12:00:00 AM,Compliance Achieved,Completed,817 NE 60TH ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1007399-VI,47.67204743,-122.31932537,"(47.67204743, -122.31932537)",2,2006,1,2,2006,1,False,False,14,4,False,True,False,False,True,False,False
1007434-VI,Notice of Violation,Case,Emergency,Basement living space is flooded affecting two tenant households.  Mold and mildew starting to form.,2006 Feb 06 12:00:00 AM,2006 Apr 17 12:00:00 AM,Compliance Achieved,Completed,817 NE 60TH ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1007434-VI,47.67204743,-122.31932537,"(47.67204743, -122.31932537)",2,2006,1,4,2006,2,False,False,70,4,False,True,False,False,True,False,False
1007436-CT,Citation,Case,Emergency,Inspection shows several housing code violations as well as emergency issues.,2006 Feb 06 12:00:00 AM,2006 Mar 06 12:00:00 AM,Completed,Completed,817 NE 60TH ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1007436-CT,47.67204743,-122.31932537,"(47.67204743, -122.31932537)",2,2006,1,3,2006,1,False,False,28,4,False,False,True,False,False,False,True
001530-07CP,Complaint,Request,Emergency,"No heat since he moved in (1st week of December 2006). Electrical issues, stairway safety issues and water temperature issues, front door does not work (can't always get out).***Call complainant first, he may not want want an inspection immediately***",2007 Feb 15 12:00:00 AM,2007 Feb 15 12:00:00 AM,Completed,Completed,1417 NE 65TH ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001530-07CP,47.67566507,-122.31218878,"(47.67566507, -122.31218878)",2,2007,1,2,2007,1,False,False,0,4,True,False,False,False,True,False,False
002015-07CP,Complaint,Request,Emergency,No heat in 5 bedroom SFR for 2 weeks--the old oil furnace broke down. Owner told the tenants it would be 3 more weeks before he would replace it--then provided the 5 tenants with 2 space heaters. The compl also purchased a space heater for her bedroom. The tenants are tired of waking up to 50 degree house in the morning.,2007 Mar 28 12:00:00 AM,2007 Mar 28 12:00:00 AM,Completed,Completed,5232 37TH AVE NE,98105,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=002015-07CP,47.66772115,-122.28768718,"(47.66772115, -122.28768718)",3,2007,1,3,2007,1,False,False,0,4,True,False,False,False,True,False,False
004740-07CP,Complaint,Request,Emergency,"No power, water for last couple days.*owners name is Sabah Sharifah 206 525 2582",2007 Sep 17 12:00:00 AM,2007 Sep 18 12:00:00 AM,Completed,Completed,5617 15TH AVE NE,98105,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004740-07CP,47.67002973,-122.31225014,"(47.67002973, -122.31225014)",9,2007,3,9,2007,3,False,False,1,4,True,False,False,False,True,False,False
005013-07CP,Complaint,Request,Emergency,"Per online complaint: ""*Hazardous mold & plantlike organisms are present inside of building *Non compliance with heating requirements *Raw sewage is leaking from overhead piping in basement level causing ""live"" compost underneath of the basement staircase.""Per phone conv w/compl: The leakage in the basement has been an ongoing problem, happens every time the toilet gets flushed. The compl lives on the floor above the basement level, but he says there are 3 occupied rooms in the basement level.",2007 Oct 03 12:00:00 AM,2007 Oct 04 12:00:00 AM,Completed,Completed,4228 LATONA AVE NE,98105,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005013-07CP,47.65854714,-122.32491271,"(47.65854714, -122.32491271)",10,2007,4,10,2007,4,False,False,1,4,True,False,False,False,True,False,False
005883-07CP,Complaint,Request,Emergency,Room flooded and landlord won't fix (she and daughter live there).,2007 Dec 06 12:00:00 AM,2007 Dec 11 12:00:00 AM,Completed,Completed,6511 16TH AVE NE,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005883-07CP,47.67616926,-122.31116388,"(47.67616926, -122.31116388)",12,2007,4,12,2007,4,False,False,5,4,True,False,False,False,True,False,False
1011092-VI,Notice of Violation,Case,Emergency,"No heat since he moved in (1st week of December 2006). Electrical issues, stairway safety issues and water temperature issues, front door does not work (can't always get out).***Call complainant first, he may not want want an inspection immediately***",2007 Feb 15 12:00:00 AM,2007 Mar 22 12:00:00 AM,Compliance Achieved,Completed,1417 NE 65TH ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1011092-VI,47.67566507,-122.31218878,"(47.67566507, -122.31218878)",2,2007,1,3,2007,1,False,False,35,4,False,True,False,False,True,False,False
1011186-VI,Notice of Violation,Case,Emergency,"No heat since he moved in (1st week of December 2006). Electrical issues, stairway safety issues and water temperature issues, front door does not work (can't always get out).***Call complainant first, he may not want want an inspection immediately***",2007 Feb 26 12:00:00 AM,2007 Apr 02 12:00:00 AM,Compliance Achieved,Completed,1417 NE 65TH ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1011186-VI,47.67566507,-122.31218878,"(47.67566507, -122.31218878)",2,2007,1,4,2007,2,False,False,35,4,False,True,False,False,True,False,False
1013499-VI,Notice of Violation,Case,Emergency,"No power, water for last couple days.*owners name is Sabah Sharifah 206 525 2582",2007 Sep 18 12:00:00 AM,2007 Oct 04 12:00:00 AM,Compliance Achieved,Completed,5617 15TH AVE NE,98105,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1013499-VI,47.67002973,-122.31225014,"(47.67002973, -122.31225014)",9,2007,3,10,2007,4,False,False,16,4,False,True,False,False,True,False,False
1013548-VI,Notice of Violation,Case,Emergency,"No power, water for last couple days.*owners name is Sabah Sharifah 206 525 2582",2007 Sep 21 12:00:00 AM,2008 Feb 29 12:00:00 AM,Compliance Achieved,Completed,5617 15TH AVE NE,98105,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1013548-VI,47.67002973,-122.31225014,"(47.67002973, -122.31225014)",9,2007,3,2,2008,1,False,False,161,4,False,True,False,False,True,False,False
1013680-VI,Notice of Violation,Case,Emergency,"Per online complaint: ""*Hazardous mold & plantlike organisms are present inside of building *Non compliance with heating requirements *Raw sewage is leaking from overhead piping in basement level causing ""live"" compost underneath of the basement staircase.""Per phone conv w/compl: The leakage in the basement has been an ongoing problem, happens every time the toilet gets flushed. The compl lives on the floor above the basement level, but he says there are 3 occupied rooms in the basement level.",2007 Oct 04 12:00:00 AM,2007 Oct 05 12:00:00 AM,Compliance Achieved,Completed,4228 LATONA AVE NE,98105,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1013680-VI,47.65854714,-122.32491271,"(47.65854714, -122.32491271)",10,2007,4,10,2007,4,False,False,1,4,False,True,False,False,True,False,False
1013699-VI,Notice of Violation,Case,Emergency,"Per online complaint: ""*Hazardous mold & plantlike organisms are present inside of building *Non compliance with heating requirements *Raw sewage is leaking from overhead piping in basement level causing ""live"" compost underneath of the basement staircase.""Per phone conv w/compl: The leakage in the basement has been an ongoing problem, happens every time the toilet gets flushed. The compl lives on the floor above the basement level, but he says there are 3 occupied rooms in the basement level.",2007 Oct 08 12:00:00 AM,2007 Oct 31 12:00:00 AM,Compliance Achieved,Completed,4228 LATONA AVE NE,98105,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1013699-VI,47.65854714,-122.32491271,"(47.65854714, -122.32491271)",10,2007,4,10,2007,4,False,False,23,4,False,True,False,False,True,False,False
001092-09CP,Complaint,Request,Emergency,"Per online complaint: ""Due to construction that is occuring in our building, we are now unable to close or even lock our door. We have been forced to leave it ajar over the weekend, and the thin plastic sheet that covers it does not prevent cold air from being let in. I am concerned about the safety of our unit.""",2009 Jan 12 12:00:00 AM,,,Completed,6410 9TH AVE NE,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=001092-09CP,47.67539649,-122.31844063,"(47.67539649, -122.31844063)",1,2009,1,,,,True,True,,4,True,False,False,False,False,False,False
004396-09CP,Complaint,Request,Emergency,Water shut off.,2009 Aug 25 12:00:00 AM,2009 Aug 25 12:00:00 AM,Completed,Completed,4450 GREEN LAKE WAY N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004396-09CP,47.66082969,-122.3469345,"(47.66082969, -122.3469345)",8,2009,3,8,2009,3,False,False,0,4,True,False,False,False,False,False,False
004921-09CP,Complaint,Request,Emergency,"Per online complaint: ""[I] do not understand; for certain; if/when there is violation; however; though a space heater; that does work; provides decent heat to the bedroom that I [do] rent in the house; the common areas; such as; living room; hall; and stairs; kitchen; and dining room; also; laundry area; are without heat;""",2009 Oct 01 12:00:00 AM,2009 Oct 06 12:00:00 AM,Completed,Completed,4111 11TH AVE NE,98105,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=004921-09CP,47.65724856,-122.31714302,"(47.65724856, -122.31714302)",10,2009,4,10,2009,4,False,False,5,4,True,False,False,False,False,False,False
005246-09CP,Complaint,Request,Emergency,No heat for a month. 10 unrelated people living in this SFR.,2009 Oct 26 12:00:00 AM,2009 Oct 28 12:00:00 AM,Completed,Completed,3000 NE 85TH ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005246-09CP,47.69045651,-122.29582922,"(47.69045651, -122.29582922)",10,2009,4,10,2009,4,False,False,2,4,True,False,False,False,True,False,False
005425-09CP,Complaint,Request,Emergency,"No heat, no windows.",2009 Nov 10 12:00:00 AM,2009 Nov 10 12:00:00 AM,Completed,Completed,6526 15TH AVE NE,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005425-09CP,47.67662861,-122.31168826,"(47.67662861, -122.31168826)",11,2009,4,11,2009,4,False,False,0,4,True,False,False,False,True,False,False
005719-09CP,Complaint,Request,Emergency,"No heat. Owners pulled out the gas furnance in the summer and haven't replaced with a working heating system.  There are 3 people living downstairs, and 10 people living upstairs. Owners told complainant to use space heaters.",2009 Dec 10 12:00:00 AM,2009 Dec 10 12:00:00 AM,Completed,Completed,6317 15TH AVE NE,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005719-09CP,47.67535529,-122.31238158,"(47.67535529, -122.31238158)",12,2009,4,12,2009,4,False,False,0,4,True,False,False,False,True,False,False
005846-09CP,Complaint,Request,Emergency,No heat except in bedrooms. Large hole in living area (covered with a piece of fabric). No deadbolt between upstairs unit and downstairs unit (currently parties from either unit may easily get into the other unit).,2009 Dec 28 12:00:00 AM,2009 Dec 29 12:00:00 AM,Completed,Completed,3601 WALLINGFORD AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=005846-09CP,47.65064257,-122.33660063,"(47.65064257, -122.33660063)",12,2009,4,12,2009,4,False,False,1,4,True,False,False,False,True,False,False
1020404-VI,Notice of Violation,Case,Emergency,Water shut off.,2009 Aug 25 12:00:00 AM,,,Completed,4450 GREEN LAKE WAY N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1020404-VI,47.66082969,-122.3469345,"(47.66082969, -122.3469345)",8,2009,3,,,,True,True,,4,False,True,False,False,False,False,False
1021003-VI,Notice of Violation,Case,Emergency,No heat for a month. 10 unrelated people living in this SFR.,2009 Oct 29 12:00:00 AM,2009 Nov 10 12:00:00 AM,Compliance Achieved,Completed,3000 NE 85TH ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1021003-VI,47.69045651,-122.29582922,"(47.69045651, -122.29582922)",10,2009,4,11,2009,4,False,False,12,4,False,True,False,False,True,False,False
1021005-VI,Notice of Violation,Case,Emergency,No heat for a month. 10 unrelated people living in this SFR.,2009 Oct 29 12:00:00 AM,2010 Feb 16 12:00:00 AM,Compliance Achieved,Completed,3000 NE 85TH ST,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1021005-VI,47.69045651,-122.29582922,"(47.69045651, -122.29582922)",10,2009,4,2,2010,1,False,False,110,4,False,True,False,False,True,False,False
1021109-VI,Notice of Violation,Case,Emergency,"No heat, no windows.",2009 Nov 10 12:00:00 AM,2009 Nov 30 12:00:00 AM,Compliance Achieved,Completed,6526 15TH AVE NE,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1021109-VI,47.67662861,-122.31168826,"(47.67662861, -122.31168826)",11,2009,4,11,2009,4,False,False,20,4,False,True,False,False,True,False,False
1021315-VI,Notice of Violation,Case,Emergency,"No heat. Owners pulled out the gas furnance in the summer and haven't replaced with a working heating system.  There are 3 people living downstairs, and 10 people living upstairs. Owners told complainant to use space heaters.",2009 Dec 10 12:00:00 AM,2009 Dec 14 12:00:00 AM,Compliance Achieved,Completed,6317 15TH AVE NE,98115,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1021315-VI,47.67535529,-122.31238158,"(47.67535529, -122.31238158)",12,2009,4,12,2009,4,False,False,4,4,False,True,False,False,True,False,False
1021435-VI,Notice of Violation,Case,Emergency,No heat except in bedrooms. Large hole in living area (covered with a piece of fabric). No deadbolt between upstairs unit and downstairs unit (currently parties from either unit may easily get into the other unit).,2009 Dec 29 12:00:00 AM,,,Completed,3601 WALLINGFORD AVE N,98103,https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=1021435-VI,47.65064257,-122.33660063,"(47.65064257, -122.33660063)",12,2009,4,,,,True,True,,4,False,True,False,False,True,False,False
